states_uts,crime_head,year,persons_in_custody_during_inv_stage_at_beginning_of_year_male,persons_in_custody_during_inv_stage_at_beginning_of_year_female,persons_in_custody_during_inv_stage_at_beginning_of_year_total,persons_on_bail_during_inv_stage_at_beginning_of_year_male,persons_on_bail_during_inv_stage_at_beginning_of_year_female,persons_on_bail_during_inv_stage_at_beginning_of_year_total,persons_arrested_during_the_year_male,persons_arrested_during_the_year_female,persons_arrested_during_the_year_total,persons_released_or_freed_before_trial_for_want_of_evidence_male,persons_released_or_freed_before_trial_for_want_of_evidence_fem,persons_released_or_freed_before_trial_for_want_of_evidence_tot,persons_in_custody_during_inv_stage_at_year_end_male,persons_in_custody_during_inv_stage_at_year_end_female,persons_in_custody_during_inv_stage_at_year_end_total,persons_on_bail_during_inv_stage_at_year_end_male,persons_on_bail_during_inv_stage_at_year_end_female,persons_on_bail_during_inv_stage_at_year_end_total,persons_charge_sheeted_male,persons_charge_sheeted_female,persons_charge_sheeted_total,persons_in_custody_during_trial_stage_at_begin_of_year_male,persons_in_custody_during_trial_stage_at_begin_of_year_female,persons_in_custody_during_trial_stage_at_begin_of_year_total,persons_on_bail_during_trial_stage_at_begin_of_year_male,persons_on_bail_during_trial_stage_at_begin_of_year_female,persons_on_bail_during_trial_stage_at_begin_of_year_total,total_number_of_persons_under_trial_male,total_number_of_persons_under_trial_female,total_number_of_persons_under_trial_total,persons_against_whom_cases_were_compounded_by_courts_male,persons_against_whom_cases_were_compounded_by_courts_female,persons_against_whom_cases_were_compounded_by_courts_total,persons_against_whom_cases_were_withdrawn_male,persons_against_whom_cases_were_withdrawn_female,persons_against_whom_cases_were_withdrawn_total,persons_in_custody_during_trial_stage_at_year_end_male,persons_in_custody_during_trial_stage_at_year_end_female,persons_in_custody_during_trial_stage_at_year_end_total,persons_on_bail_during_trial_stage_at_year_end_male,persons_on_bail_during_trial_stage_at_year_end_female,persons_on_bail_during_trial_stage_at_year_end_total,persons_whose_cases_trials_were_completed_during_the_year_male,persons_whose_cases_trials_were_completed_during_the_year_female,persons_whose_cases_trials_were_completed_during_the_year_total,persons_convicted_male,persons_convicted_female,persons_convicted_total,persons_acquitted_male,persons_acquitted_female,persons_acquitted_total,persons_discharged_by_court_male,persons_discharged_by_court_female,persons_discharged_by_court_total
Goa,16.1.1 - Offences committed against SC migrants,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,16.1.2 - Offences committed against ST migrants,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,16.1.3 - Offences committed against others migrants,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,16.2 - Offences committed against Locals,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,16.2.1 - Offences committed against Local SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,16.2.2 - Offences committed against Local STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,16.2.3 - Offences committed against others locals,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"17 - Immoral Traffic (Prevention) Act, 1956",2014,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,6,0,6,2,0,2,0,0,0,1,2,3,3,2,5,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Goa,17.1 - Under ITP Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,17.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,17.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,17.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,17.5 - Other Section of ITP Act,2014,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,6,0,6,2,0,2,0,0,0,1,2,3,3,2,5,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"19 - Protection of Children from Sexual Offences Act, 2012",2014,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,19.1 - Under PCSO Act Section 4,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,19.2 - Under PCSO Act Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,19.3 - Under PCSO Act Section 8,2014,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,19.4 - Under PCSO Act Section 10,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,19.6 - Other Acts of PCSO,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,20 - Attempt to commit Murder u/s 307 IPC,2014,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Goa,21 - Unnatural Offences u/s 377 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Goa,22 - Other crimes committed against children,2014,0,0,0,63,11,74,70,21,91,0,0,0,0,0,0,59,21,80,74,11,85,3,0,3,142,20,162,219,31,250,0,0,0,0,0,0,3,0,3,210,30,240,6,1,7,1,1,2,5,0,5,0,0,0
Goa,23 - Total crimes against Children,2014,0,0,0,172,15,187,225,31,256,17,0,17,2,0,2,174,22,196,204,24,228,23,3,26,451,32,483,678,59,737,0,0,0,0,0,0,27,2,29,627,56,683,24,1,25,9,1,10,15,0,15,0,0,0
Gujarat,1 - Murder (Section 302 and 303 IPC),2014,4,0,4,0,0,0,50,18,68,0,0,0,2,1,3,0,0,0,52,17,69,71,1,72,188,4,192,311,22,333,0,0,0,0,0,0,126,11,137,174,11,185,11,0,11,3,0,3,8,0,8,0,0,0
Gujarat,2 - Infanticide (Section 315 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,3 - Rape,2014,10,1,11,15,0,15,384,13,397,0,0,0,20,0,20,20,1,21,369,13,382,252,0,252,338,2,340,959,15,974,0,0,0,0,0,0,430,6,436,481,9,490,48,0,48,5,0,5,41,0,41,2,0,2
Gujarat,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,0,0,0,2,0,2,258,3,261,0,0,0,3,0,3,7,0,7,250,3,253,169,0,169,110,0,110,529,3,532,0,0,0,0,0,0,218,0,218,299,3,302,12,0,12,0,0,0,11,0,11,1,0,1
Gujarat,4.1 - Sexual Harassment (Section 354A IPC),2014,0,0,0,0,0,0,130,2,132,0,0,0,1,0,1,2,0,2,127,2,129,113,0,113,56,0,56,296,2,298,0,0,0,0,0,0,157,0,157,139,2,141,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0,0,0,0,7,1,8,0,0,0,0,0,0,0,0,0,7,1,8,0,0,0,2,0,2,9,1,10,0,0,0,0,0,0,1,0,1,8,1,9,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,4.3 - Voyeurism (Section 354C IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,4.4 - Stalking (Section 354D IPC),2014,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,14,0,14,38,0,38,0,0,0,0,0,0,1,0,1,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,4.5 - Others assault,2014,0,0,0,2,0,2,97,0,97,0,0,0,2,0,2,5,0,5,92,0,92,56,0,56,38,0,38,186,0,186,0,0,0,0,0,0,59,0,59,115,0,115,12,0,12,0,0,0,11,0,11,1,0,1
Gujarat,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,168,8,176,126,12,138,1768,51,1819,3,0,3,132,6,138,176,13,189,1751,52,1803,1539,40,1579,4391,47,4438,7681,139,7820,0,0,0,0,0,0,2784,18,2802,4492,115,4607,405,6,411,21,2,23,350,4,354,34,0,34
Gujarat,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,59,1,60,18,1,19,597,25,622,2,0,2,28,0,28,34,2,36,610,25,635,343,2,345,1850,3,1853,2803,30,2833,0,0,0,0,0,0,1852,14,1866,804,15,819,147,1,148,4,0,4,114,1,115,29,0,29
Gujarat,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0,0,0,0,12,3,15,0,0,0,0,0,0,0,0,0,12,3,15,3,0,3,12,0,12,27,3,30,0,0,0,0,0,0,6,1,7,21,2,23,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,93,6,99,100,11,111,963,15,978,1,0,1,96,6,102,105,7,112,954,19,973,1088,38,1126,2225,42,2267,4267,99,4366,0,0,0,0,0,0,883,1,884,3139,93,3232,245,5,250,16,2,18,224,3,227,5,0,5
Gujarat,6.5 - Other Kidnapping,2014,16,1,17,8,0,8,196,8,204,0,0,0,8,0,8,37,4,41,175,5,180,105,0,105,304,2,306,584,7,591,0,0,0,0,0,0,43,2,45,528,5,533,13,0,13,1,0,1,12,0,12,0,0,0
Gujarat,7 - Foeticide (Section 315 and 316 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,8 - Abetment of Suicide of child (Section 305 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0
Gujarat,9 - Exposure and Abandonment (Section 317 IPC),2014,0,0,0,1,1,2,12,9,21,0,0,0,1,1,2,3,1,4,9,8,17,2,0,2,63,8,71,74,16,90,0,0,0,0,0,0,17,6,23,57,10,67,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,10 - Procuration of minor girls (Section 366-A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,13 - Selling of minors for prostitution (Section 372 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,"14 - Prohibition of Child Marriage Act, 2006",2014,0,0,0,10,6,16,51,25,76,0,0,0,0,0,0,0,0,0,61,31,92,95,0,95,319,31,350,475,62,537,0,0,0,0,0,0,100,4,104,258,53,311,117,5,122,7,2,9,110,3,113,0,0,0
Gujarat,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,16.1 - Offences committed against Migrant,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,16.1.1 - Offences committed against SC migrants,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,16.1.2 - Offences committed against ST migrants,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,16.1.3 - Offences committed against others migrants,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,16.2 - Offences committed against Locals,2014,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,16.2.1 - Offences committed against Local SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,16.2.2 - Offences committed against Local STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,16.2.3 - Offences committed against others locals,2014,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,"17 - Immoral Traffic (Prevention) Act, 1956",2014,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,17.1 - Under ITP Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,17.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,17.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,17.4 - Under ITP Section 8,2014,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,17.5 - Other Section of ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0,0,0,0,90,4,94,0,0,0,1,0,1,0,0,0,89,4,93,29,0,29,89,0,89,207,4,211,0,0,0,0,0,0,78,2,80,127,2,129,2,0,2,2,0,2,0,0,0,0,0,0
Gujarat,"19 - Protection of Children from Sexual Offences Act, 2012",2014,0,0,0,1,0,1,111,6,117,0,0,0,50,0,50,1,1,2,61,5,66,0,0,0,12,0,12,73,5,78,0,0,0,0,0,0,48,1,49,25,4,29,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,19.1 - Under PCSO Act Section 4,2014,0,0,0,1,0,1,53,0,53,0,0,0,24,0,24,1,0,1,29,0,29,0,0,0,9,0,9,38,0,38,0,0,0,0,0,0,22,0,22,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,19.2 - Under PCSO Act Section 6,2014,0,0,0,0,0,0,38,1,39,0,0,0,23,0,23,0,0,0,15,1,16,0,0,0,0,0,0,15,1,16,0,0,0,0,0,0,15,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,19.3 - Under PCSO Act Section 8,2014,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,19.4 - Under PCSO Act Section 10,2014,0,0,0,0,0,0,5,0,5,0,0,0,2,0,2,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,19.6 - Other Acts of PCSO,2014,0,0,0,0,0,0,8,5,13,0,0,0,0,0,0,0,1,1,8,4,12,0,0,0,3,0,3,11,4,15,0,0,0,0,0,0,5,0,5,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,20 - Attempt to commit Murder u/s 307 IPC,2014,0,0,0,5,0,5,83,7,90,0,0,0,14,0,14,0,0,0,74,7,81,238,0,238,136,0,136,448,7,455,0,0,0,0,0,0,246,1,247,184,6,190,18,0,18,2,0,2,16,0,16,0,0,0
Gujarat,21 - Unnatural Offences u/s 377 IPC,2014,0,0,0,0,0,0,20,1,21,0,0,0,0,0,0,0,0,0,20,1,21,1,0,1,15,1,16,36,2,38,0,0,0,0,0,0,13,0,13,20,2,22,3,0,3,1,0,1,2,0,2,0,0,0
Gujarat,22 - Other crimes committed against children,2014,3,0,3,21,0,21,229,9,238,0,0,0,2,0,2,7,0,7,244,9,253,108,0,108,714,5,719,1066,14,1080,0,0,0,0,0,0,198,8,206,782,6,788,86,0,86,9,0,9,69,0,69,8,0,8
Gujarat,23 - Total crimes against Children,2014,185,9,194,182,19,201,3064,147,3211,3,0,3,225,8,233,214,16,230,2989,151,3140,2510,41,2551,6377,98,6475,11876,290,12166,0,0,0,0,0,0,4258,57,4315,6910,222,7132,708,11,719,50,4,54,613,7,620,45,0,45
Haryana,1 - Murder (Section 302 and 303 IPC),2014,7,0,7,1,0,1,68,3,71,0,0,0,10,0,10,2,0,2,64,3,67,89,0,89,46,0,46,199,3,202,0,0,0,0,0,0,96,2,98,26,1,27,77,0,77,15,0,15,62,0,62,0,0,0
Haryana,2 - Infanticide (Section 315 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,3 - Rape,2014,7,0,7,2,0,2,487,15,502,0,0,0,25,0,25,0,0,0,471,15,486,313,0,313,293,0,293,1077,15,1092,0,0,0,0,0,0,432,12,444,86,0,86,559,3,562,102,0,102,457,3,460,0,0,0
Haryana,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,1,0,1,0,0,0,320,0,320,0,0,0,8,0,8,9,0,9,304,0,304,9,0,9,25,0,25,338,0,338,0,0,0,0,0,0,72,0,72,151,0,151,115,0,115,17,0,17,98,0,98,0,0,0
Haryana,4.1 - Sexual Harassment (Section 354A IPC),2014,0,0,0,0,0,0,126,0,126,0,0,0,2,0,2,2,0,2,122,0,122,4,0,4,6,0,6,132,0,132,0,0,0,0,0,0,35,0,35,58,0,58,39,0,39,7,0,7,32,0,32,0,0,0
Haryana,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0,0,0,0,41,0,41,0,0,0,0,0,0,0,0,0,41,0,41,0,0,0,0,0,0,41,0,41,0,0,0,0,0,0,13,0,13,18,0,18,10,0,10,1,0,1,9,0,9,0,0,0
Haryana,4.3 - Voyeurism (Section 354C IPC),2014,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0
Haryana,4.4 - Stalking (Section 354D IPC),2014,0,0,0,0,0,0,58,0,58,0,0,0,0,0,0,2,0,2,56,0,56,0,0,0,0,0,0,56,0,56,0,0,0,0,0,0,10,0,10,21,0,21,25,0,25,3,0,3,22,0,22,0,0,0
Haryana,4.5 - Others assault,2014,1,0,1,0,0,0,91,0,91,0,0,0,6,0,6,4,0,4,82,0,82,5,0,5,19,0,19,106,0,106,0,0,0,0,0,0,14,0,14,52,0,52,40,0,40,6,0,6,34,0,34,0,0,0
Haryana,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0
Haryana,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,15,2,17,2,0,2,374,7,381,0,0,0,18,0,18,9,0,9,364,9,373,527,0,527,286,2,288,1177,11,1188,0,0,0,0,0,0,323,2,325,447,2,449,407,7,414,47,2,49,360,5,365,0,0,0
Haryana,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,3,0,3,0,0,0,42,0,42,0,0,0,0,0,0,0,0,0,45,0,45,0,0,0,53,0,53,98,0,98,0,0,0,0,0,0,2,0,2,87,0,87,9,0,9,0,0,0,9,0,9,0,0,0
Haryana,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0,0,0,0,18,3,21,0,0,0,0,0,0,0,0,0,18,3,21,0,0,0,2,0,2,20,3,23,0,0,0,0,0,0,1,0,1,19,2,21,0,1,1,0,0,0,0,1,1,0,0,0
Haryana,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,6,0,6,16,0,16,0,0,0,0,0,0,1,0,1,4,0,4,11,0,11,2,0,2,9,0,9,0,0,0
Haryana,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,5,0,5,0,0,0,139,2,141,0,0,0,5,0,5,0,0,0,139,2,141,150,0,150,158,2,160,447,4,451,0,0,0,0,0,0,197,2,199,102,0,102,148,2,150,24,0,24,124,2,126,0,0,0
Haryana,6.5 - Other Kidnapping,2014,7,2,9,2,0,2,165,2,167,0,0,0,13,0,13,9,0,9,152,4,156,377,0,377,67,0,67,596,4,600,0,0,0,0,0,0,122,0,122,235,0,235,239,4,243,21,2,23,218,2,220,0,0,0
