states_uts,district,year,rape,custodial_rape,custodial_gang_rape,custodial_other_rape,rape_other_than_custodial,rape_gang_rape,rape_others,attempt_to_commit_rape,kidnapping_abduction_total,kidnaping_abduction,kidnaping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnapping_abduction_of_women_to_compel_her_for_marriage,kidnaping_abduction_others,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty_total,sexual_harassment,assault_on_women_with_intent_to_disrobe,voyeurism,stalking,others,insult_to_the_modesty_of_women_total,at_office_premises,in_places_related_to_work,in_public_transport_system,in_other_places,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_country,murder,attempt_to_commit_murder,culpable_homicide_not_amounting_to_murder,attempt_to_commit_culpable_homicide,grievous_hurt,hurt,acid_attack,attempt_to_acid_attack,deaths_caused_with_intent_to_cause_miscarriage,causing_miscarriage_without_consent_of_women,dacoity_total,dacoity_with_murder,other_dacoity,robbery,arson,humantrafficking,abetment_of_suicides_of_women,unnatural_offences,other_ipc_crimes,dowry_prohibition_act_1961,indecent_representation_of_women_p_act_1986,commission_of_sati_prevention_act_1987,protection_of_women_from_domestic_violence_act_2005,immoral_traffic_prevention_act,itp_under_section_5,itp_under_section_6,itp_under_section_7,itp_under_section_8,itp_under_other_sections,other_sll_crimes_against_women,total_crimes_against_women
Madhya Pradesh,Dindori,2014,91,0,0,0,91,0,91,0,57,29,0,0,26,2,4,162,0,0,0,0,162,2,0,2,0,0,119,0,11,5,2,0,3,3,0,0,false,0,0,0,0,1,0,0,2,0,1332,0,0,false,0,1,0,0,0,0,1,0,1792
Madhya Pradesh,Guna,2014,123,0,0,0,123,14,109,0,93,93,0,0,0,0,12,168,1,0,0,1,166,8,0,0,0,8,92,0,11,1,0,0,57,56,1,0,false,0,0,0,0,6,3,1,0,0,339,0,0,false,0,0,0,0,0,0,0,0,914
Madhya Pradesh,Gwalior,2014,158,0,0,0,158,16,142,1,146,0,0,0,40,106,36,364,52,13,0,32,267,21,0,0,0,21,441,0,26,7,3,0,5,5,0,0,false,0,0,0,0,27,3,1,29,0,1264,7,0,false,1,2,0,0,0,0,2,0,2542
Madhya Pradesh,Harda,2014,47,0,0,0,47,2,45,0,68,68,0,0,0,0,5,82,40,4,0,6,32,2,0,0,0,2,28,0,5,0,0,0,4,4,0,0,false,0,0,0,0,3,2,0,4,0,297,0,0,false,0,0,0,0,0,0,0,0,547
Madhya Pradesh,Hoshangabad,2014,102,0,0,0,102,5,97,1,80,51,0,0,29,0,6,183,21,0,4,11,147,12,0,0,0,12,121,0,17,9,0,1,14,13,0,1,false,0,0,0,0,13,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,551,1110
Madhya Pradesh,Indore,2014,261,0,0,0,261,11,250,3,340,268,1,1,54,16,37,411,127,6,1,39,238,34,1,0,1,32,254,0,19,15,2,0,19,16,3,0,false,0,0,0,0,163,3,1,25,0,1200,1,0,false,0,3,2,0,0,0,1,0,2791
Madhya Pradesh,Indore Railway,2014,4,0,0,0,4,1,3,0,2,0,0,0,0,2,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,2,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,17
Madhya Pradesh,Jabalpur,2014,194,0,0,0,194,4,190,12,304,172,0,1,131,0,34,374,0,0,0,0,374,43,0,0,0,43,315,0,22,12,0,0,14,14,0,0,false,0,0,0,0,64,2,4,32,2,0,10,0,false,0,0,0,0,0,0,0,0,1438
Madhya Pradesh,Jabalpur Railway,2014,4,0,0,0,4,1,3,0,6,0,0,0,0,6,0,21,7,0,0,0,14,2,0,0,2,0,0,0,3,0,0,0,1,1,0,0,false,0,0,0,0,7,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,44
Madhya Pradesh,Jhabua,2014,52,0,0,0,52,0,52,0,87,0,0,0,87,0,0,98,0,0,0,0,98,0,0,0,0,0,22,0,7,5,0,0,21,21,0,0,false,0,0,0,0,10,3,0,22,0,228,0,0,false,0,0,0,0,0,0,0,0,555
Madhya Pradesh,Katni,2014,93,0,0,0,93,4,89,1,114,63,0,0,2,49,18,178,54,1,0,2,121,4,0,0,0,4,65,0,11,5,0,0,21,21,0,0,false,0,0,0,0,1,2,1,1,0,64,1,0,false,0,0,0,0,0,0,0,48,628
Madhya Pradesh,Khandwa,2014,84,0,0,0,84,8,76,0,101,0,0,0,100,1,6,270,254,0,1,15,0,17,0,0,0,17,103,0,8,5,0,0,3,3,0,0,false,0,1,0,1,2,1,0,0,1,313,0,0,false,0,1,0,0,0,0,1,0,916
Madhya Pradesh,Khargone,2014,118,0,0,0,118,0,118,0,116,0,0,0,0,116,43,247,0,0,0,0,247,0,0,0,0,0,74,0,16,12,0,0,35,35,0,0,false,0,0,0,0,3,3,3,0,0,0,0,0,false,0,0,0,0,0,0,0,0,670
Madhya Pradesh,Mandla,2014,64,0,0,0,64,1,63,5,131,0,0,0,0,131,6,99,0,0,0,0,99,1,0,0,0,1,76,0,11,8,1,0,63,63,0,0,false,0,0,0,0,2,0,1,7,0,16,0,0,false,0,0,0,0,0,0,0,0,491
Madhya Pradesh,Mandsaur,2014,90,0,0,0,90,0,90,0,86,0,0,0,0,86,5,183,0,0,0,0,183,7,0,0,0,7,180,0,7,15,0,0,30,30,0,0,false,0,0,0,0,0,3,0,0,0,0,0,0,false,0,2,0,0,0,0,2,776,1384
Madhya Pradesh,Morena,2014,43,0,0,0,43,6,37,2,85,0,0,0,69,16,30,131,0,0,1,2,128,4,0,0,0,4,192,0,11,16,0,0,21,21,0,0,false,0,0,0,0,11,1,0,23,0,430,4,0,false,0,0,0,0,0,0,0,0,1004
Madhya Pradesh,Narsinghpur,2014,113,0,0,0,113,0,113,0,53,0,0,0,53,0,20,165,0,0,0,0,165,2,0,0,0,2,145,0,13,4,0,0,67,67,0,0,false,0,0,0,0,5,1,0,0,0,327,0,0,false,0,0,0,0,0,0,0,0,915
Madhya Pradesh,Neemuch,2014,47,0,0,0,47,0,47,0,27,27,0,0,0,0,3,88,22,2,16,2,46,2,0,0,0,2,43,0,2,2,0,0,3,3,0,0,false,0,0,0,0,4,0,0,0,0,381,0,0,false,0,0,0,0,0,0,0,0,602
Madhya Pradesh,Panna,2014,41,0,0,0,41,6,35,0,125,125,0,0,0,0,10,84,0,0,0,0,84,0,0,0,0,0,38,0,13,0,0,0,18,18,0,0,false,0,0,0,0,0,1,0,10,0,53,0,0,false,0,0,0,0,0,0,0,0,393
Madhya Pradesh,Raisen,2014,161,0,0,0,161,9,152,3,69,21,0,0,8,40,5,225,74,2,2,11,136,8,0,0,0,8,76,0,11,4,0,1,17,17,0,0,false,0,0,0,0,0,2,0,7,0,385,4,0,false,0,0,0,0,0,0,0,25,1003
Madhya Pradesh,Rajgarh,2014,94,0,0,0,94,0,94,2,97,0,0,0,0,97,5,235,0,0,0,0,235,7,0,0,0,7,134,0,8,3,0,1,22,22,0,0,false,0,0,0,0,5,4,0,0,0,839,0,0,false,0,0,0,0,0,0,0,0,1456
Madhya Pradesh,Ratlam,2014,69,0,0,0,69,3,66,0,133,0,0,0,133,0,5,151,0,0,0,0,151,12,0,0,0,12,129,0,8,5,2,0,35,35,0,0,false,0,0,0,0,16,1,4,25,0,404,0,0,false,0,0,0,0,0,0,0,0,999
Madhya Pradesh,Rewa,2014,110,0,0,0,110,4,106,0,202,192,0,0,3,7,36,169,17,0,0,2,150,1,0,0,0,1,90,0,21,1,0,0,36,35,1,0,false,0,0,0,0,20,2,0,0,0,561,1,0,false,0,0,0,0,0,0,0,0,1250
Madhya Pradesh,Sagar,2014,126,0,0,0,126,9,117,2,170,0,0,0,170,0,35,405,110,5,10,24,256,10,0,0,0,10,175,0,17,11,0,0,48,48,0,0,false,0,0,0,0,13,5,1,25,2,809,0,0,false,0,1,0,0,1,0,0,4,1859
Madhya Pradesh,Satna,2014,187,0,0,0,187,12,175,5,248,0,0,0,248,0,30,254,254,0,0,0,0,24,0,0,0,24,116,0,14,14,0,0,41,41,0,0,false,0,0,0,0,10,0,0,0,0,1615,4,0,false,0,0,0,0,0,0,0,0,2562
Madhya Pradesh,Seoni,2014,83,0,0,0,83,3,80,0,121,0,0,0,0,121,9,137,69,0,1,12,55,3,0,0,0,3,47,0,16,2,0,0,22,21,1,0,false,0,0,0,0,1,2,2,14,0,0,73,0,false,0,0,0,0,0,0,0,392,924
Madhya Pradesh,Shahdol,2014,122,0,0,0,122,15,107,0,121,80,0,0,41,0,16,272,68,55,39,50,60,3,0,0,0,3,336,0,15,7,0,0,29,29,0,0,false,0,0,0,0,4,1,4,15,0,546,0,0,false,3,1,0,0,0,0,1,0,1495
Madhya Pradesh,Shajapur,2014,68,0,0,0,68,7,61,0,31,0,0,0,20,11,7,139,113,1,0,9,16,0,0,0,0,0,130,0,6,4,0,0,0,0,0,0,false,0,0,0,0,2,2,0,9,0,0,0,0,false,0,0,0,0,0,0,0,0,398
Madhya Pradesh,Sheopur,2014,23,0,0,0,23,3,20,0,22,0,0,0,22,0,5,57,10,2,0,6,39,4,0,0,0,4,37,0,4,1,1,0,8,8,0,0,false,0,0,0,0,0,0,0,4,0,138,0,0,false,0,0,0,0,0,0,0,0,304
Madhya Pradesh,Shivpuri,2014,101,0,0,0,101,10,91,1,123,0,0,0,0,123,11,269,69,4,0,8,188,4,0,0,0,4,111,0,19,12,0,0,33,32,1,0,false,0,1,0,1,11,3,2,17,0,563,1,0,false,0,0,0,0,0,0,0,1,1283
Madhya Pradesh,Sidhi,2014,40,0,0,0,40,2,38,0,72,0,0,0,0,72,14,100,29,2,1,0,68,3,0,0,0,3,68,0,12,2,0,0,17,17,0,0,false,0,0,0,0,3,0,1,22,0,714,0,0,false,0,0,0,0,0,0,0,0,1068
Madhya Pradesh,Sehore,2014,124,0,0,0,124,15,109,0,114,45,0,0,69,0,12,162,21,0,0,0,141,6,0,0,0,6,158,0,12,4,0,0,3,3,0,0,false,0,0,0,0,9,0,0,0,0,382,1,0,false,0,0,0,0,0,0,0,0,987
Madhya Pradesh,Singrauli,2014,88,0,0,0,88,10,78,0,94,0,0,0,67,27,17,97,47,2,0,5,43,1,0,0,0,1,105,0,9,4,0,0,18,18,0,0,false,0,0,0,0,1,2,6,16,0,560,0,0,false,0,0,0,0,0,0,0,0,1018
Madhya Pradesh,Tikamgarh,2014,92,0,0,0,92,4,88,1,65,65,0,0,0,0,15,133,21,0,0,4,108,6,0,0,0,6,42,0,17,2,0,0,23,23,0,0,false,0,0,0,0,5,1,0,10,1,307,0,0,false,0,0,0,0,0,0,0,0,720
Madhya Pradesh,Ujjain,2014,126,0,0,0,126,3,123,0,96,46,0,0,47,3,11,282,0,0,0,0,282,29,0,0,0,29,285,0,11,24,1,0,20,20,0,0,false,0,1,0,1,20,4,1,14,0,804,0,0,false,0,1,0,0,0,0,1,0,1730
Madhya Pradesh,Umaria,2014,51,0,0,0,51,1,50,0,42,0,0,0,42,0,2,104,104,0,0,0,0,3,0,0,0,3,90,0,8,1,0,0,13,13,0,0,false,0,0,0,0,2,2,0,0,0,0,0,0,false,0,0,0,0,0,0,0,353,671
Madhya Pradesh,Vidisha,2014,156,0,0,0,156,15,141,1,90,47,0,0,43,0,21,299,71,4,1,19,204,18,0,0,0,18,162,0,18,11,3,3,30,30,0,0,false,0,0,0,0,20,2,0,16,0,627,0,0,false,0,0,0,0,0,0,0,0,1477
Madhya Pradesh,Cyber Cell,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Total,2014,5076,0,0,0,5076,284,4792,56,5688,2233,9,2,2364,1080,733,9609,3163,132,86,401,5827,429,1,21,3,404,6451,0,665,342,19,6,1199,1190,7,2,false,0,3,0,3,610,88,45,455,9,22071,113,0,false,53,15,2,0,2,0,11,3366,57101
Maharashtra,Ahmednagar,2014,103,0,0,0,103,6,97,1,85,16,0,0,51,18,13,269,67,2,0,3,197,8,0,0,0,8,264,0,29,21,1,0,18,18,0,0,false,0,1,0,1,91,3,0,73,0,130,0,0,false,2,4,4,0,0,0,0,3,1119
Maharashtra,Akola,2014,52,0,0,0,52,1,51,1,32,10,0,0,22,0,5,219,101,2,15,19,82,20,0,0,0,20,136,0,20,14,1,0,38,38,0,0,false,0,0,0,0,52,0,0,13,0,95,1,0,false,0,0,0,0,0,0,0,32,731
Maharashtra,Amravati Commr.,2014,27,0,0,0,27,3,24,0,24,10,0,0,10,4,1,132,24,0,1,15,92,12,0,0,0,12,108,0,7,8,1,0,10,10,0,0,false,0,0,0,0,17,2,0,7,1,664,0,0,false,0,0,0,0,0,0,0,23,1044
Maharashtra,Amravati Rural,2014,103,0,0,0,103,5,98,0,59,19,0,0,32,8,8,415,216,16,6,77,100,17,0,0,0,17,213,0,21,16,0,0,78,78,0,0,false,0,0,0,0,10,0,0,25,0,477,8,0,false,0,0,0,0,0,0,0,24,1474
Maharashtra,Aurangabad Commr.,2014,27,0,0,0,27,2,25,0,38,11,0,0,16,11,2,227,110,17,2,65,33,5,0,0,0,5,164,0,16,15,0,0,6,6,0,0,false,2,2,0,2,84,0,0,15,0,206,0,0,false,0,5,5,0,0,0,0,11,825
Maharashtra,Aurangabad Rural,2014,31,0,0,0,31,1,30,0,25,10,0,0,13,2,7,177,86,13,0,4,74,3,0,0,0,3,218,0,22,15,0,0,2,2,0,0,false,0,1,0,1,4,0,0,0,0,171,0,0,false,0,0,0,0,0,0,0,0,676
Maharashtra,Beed,2014,70,0,0,0,70,3,67,0,49,12,0,0,25,12,3,273,173,12,2,13,73,1,0,0,0,1,316,0,30,7,1,0,10,10,0,0,false,0,0,0,0,15,2,0,31,0,113,0,0,false,0,1,0,1,0,0,0,2,924
Maharashtra,Bhandara,2014,28,0,0,0,28,0,28,0,18,11,0,0,6,1,3,73,47,3,1,8,14,14,0,0,0,14,40,0,7,2,3,0,7,7,0,0,false,0,1,1,0,13,1,0,11,0,289,5,0,false,0,0,0,0,0,0,0,4,519
Maharashtra,Buldhana,2014,57,0,0,0,57,4,53,0,33,0,0,0,28,5,22,253,94,10,1,13,135,36,0,6,0,30,152,0,21,26,0,0,32,32,0,0,false,0,1,0,1,13,6,0,9,0,348,0,0,false,0,0,0,0,0,0,0,12,1021
Maharashtra,Chandrapur,2014,99,0,0,0,99,5,94,1,39,0,0,2,29,8,2,224,0,0,0,0,224,28,0,0,0,28,203,0,15,11,0,0,6,6,0,0,false,1,2,0,2,8,0,0,23,0,301,6,0,false,0,1,0,0,0,0,1,0,970
Maharashtra,Dhule,2014,35,0,0,0,35,3,32,0,40,0,0,0,18,22,11,98,0,3,0,0,95,5,0,0,0,5,207,0,19,3,0,0,2,2,0,0,false,0,7,0,7,2,1,0,7,0,12,0,0,false,0,2,0,1,1,0,0,4,455
Maharashtra,Gadchiroli,2014,22,0,0,0,22,3,19,1,6,0,0,0,6,0,0,32,10,1,0,0,21,2,0,0,0,2,16,0,15,2,0,0,6,6,0,0,false,0,1,0,1,4,1,0,4,0,49,0,0,false,0,0,0,0,0,0,0,1,162
Maharashtra,Gondia,2014,58,0,0,0,58,4,54,0,19,0,0,0,0,19,6,113,113,0,0,0,0,3,0,0,0,3,46,0,11,7,0,0,7,7,0,0,false,0,0,0,0,3,0,0,10,0,117,0,0,false,0,0,0,0,0,0,0,7,407
Maharashtra,Hingoli,2014,24,0,0,0,24,0,24,0,16,3,0,0,12,1,4,80,51,3,0,8,18,0,0,0,0,0,83,0,13,9,0,0,4,4,0,0,false,0,0,0,0,0,0,0,0,2,141,0,0,false,0,0,0,0,0,0,0,0,376
Maharashtra,Jalgaon,2014,66,0,0,0,66,4,62,0,76,0,0,0,76,0,1,347,213,0,17,0,117,34,0,0,0,34,374,0,32,25,0,0,32,32,0,0,false,0,9,0,9,47,0,0,0,1,541,0,0,false,0,0,0,0,0,0,0,6,1591
Maharashtra,Jalna,2014,33,0,0,0,33,1,32,0,31,2,0,3,26,0,13,185,155,0,0,0,30,8,2,4,0,2,289,0,26,5,0,0,8,8,0,0,false,0,0,0,0,4,0,0,0,0,71,0,0,false,0,1,0,0,0,0,1,0,674
Maharashtra,Kolhapur,2014,84,0,0,0,84,0,84,0,47,0,0,0,29,18,8,176,42,7,6,33,88,7,0,0,0,7,150,0,24,16,0,0,15,15,0,0,true,0,3,0,3,148,0,0,0,0,170,0,0,false,0,5,0,0,0,0,5,2,856
Maharashtra,Latur,2014,57,0,0,0,57,4,53,0,84,0,0,0,84,0,4,174,0,0,0,0,174,2,0,0,0,2,323,0,14,13,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,70,0,0,false,0,2,0,0,2,0,0,0,743
Maharashtra,Mumbai Commr.,2014,607,0,0,0,607,16,591,2,280,228,0,0,15,37,22,1626,650,49,14,129,784,363,4,23,1,335,563,0,38,25,1,1,169,168,1,0,false,0,4,0,4,1237,2,74,380,4,2736,2,0,false,0,50,13,1,5,3,28,58,8244
Maharashtra,Mumbai Railway,2014,1,0,0,0,1,0,1,0,10,10,0,0,0,0,0,55,20,0,0,7,28,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,false,0,0,0,0,288,0,0,0,0,580,0,0,false,0,0,0,0,0,0,0,9,951
Maharashtra,Nagpur Commr.,2014,113,0,0,0,113,4,109,2,89,42,0,0,46,1,10,279,197,11,4,53,14,25,0,0,0,25,234,0,20,18,1,0,1,0,0,1,false,0,0,0,0,256,0,1,30,0,731,4,0,false,0,24,6,0,18,0,0,25,1863
Maharashtra,Nagpur Railway,2014,3,0,0,0,3,0,3,0,2,0,0,0,0,2,0,20,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false,0,0,0,0,10,0,0,0,0,78,0,0,false,0,0,0,0,0,0,0,0,114
Maharashtra,Nagpur Rural,2014,65,0,0,0,65,0,65,0,34,13,0,0,21,0,4,187,52,5,2,9,119,25,0,0,0,25,85,0,20,9,1,0,53,53,0,0,false,0,0,0,0,16,2,0,20,0,215,7,0,false,0,1,0,0,1,0,0,2,746
Maharashtra,Nanded,2014,43,0,0,0,43,2,41,0,53,0,0,0,40,13,6,147,147,0,0,0,0,3,0,0,0,3,180,0,26,17,2,0,2,2,0,0,false,0,1,0,1,13,0,0,32,0,135,0,0,false,0,0,0,0,0,0,0,0,660
Maharashtra,Nandurbar,2014,25,0,0,0,25,3,22,0,17,1,0,0,16,0,2,36,8,8,0,4,16,4,0,0,0,4,47,0,14,4,2,0,2,2,0,0,false,0,0,0,0,2,0,0,0,0,23,0,0,false,0,1,0,0,0,0,1,5,184
Maharashtra,Nasik Commr.,2014,28,0,0,0,28,2,26,0,33,29,0,0,3,1,3,101,47,15,0,7,32,3,0,0,0,3,200,1,7,11,0,0,12,12,0,0,false,0,1,0,1,74,0,0,18,0,286,0,0,false,0,2,1,0,0,0,1,7,787
Maharashtra,Nasik Rural,2014,87,0,0,0,87,5,82,0,85,28,0,0,57,0,17,224,171,2,1,11,39,5,0,3,0,2,383,0,26,16,1,0,63,63,0,0,false,0,2,0,2,17,0,0,10,0,246,0,0,false,0,0,0,0,0,0,0,25,1207
Maharashtra,Navi Mumbai,2014,88,0,0,0,88,4,84,0,63,62,0,0,0,1,6,158,30,9,3,24,92,49,1,0,2,46,131,0,20,4,1,0,11,11,0,0,false,0,1,0,1,312,0,0,11,0,411,1,0,false,0,22,15,0,5,2,0,15,1304
Maharashtra,Osmanabad,2014,43,0,0,0,43,2,41,0,21,8,0,0,12,1,5,126,46,6,1,10,63,5,0,0,0,5,117,0,13,12,0,0,0,0,0,0,false,0,1,1,0,5,0,0,1,2,20,0,0,false,2,1,1,0,0,0,0,0,374
Maharashtra,Palghar,2014,98,0,0,0,98,3,95,0,65,28,0,0,4,33,1,183,28,6,3,9,137,22,0,0,0,22,73,0,24,3,3,0,20,19,1,0,false,0,2,0,2,48,0,0,16,1,71,0,0,false,0,0,0,0,0,0,0,1,631
Maharashtra,Parbhani,2014,38,0,0,0,38,3,35,0,27,2,1,0,12,12,5,140,68,6,0,8,58,2,0,0,0,2,251,0,19,18,1,0,16,16,0,0,false,0,2,0,2,12,4,0,25,0,280,0,0,false,0,0,0,0,0,0,0,4,844
Maharashtra,Pune Commr.,2014,189,0,0,0,189,3,186,0,124,55,0,0,47,22,20,454,110,6,2,38,298,98,0,6,0,92,391,0,27,21,2,0,35,34,0,1,false,0,53,0,53,494,3,0,5,3,1492,0,0,false,0,38,17,0,0,0,21,19,3468
Maharashtra,Pune Railway,2014,2,0,0,0,2,0,2,0,2,2,0,0,0,0,1,5,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,false,0,0,0,0,21,0,0,0,0,203,0,0,false,0,0,0,0,0,0,0,0,236
Maharashtra,Pune Rural,2014,147,0,0,0,147,1,146,1,102,100,0,0,0,2,13,356,59,13,1,38,245,48,0,0,0,48,219,0,47,28,0,0,41,41,0,0,false,0,0,0,0,50,0,0,57,0,619,0,0,false,0,4,4,0,0,0,0,11,1743
Maharashtra,Raigad,2014,47,0,0,0,47,2,45,1,27,27,0,0,0,0,2,99,42,2,0,10,45,15,0,0,0,15,54,0,6,1,0,0,11,11,0,0,false,0,0,0,0,44,1,0,0,0,232,0,0,false,0,0,0,0,0,0,0,0,540
Maharashtra,Ratnagiri,2014,34,0,0,0,34,3,31,1,8,8,0,0,0,0,0,59,19,0,0,16,24,10,0,0,0,10,26,0,5,8,2,0,7,7,0,0,false,0,1,0,1,30,4,0,1,0,67,0,0,false,0,0,0,0,0,0,0,1,264
Maharashtra,Sangli,2014,66,0,0,0,66,1,65,1,48,9,0,0,32,7,6,157,39,3,1,8,106,5,0,0,0,5,108,0,14,5,0,0,13,13,0,0,false,0,0,0,0,16,0,0,40,0,84,0,0,false,0,3,0,0,0,1,2,2,568
Maharashtra,Satara,2014,97,0,0,0,97,4,93,0,69,28,0,0,39,2,4,241,89,6,3,34,109,12,0,0,0,12,188,0,29,8,5,0,9,9,0,0,false,0,9,0,9,96,2,0,44,0,122,0,0,false,0,3,1,0,0,1,1,12,950
Maharashtra,Sindhudurg,2014,12,0,0,0,12,0,12,1,8,1,0,0,5,2,0,42,29,2,0,11,0,7,0,0,1,6,4,0,4,0,0,5,6,6,0,0,false,0,0,0,0,10,0,0,0,0,81,0,0,false,0,0,0,0,0,0,0,0,180
Maharashtra,Solapur Commr.,2014,39,0,0,0,39,1,38,0,30,12,0,0,18,0,3,52,20,2,0,5,25,7,0,0,0,7,52,0,11,7,0,0,5,5,0,0,false,0,1,0,1,62,1,0,0,0,138,0,0,false,0,1,0,0,0,0,1,2,411
Maharashtra,Solapur Rural,2014,97,0,0,0,97,2,95,2,72,8,0,0,40,24,2,227,72,24,1,22,108,23,0,0,0,23,122,0,34,14,3,0,31,31,0,0,false,0,1,0,1,4,4,0,37,0,53,0,0,false,0,0,0,0,0,0,0,1,727
Maharashtra,Thane Commr.,2014,215,0,0,0,215,3,212,0,246,178,0,2,16,50,13,559,309,8,13,52,177,73,3,6,0,64,351,0,37,10,0,1,38,38,0,0,false,0,5,0,5,892,2,12,5,2,964,0,0,false,0,13,5,2,1,0,5,1,3439
Maharashtra,Thane Rural,2014,75,0,0,0,75,2,73,0,36,29,0,1,2,4,3,165,29,7,4,15,110,39,0,0,0,39,103,0,20,6,0,0,6,6,0,0,false,0,1,0,1,125,4,0,11,0,389,0,0,false,0,15,7,0,0,0,8,6,1004
Maharashtra,Wardha,2014,62,0,0,0,62,2,60,0,28,0,0,0,25,3,1,192,32,2,0,6,152,8,0,0,0,8,98,0,9,12,0,0,3,3,0,0,false,0,1,0,1,0,3,0,0,0,117,1,0,false,0,0,0,0,0,0,0,0,535
Maharashtra,Washim,2014,33,0,0,0,33,1,32,0,22,8,0,0,14,0,5,178,178,0,0,0,0,11,0,0,0,11,113,0,10,20,0,0,22,22,0,0,false,0,1,0,1,17,0,0,15,1,121,1,0,false,0,0,0,0,0,0,0,16,586
Maharashtra,Yavatmal,2014,108,0,0,0,108,8,100,0,135,22,0,0,99,14,12,466,58,28,1,13,366,504,0,0,0,504,301,0,22,30,0,0,24,24,0,0,false,0,0,0,0,29,0,0,0,0,376,3,0,false,0,3,0,0,0,0,3,27,2040
Maharashtra,Total,2014,3438,0,0,0,3438,126,3312,15,2457,1042,1,8,1046,360,279,10001,4052,309,105,797,4738,1575,10,48,8,1509,7696,1,851,522,32,7,881,877,2,2,true,3,115,2,113,4695,48,87,986,17,14835,39,0,false,4,202,79,5,33,7,78,380,49167
Manipur,Bishnupur,2014,9,0,0,0,9,0,9,0,8,0,0,0,8,0,0,6,0,0,0,0,6,0,0,0,0,0,3,0,6,8,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,40
Manipur,Chandel,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,1
Manipur,Churachandpur,2014,5,0,0,0,5,0,5,0,3,0,0,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,15
Manipur,C. I. D.,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0
Manipur,Imphal East,2014,20,0,0,0,20,0,20,0,17,0,0,0,17,0,1,7,0,0,0,0,7,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,56
Manipur,Imphal West,2014,20,0,0,0,20,0,20,1,36,2,0,3,25,6,0,44,3,0,0,2,39,0,0,0,0,0,14,0,3,3,0,0,5,5,0,0,false,0,0,0,0,1,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,2,129
Manipur,Senapati,2014,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,4
Manipur,Tamenglong,2014,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,7
Manipur,Thoubal,2014,19,0,0,0,19,0,19,0,51,0,0,2,47,2,0,35,0,4,0,0,31,0,0,0,0,0,16,0,10,4,0,0,38,38,0,0,false,0,0,0,0,0,2,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,175
Manipur,Ukhrul,2014,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,2
Manipur,Total,2014,75,0,0,0,75,0,75,1,121,2,0,5,102,12,1,98,5,4,0,2,87,0,0,0,0,0,41,0,28,15,0,0,44,44,0,0,false,0,0,0,0,1,2,0,0,0,0,0,0,false,0,0,0,0,0,0,0,2,429
