area_name,year,group_name,sub_group_name,persons_acquitted,persons_against_whom_cases_compounded_or_withdrawn,persons_arrested,persons_chargesheeted,persons_convicted,persons_in_custody_or_on_bail_during_investigation_at_year_beginning,persons_in_custody_or_on_bail_during_investigation_at_year_end,persons_in_custody_or_on_bail_during_trial_at_year_end,persons_released_or_freed_by_police_or_magistrate_before_trial_for_want_of_evidence_or_any_other_reason,persons_trial_completed,persons_under_trial_at_year_beginning,total_persons_under_trial
Gujarat,2005,Sexual harassment,05. Sexual Harassment,58,7,125,125,13,3,1,1138,2,71,1091,1216
Haryana,2005,Sexual harassment,05. Sexual Harassment,107,0,755,768,392,21,8,1108,0,499,839,1607
Himachal Pradesh,2005,Sexual harassment,05. Sexual Harassment,15,2,34,35,4,2,1,149,0,19,135,170
Jammu & Kashmir,2005,Sexual harassment,05. Sexual Harassment,216,2,442,400,92,5,2,1240,45,308,1150,1550
Jharkhand,2005,Sexual harassment,05. Sexual Harassment,34,0,88,21,11,7,46,154,28,45,178,199
Karnataka,2005,Sexual harassment,05. Sexual Harassment,35,5,53,51,2,1,2,100,1,37,91,142
Kerala,2005,Sexual harassment,05. Sexual Harassment,160,15,198,282,45,107,23,398,0,205,336,618
Lakshadweep,2005,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2005,Sexual harassment,05. Sexual Harassment,387,207,878,876,254,1,3,3039,0,641,3011,3887
Maharashtra,2005,Sexual harassment,05. Sexual Harassment,502,129,1256,1229,39,121,145,8342,3,541,7783,9012
Manipur,2005,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,1,0,0,1,1
Mizoram,2005,Sexual harassment,05. Sexual Harassment,0,0,6,3,2,0,3,1,0,2,0,3
Nagaland,2005,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2005,Sexual harassment,05. Sexual Harassment,85,0,293,293,12,9,9,1056,0,97,860,1153
Puducherry,2005,Sexual harassment,05. Sexual Harassment,12,6,30,30,14,0,0,53,0,26,55,85
Punjab,2005,Sexual harassment,05. Sexual Harassment,22,0,42,27,7,8,12,125,11,29,127,154
Rajasthan,2005,Sexual harassment,05. Sexual Harassment,17,3,38,38,19,0,0,125,0,36,126,164
Sikkim,2005,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2005,Sexual harassment,05. Sexual Harassment,341,0,787,809,446,45,20,929,3,787,907,1716
Tripura,2005,Sexual harassment,05. Sexual Harassment,1,0,1,1,0,0,0,0,0,1,0,1
Uttar Pradesh,2005,Sexual harassment,05. Sexual Harassment,983,86,4469,4373,2908,15,65,9085,46,3891,8689,13062
Uttarakhand,2005,Sexual harassment,05. Sexual Harassment,22,0,179,184,41,7,2,564,0,63,443,627
West Bengal,2005,Sexual harassment,05. Sexual Harassment,42,0,66,65,3,55,40,124,16,45,104,169
Andaman & Nicobar Islands,2006,Sexual harassment,05. Sexual Harassment,1,0,6,8,0,2,0,18,0,1,11,19
Andhra Pradesh,2006,Sexual harassment,05. Sexual Harassment,1148,614,2816,2790,759,894,868,2861,52,1907,2592,5382
Arunachal Pradesh,2006,Sexual harassment,05. Sexual Harassment,3,0,2,1,0,0,1,7,0,3,9,10
Assam,2006,Sexual harassment,05. Sexual Harassment,6,0,10,8,0,4,4,16,2,6,14,22
Bihar,2006,Sexual harassment,05. Sexual Harassment,27,0,55,47,10,7,15,63,0,37,53,100
Chandigarh,2006,Sexual harassment,05. Sexual Harassment,1,0,20,20,3,2,2,69,0,4,53,73
Chhattisgarh,2006,Sexual harassment,05. Sexual Harassment,62,19,179,178,41,0,1,551,0,103,495,673
Dadra & Nagar Haveli,2006,Sexual harassment,05. Sexual Harassment,0,0,1,1,0,0,0,2,0,0,1,2
Daman & Diu,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2006,Sexual harassment,05. Sexual Harassment,144,0,163,41,33,90,185,528,27,177,664,705
Goa,2006,Sexual harassment,05. Sexual Harassment,3,2,6,6,0,3,3,26,0,3,25,31
Gujarat,2006,Sexual harassment,05. Sexual Harassment,55,3,143,139,19,1,5,1200,0,74,1138,1277
Haryana,2006,Sexual harassment,05. Sexual Harassment,97,0,584,581,384,8,11,1208,0,481,1108,1689
Himachal Pradesh,2006,Sexual harassment,05. Sexual Harassment,19,3,34,35,5,1,0,157,0,24,149,184
Jammu & Kashmir,2006,Sexual harassment,05. Sexual Harassment,229,3,469,469,119,2,2,1358,0,348,1240,1709
Jharkhand,2006,Sexual harassment,05. Sexual Harassment,11,6,33,66,5,46,13,198,0,16,154,220
Karnataka,2006,Sexual harassment,05. Sexual Harassment,32,5,42,40,7,2,1,96,3,39,100,140
Kerala,2006,Sexual harassment,05. Sexual Harassment,110,8,230,220,19,23,33,481,0,129,398,618
Lakshadweep,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Sexual harassment,05. Sexual Harassment,372,226,970,973,467,3,0,2947,0,839,3039,4012
Maharashtra,2006,Sexual harassment,05. Sexual Harassment,473,125,1195,1188,43,145,149,8889,3,516,8342,9530
Manipur,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,1,0,0,1,1
Mizoram,2006,Sexual harassment,05. Sexual Harassment,0,0,0,3,3,3,0,1,0,3,1,4
Nagaland,2006,Sexual harassment,05. Sexual Harassment,0,0,2,2,2,0,0,0,0,2,0,2
Odisha,2006,Sexual harassment,05. Sexual Harassment,190,0,311,306,20,9,14,1152,0,210,1056,1362
Puducherry,2006,Sexual harassment,05. Sexual Harassment,6,7,70,70,9,0,0,101,0,15,53,123
Punjab,2006,Sexual harassment,05. Sexual Harassment,73,0,75,63,29,12,21,86,3,102,125,188
Rajasthan,2006,Sexual harassment,05. Sexual Harassment,13,5,33,33,16,0,0,124,0,29,125,158
Sikkim,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Sexual harassment,05. Sexual Harassment,378,0,857,838,348,20,39,1041,0,726,929,1767
Tripura,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Sexual harassment,05. Sexual Harassment,915,111,3852,3825,2312,65,37,9572,55,3227,9085,12910
Uttarakhand,2006,Sexual harassment,05. Sexual Harassment,33,103,186,185,94,2,3,519,0,127,564,749
West Bengal,2006,Sexual harassment,05. Sexual Harassment,80,3,76,55,20,40,52,76,9,100,124,179
Andaman & Nicobar Islands,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,18,0,0,18,18
Andhra Pradesh,2007,Sexual harassment,05. Sexual Harassment,1455,697,3614,3654,964,868,738,3399,90,2419,2861,6515
Arunachal Pradesh,2007,Sexual harassment,05. Sexual Harassment,0,0,5,6,0,1,0,13,0,0,7,13
Assam,2007,Sexual harassment,05. Sexual Harassment,14,0,16,7,2,4,7,7,6,16,16,23
Bihar,2007,Sexual harassment,05. Sexual Harassment,16,0,19,18,2,15,11,63,5,18,63,81
Chandigarh,2007,Sexual harassment,05. Sexual Harassment,13,0,15,10,0,2,4,66,3,13,69,79
Chhattisgarh,2007,Sexual harassment,05. Sexual Harassment,57,36,129,130,30,1,0,558,0,87,551,681
Dadra & Nagar Haveli,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,2,0,0,2,2
Daman & Diu,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2007,Sexual harassment,05. Sexual Harassment,151,0,181,179,48,185,169,508,18,199,528,707
Goa,2007,Sexual harassment,05. Sexual Harassment,7,0,6,8,1,3,1,26,0,8,26,34
Gujarat,2007,Sexual harassment,05. Sexual Harassment,73,5,179,157,9,5,27,1270,0,82,1200,1357
Haryana,2007,Sexual harassment,05. Sexual Harassment,164,0,576,575,269,11,12,1350,0,433,1208,1783
Himachal Pradesh,2007,Sexual harassment,05. Sexual Harassment,22,2,12,8,1,0,4,140,0,23,157,165
Jammu & Kashmir,2007,Sexual harassment,05. Sexual Harassment,176,6,465,466,117,2,1,1525,0,293,1358,1824
Jharkhand,2007,Sexual harassment,05. Sexual Harassment,142,0,23,24,0,13,12,80,0,142,198,222
Karnataka,2007,Sexual harassment,05. Sexual Harassment,25,6,44,40,9,1,5,96,0,34,96,136
Kerala,2007,Sexual harassment,05. Sexual Harassment,117,15,281,284,16,33,30,617,0,133,481,765
Lakshadweep,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Sexual harassment,05. Sexual Harassment,392,356,1104,1104,455,0,0,2848,0,847,2947,4051
Maharashtra,2007,Sexual harassment,05. Sexual Harassment,584,101,1291,1242,33,149,196,9413,2,617,8889,10131
Manipur,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,1,0,0,1,1
Mizoram,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,1,0,0,1,1
Nagaland,2007,Sexual harassment,05. Sexual Harassment,0,0,1,1,0,0,0,1,0,0,0,1
Odisha,2007,Sexual harassment,05. Sexual Harassment,141,0,317,315,24,14,16,1302,0,165,1152,1467
Puducherry,2007,Sexual harassment,05. Sexual Harassment,9,13,52,52,23,0,0,108,0,32,101,153
Punjab,2007,Sexual harassment,05. Sexual Harassment,18,0,59,62,21,21,12,109,6,39,86,148
Rajasthan,2007,Sexual harassment,05. Sexual Harassment,15,6,34,34,15,0,0,122,0,30,124,158
Sikkim,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Sexual harassment,05. Sexual Harassment,420,0,931,921,333,39,48,1209,1,753,1041,1962
Tripura,2007,Sexual harassment,05. Sexual Harassment,1,0,4,4,0,0,0,3,0,1,0,4
Uttar Pradesh,2007,Sexual harassment,05. Sexual Harassment,1202,259,4149,4124,2301,37,26,9934,36,3503,9572,13696
Uttarakhand,2007,Sexual harassment,05. Sexual Harassment,6,79,128,123,62,3,6,495,2,68,519,642
West Bengal,2007,Sexual harassment,05. Sexual Harassment,61,6,118,98,26,52,56,81,16,87,76,174
Andaman & Nicobar Islands,2008,Sexual harassment,05. Sexual Harassment,0,0,4,2,0,0,2,20,0,0,18,20
Andhra Pradesh,2008,Sexual harassment,05. Sexual Harassment,1659,614,3240,3260,636,738,685,3750,33,2295,3399,6659
Arunachal Pradesh,2008,Sexual harassment,05. Sexual Harassment,0,0,1,1,0,0,0,14,0,0,13,14
Assam,2008,Sexual harassment,05. Sexual Harassment,1,0,2,2,0,7,7,8,0,1,7,9
Bihar,2008,Sexual harassment,05. Sexual Harassment,4,0,30,28,3,11,13,84,0,7,63,91
Chandigarh,2008,Sexual harassment,05. Sexual Harassment,1,0,3,7,6,4,0,66,0,7,66,73
Chhattisgarh,2008,Sexual harassment,05. Sexual Harassment,48,26,165,162,40,0,3,606,0,88,558,720
Dadra & Nagar Haveli,2008,Sexual harassment,05. Sexual Harassment,1,0,0,0,0,0,0,1,0,1,2,2
Daman & Diu,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2008,Sexual harassment,05. Sexual Harassment,99,0,141,163,68,169,143,504,4,167,508,671
Goa,2008,Sexual harassment,05. Sexual Harassment,4,1,12,8,0,1,4,29,1,4,26,34
Gujarat,2008,Sexual harassment,05. Sexual Harassment,129,4,161,181,12,27,7,1306,0,141,1270,1451
Haryana,2008,Sexual harassment,05. Sexual Harassment,145,1,731,716,451,12,27,1469,0,596,1350,2066
Himachal Pradesh,2008,Sexual harassment,05. Sexual Harassment,14,3,55,45,8,4,14,160,0,22,140,185
Jammu & Kashmir,2008,Sexual harassment,05. Sexual Harassment,140,7,401,400,96,1,2,1682,0,236,1525,1925
Jharkhand,2008,Sexual harassment,05. Sexual Harassment,82,0,63,55,1,12,20,52,0,83,80,135
Karnataka,2008,Sexual harassment,05. Sexual Harassment,33,8,38,41,10,5,2,87,0,43,97,138
Kerala,2008,Sexual harassment,05. Sexual Harassment,104,20,302,293,46,30,39,740,0,150,617,910
Lakshadweep,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Sexual harassment,05. Sexual Harassment,539,238,958,956,452,0,2,2575,0,991,2848,3804
Maharashtra,2008,Sexual harassment,05. Sexual Harassment,673,131,1352,1351,76,196,197,9884,0,749,9413,10764
Manipur,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Sexual harassment,05. Sexual Harassment,0,0,2,1,0,0,0,2,1,0,1,2
Mizoram,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,1,0,0,1,1
Nagaland,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,2,0,0,0,0,2,2,2
Odisha,2008,Sexual harassment,05. Sexual Harassment,160,0,352,356,28,16,12,1470,0,188,1302,1658
Puducherry,2008,Sexual harassment,05. Sexual Harassment,2,2,28,28,11,0,0,121,0,13,108,136
Punjab,2008,Sexual harassment,05. Sexual Harassment,26,0,61,37,22,12,35,98,1,48,109,146
Rajasthan,2008,Sexual harassment,05. Sexual Harassment,17,4,15,15,24,0,0,92,0,41,122,137
Sikkim,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Sexual harassment,05. Sexual Harassment,560,0,1245,1101,379,48,191,1371,1,939,1209,2310
Tripura,2008,Sexual harassment,05. Sexual Harassment,1,0,8,6,0,0,0,8,2,1,3,9
Uttar Pradesh,2008,Sexual harassment,05. Sexual Harassment,1255,256,4958,4876,3179,26,37,10120,71,4434,9934,14810
Uttarakhand,2008,Sexual harassment,05. Sexual Harassment,2,6,459,443,250,6,22,680,0,252,495,938
West Bengal,2008,Sexual harassment,05. Sexual Harassment,62,6,156,125,23,56,84,115,3,85,81,206
Andaman & Nicobar Islands,2009,Sexual harassment,05. Sexual Harassment,0,0,8,4,0,2,6,24,0,0,20,24
Andhra Pradesh,2009,Sexual harassment,05. Sexual Harassment,1911,978,4178,3848,681,685,938,4028,77,2592,3750,7598
Arunachal Pradesh,2009,Sexual harassment,05. Sexual Harassment,0,0,2,2,0,0,0,16,0,0,14,16
Assam,2009,Sexual harassment,05. Sexual Harassment,5,0,15,7,3,7,9,7,6,8,8,15
Bihar,2009,Sexual harassment,05. Sexual Harassment,31,0,16,20,0,13,9,73,0,31,84,104
Chandigarh,2009,Sexual harassment,05. Sexual Harassment,8,0,6,1,6,0,0,53,5,14,66,67
Chhattisgarh,2009,Sexual harassment,05. Sexual Harassment,81,23,235,233,56,3,5,679,0,137,606,839
Dadra & Nagar Haveli,2009,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,1,0,0,1,1
Daman & Diu,2009,Sexual harassment,05. Sexual Harassment,0,0,1,1,0,0,0,1,0,0,0,1
Delhi,2009,Sexual harassment,05. Sexual Harassment,60,0,132,151,68,143,121,527,3,128,504,655
Goa,2009,Sexual harassment,05. Sexual Harassment,9,0,10,7,0,4,7,27,0,9,29,36
Gujarat,2009,Sexual harassment,05. Sexual Harassment,82,0,188,190,22,7,5,1392,0,104,1306,1496
Haryana,2009,Sexual harassment,05. Sexual Harassment,191,0,717,717,396,27,27,1599,0,587,1469,2186
Himachal Pradesh,2009,Sexual harassment,05. Sexual Harassment,8,7,40,51,1,14,0,195,3,9,160,211
Jammu & Kashmir,2009,Sexual harassment,05. Sexual Harassment,181,31,512,511,114,2,3,1867,0,295,1682,2193
Jharkhand,2009,Sexual harassment,05. Sexual Harassment,15,0,38,35,14,20,23,58,0,29,52,87
Karnataka,2009,Sexual harassment,05. Sexual Harassment,24,6,40,39,1,2,3,95,0,25,87,126
Kerala,2009,Sexual harassment,05. Sexual Harassment,158,14,456,445,68,39,50,945,0,226,740,1185
Lakshadweep,2009,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Sexual harassment,05. Sexual Harassment,273,207,1047,1042,285,2,7,2852,0,558,2575,3617
Maharashtra,2009,Sexual harassment,05. Sexual Harassment,602,104,1337,1275,23,197,256,10430,3,625,9884,11159
Manipur,2009,Sexual harassment,05. Sexual Harassment,0,0,1,0,0,0,1,0,0,0,0,0
Meghalaya,2009,Sexual harassment,05. Sexual Harassment,0,1,1,1,1,0,0,1,0,1,2,3
Mizoram,2009,Sexual harassment,05. Sexual Harassment,0,0,1,1,0,0,0,2,0,0,1,2
Nagaland,2009,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Sexual harassment,05. Sexual Harassment,158,0,297,290,19,12,19,1583,0,177,1470,1760
Puducherry,2009,Sexual harassment,05. Sexual Harassment,10,2,21,21,9,0,0,121,0,19,121,142
Punjab,2009,Sexual harassment,05. Sexual Harassment,26,0,50,40,18,35,44,94,1,44,98,138
Rajasthan,2009,Sexual harassment,05. Sexual Harassment,10,8,24,24,16,0,0,82,0,26,92,116
Sikkim,2009,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2009,Sexual harassment,05. Sexual Harassment,305,0,568,651,371,191,106,1346,2,676,1371,2022
Tripura,2009,Sexual harassment,05. Sexual Harassment,7,0,10,6,0,0,2,7,2,7,8,14
Uttar Pradesh,2009,Sexual harassment,05. Sexual Harassment,1041,128,3878,3807,2734,37,33,10024,75,3775,10120,13927
Uttarakhand,2009,Sexual harassment,05. Sexual Harassment,13,2,419,431,254,22,10,842,0,267,680,1111
West Bengal,2009,Sexual harassment,05. Sexual Harassment,70,7,120,102,26,84,84,114,18,96,115,217
Andaman & Nicobar Islands,2010,Sexual harassment,05. Sexual Harassment,0,0,14,11,0,6,9,35,0,0,24,35
Andhra Pradesh,2010,Sexual harassment,05. Sexual Harassment,1793,972,3820,3965,861,938,715,4367,78,2654,4028,7993
Arunachal Pradesh,2010,Sexual harassment,05. Sexual Harassment,0,0,1,0,0,0,1,16,0,0,16,16
Assam,2010,Sexual harassment,05. Sexual Harassment,7,0,35,13,6,9,20,7,11,13,7,20
Bihar,2010,Sexual harassment,05. Sexual Harassment,9,3,22,20,0,9,10,81,1,9,73,93
Chandigarh,2010,Sexual harassment,05. Sexual Harassment,11,0,2,0,12,0,2,30,0,23,53,53
Chhattisgarh,2010,Sexual harassment,05. Sexual Harassment,82,31,261,258,65,5,6,759,2,147,679,937
Dadra & Nagar Haveli,2010,Sexual harassment,05. Sexual Harassment,0,0,2,2,0,0,0,3,0,0,1,3
Daman & Diu,2010,Sexual harassment,05. Sexual Harassment,1,0,0,0,0,0,0,2,0,1,3,3
Delhi,2010,Sexual harassment,05. Sexual Harassment,52,0,89,100,74,121,110,501,0,126,527,627
Goa,2010,Sexual harassment,05. Sexual Harassment,4,0,22,21,2,7,6,42,2,6,27,48
Gujarat,2010,Sexual harassment,05. Sexual Harassment,112,5,131,134,13,5,2,1396,0,125,1392,1526
Haryana,2010,Sexual harassment,05. Sexual Harassment,156,0,635,628,408,27,34,1663,0,564,1599,2227
Himachal Pradesh,2010,Sexual harassment,05. Sexual Harassment,14,9,73,65,1,0,8,236,0,15,195,260
Jammu & Kashmir,2010,Sexual harassment,05. Sexual Harassment,134,8,295,295,139,3,3,1881,0,273,1867,2162
Jharkhand,2010,Sexual harassment,05. Sexual Harassment,17,5,20,37,3,23,6,70,0,20,58,95
Karnataka,2010,Sexual harassment,05. Sexual Harassment,27,15,22,21,0,3,4,74,0,27,95,116
Kerala,2010,Sexual harassment,05. Sexual Harassment,190,12,604,617,78,50,37,1282,0,268,945,1562
Lakshadweep,2010,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2010,Sexual harassment,05. Sexual Harassment,454,254,1182,1183,340,7,5,2987,1,794,2852,4035
Maharashtra,2010,Sexual harassment,05. Sexual Harassment,789,126,1515,1441,42,256,330,10914,0,831,10430,11871
Manipur,2010,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,1,1,0,0,0,0,0
Meghalaya,2010,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,1,0,0,1,1
Mizoram,2010,Sexual harassment,05. Sexual Harassment,0,0,0,0,2,0,0,0,0,2,2,2
Nagaland,2010,Sexual harassment,05. Sexual Harassment,0,0,3,3,0,0,0,3,0,0,0,3
Odisha,2010,Sexual harassment,05. Sexual Harassment,233,0,354,346,16,19,27,1680,0,249,1583,1929
Puducherry,2010,Sexual harassment,05. Sexual Harassment,17,1,28,26,6,0,0,123,2,23,121,147
Punjab,2010,Sexual harassment,05. Sexual Harassment,16,0,42,36,17,45,49,84,2,33,81,117
Rajasthan,2010,Sexual harassment,05. Sexual Harassment,4,2,22,22,11,0,0,87,0,15,82,104
Sikkim,2010,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2010,Sexual harassment,05. Sexual Harassment,419,0,739,752,353,106,88,1326,5,772,1346,2098
Tripura,2010,Sexual harassment,05. Sexual Harassment,7,0,9,7,0,2,4,7,0,7,7,14
Uttar Pradesh,2010,Sexual harassment,05. Sexual Harassment,1095,0,15,36,3157,33,0,5808,12,4252,10024,10060
Uttarakhand,2010,Sexual harassment,05. Sexual Harassment,79,0,282,291,228,10,1,826,0,307,842,1133
West Bengal,2010,Sexual harassment,05. Sexual Harassment,68,11,165,140,44,84,93,131,16,112,114,254
Andaman & Nicobar Islands,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,6,0,7,9,0,2,0,17,0,6,14,23
Andhra Pradesh,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,4933,1234,9725,8554,1027,2657,3354,13003,474,5960,11643,20197
Arunachal Pradesh,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,9,10,1,2,1,19,0,1,10,20
Assam,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,409,91,1515,840,59,741,962,3011,454,468,2730,3570
Bihar,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1512,174,3838,3176,330,1545,1767,7276,440,1842,6116,9292
Chandigarh,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,34,0,33,66,8,62,10,291,19,42,267,333
Chhattisgarh,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,314,51,1439,1443,205,13,9,5161,0,519,4288,5731
Dadra & Nagar Haveli,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,4,3,0,0,1,39,0,0,36,39
Daman & Diu,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,7,0,13,18,0,6,1,18,0,7,7,25
Delhi,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,136,0,1200,1103,107,298,363,4797,32,243,3937,5040
Goa,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,59,3,36,37,1,8,7,96,0,60,122,159
Gujarat,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,4498,658,10192,10301,127,503,383,46136,11,4625,41118,51419
Haryana,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2161,0,3134,3154,181,248,222,9789,6,2342,8977,12131
Himachal Pradesh,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,248,138,648,642,10,58,54,2096,10,258,1850,2492
Jammu & Kashmir,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,69,34,110,111,0,2,0,146,1,69,138,249
Jharkhand,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,475,67,943,822,115,513,493,1409,141,590,1244,2066
Karnataka,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2192,197,3413,3238,110,499,523,7287,151,2302,6548,9786
Kerala,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2211,235,4288,4234,147,808,830,12766,32,2358,11125,15359
Lakshadweep,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2092,1495,7155,7173,1322,110,92,23331,0,3414,21067,28240
Maharashtra,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,15151,2629,20940,21246,547,2969,2656,120048,7,15698,117129,138375
Manipur,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,4,0,0,0,4,0,0,0,0,0
Meghalaya,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,3,3,0,0,0,6,0,0,3,6
Mizoram,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1402,0,1972,1904,281,104,159,5626,13,1683,5405,7309
Puducherry,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,6,0,3,5,0,2,0,6,0,6,7,12
Punjab,2001,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,830,88,2746,1786,353,1474,2142,3305,292,1183,2790,4576
