state_ut,year,crime,boys_7_12_years,girls_7_12_years,boys_12_16_years,girls_12_16_years,boys_16_18_years,girls_16_18_years,total_for_boys_all_age_groups,total_for_girls_all_age_groups,grand_total
Andhra Pradesh,2001,"Arms Act, 1959",0,0,2,0,0,0,2,0,2
Andhra Pradesh,2001,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Gambling Act,0,0,6,0,0,0,6,0,6
Andhra Pradesh,2001,Excise Act,0,0,7,0,0,0,7,0,7
Andhra Pradesh,2001,Prohibition Act,0,0,37,0,0,0,37,0,37
Andhra Pradesh,2001,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,36,0,36,36
Andhra Pradesh,2001,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Indian Passport Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Indecent representation of Women (P) Act,0,0,0,0,0,15,0,15,15
Andhra Pradesh,2001,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,POA - Against SCs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,POA - Against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Other SLL Crimes,4,0,33,0,0,0,37,0,37
Andhra Pradesh,2001,Total SLL Crimes,4,0,85,0,0,51,89,51,140
Andhra Pradesh,2002,"Arms Act, 1959",0,0,0,0,2,0,2,0,2
Andhra Pradesh,2002,Narcotic Drugs and Psychotropic Substanc,0,0,1,0,0,0,1,0,1
Andhra Pradesh,2002,Gambling Act,0,0,9,0,17,0,26,0,26
Andhra Pradesh,2002,Excise Act,0,0,0,0,6,0,6,0,6
Andhra Pradesh,2002,Prohibition Act,0,0,0,0,49,0,49,0,49
Andhra Pradesh,2002,Explosives Substances Act 1908,0,0,0,2,0,0,0,2,2
Andhra Pradesh,2002,"Immoral Traffic (P) Act, 1956",0,0,0,2,0,30,0,32,32
Andhra Pradesh,2002,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,"Protection of Civil Rights Act, 1955",0,0,1,0,0,0,1,0,1
Andhra Pradesh,2002,PCR Act - against SCs,0,0,1,0,0,0,1,0,1
Andhra Pradesh,2002,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Indian Passport Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Indecent representation of Women (P) Act,0,0,0,0,0,139,0,139,139
Andhra Pradesh,2002,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,POA - Against SCs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,POA - Against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Other SLL Crimes,15,0,0,0,324,21,339,21,360
Andhra Pradesh,2002,Total SLL Crimes,15,0,11,4,398,190,424,194,618
Andhra Pradesh,2003,"Arms Act, 1959",0,0,0,0,6,0,6,0,6
Andhra Pradesh,2003,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,8,1,8,1,9
Andhra Pradesh,2003,Gambling Act,0,0,4,0,22,0,26,0,26
Andhra Pradesh,2003,Excise Act,0,0,2,0,6,0,8,0,8
Andhra Pradesh,2003,Prohibition Act,0,0,0,0,69,0,69,0,69
Andhra Pradesh,2003,Explosives Substances Act 1908,0,0,0,0,1,0,1,0,1
Andhra Pradesh,2003,"Immoral Traffic (P) Act, 1956",0,0,0,2,0,27,0,29,29
Andhra Pradesh,2003,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,Indian Passport Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,"Essential Commodities Act, 1955",0,0,0,0,1,0,1,0,1
Andhra Pradesh,2003,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,Indecent representation of Women (P) Act,0,0,0,0,0,83,0,83,83
Andhra Pradesh,2003,"Copyright Act, 1957",0,0,0,0,3,0,3,0,3
Andhra Pradesh,2003,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,POA - Against SCs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,POA - Against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,Other SLL Crimes,1,0,16,0,563,16,580,16,596
Andhra Pradesh,2003,Total SLL Crimes,1,0,22,2,679,127,702,129,831
Andhra Pradesh,2004,"Arms Act, 1959",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Narcotic Drugs and Psychotropic Substanc,0,0,2,0,1,0,3,0,3
Andhra Pradesh,2004,Gambling Act,0,0,4,0,32,0,36,0,36
Andhra Pradesh,2004,Excise Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Prohibition Act,0,0,2,0,50,0,52,0,52
Andhra Pradesh,2004,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,"Immoral Traffic (P) Act, 1956",0,0,0,2,0,23,0,25,25
Andhra Pradesh,2004,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Indian Passport Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,"Dowry Prohibition Act, 1961",0,0,0,0,0,1,0,1,1
Andhra Pradesh,2004,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Indecent representation of Women (P) Act,0,0,0,0,0,102,0,102,102
Andhra Pradesh,2004,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,1,2,0,2,1,3
Andhra Pradesh,2004,POA - Against SCs,0,0,0,1,2,0,2,1,3
Andhra Pradesh,2004,POA - Against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Other SLL Crimes,13,0,14,0,611,32,638,32,670
Andhra Pradesh,2004,Total SLL Crimes,13,0,22,3,696,158,731,161,892
Andhra Pradesh,2005,"Arms Act, 1959",0,0,0,0,3,0,3,0,3
Andhra Pradesh,2005,Narcotic Drugs and Psychotropic Substanc,0,0,2,0,0,0,2,0,2
Andhra Pradesh,2005,Gambling Act,0,0,2,0,70,0,72,0,72
Andhra Pradesh,2005,Excise Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Prohibition Act,0,0,2,0,46,0,48,0,48
Andhra Pradesh,2005,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,"Immoral Traffic (P) Act, 1956",0,0,0,3,3,25,3,28,31
Andhra Pradesh,2005,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Indian Passport Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,"SC/ST (Prevention of Attrocities) Act, 1",0,0,1,0,1,0,2,0,2
Andhra Pradesh,2005,POA - Against SCs,0,0,1,0,1,0,2,0,2
Andhra Pradesh,2005,POA - Against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Other SLL Crimes,0,0,42,5,770,34,812,39,851
Andhra Pradesh,2005,Total SLL Crimes,0,0,49,8,893,59,942,67,1009
Andhra Pradesh,2006,"Arms Act, 1959",0,0,1,0,0,0,1,0,1
Andhra Pradesh,2006,Narcotic Drugs and Psychotropic Substanc,0,0,6,2,0,0,6,2,8
Andhra Pradesh,2006,Gambling Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Excise Act,0,0,1,0,4,3,5,3,8
Andhra Pradesh,2006,Prohibition Act,0,0,0,0,25,0,25,0,25
Andhra Pradesh,2006,Explosives Substances Act 1908,0,0,0,0,1,0,1,0,1
Andhra Pradesh,2006,"Immoral Traffic (P) Act, 1956",0,0,0,1,0,17,0,18,18
Andhra Pradesh,2006,"Indial Railways Act, 1989",0,0,0,0,1,0,1,0,1
Andhra Pradesh,2006,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Indian Passport Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,"SC/ST (Prevention of Attrocities) Act, 1",0,0,2,0,4,0,6,0,6
Andhra Pradesh,2006,POA - Against SCs,0,0,0,0,1,0,1,0,1
Andhra Pradesh,2006,POA - Against STs,0,0,2,0,3,0,5,0,5
Andhra Pradesh,2006,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Other SLL Crimes,0,0,0,0,160,0,160,0,160
Andhra Pradesh,2006,Total SLL Crimes,0,0,10,3,195,20,205,23,228
Andhra Pradesh,2007,"Arms Act, 1959",0,0,0,0,2,0,2,0,2
Andhra Pradesh,2007,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,2,0,2,0,2
Andhra Pradesh,2007,Gambling Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Excise Act,0,0,6,1,2,0,8,1,9
Andhra Pradesh,2007,Prohibition Act,0,0,0,0,1,0,1,0,1
Andhra Pradesh,2007,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,"Immoral Traffic (P) Act, 1956",0,0,0,0,2,7,2,7,9
Andhra Pradesh,2007,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Indian Passport Act,0,0,0,0,1,0,1,0,1
Andhra Pradesh,2007,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,"Dowry Prohibition Act, 1961",0,0,0,0,0,5,0,5,5
Andhra Pradesh,2007,"Prohibition of Child Marriage Act, 2006",0,0,0,0,1,0,1,0,1
Andhra Pradesh,2007,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,"Copyright Act, 1957",0,0,0,0,7,0,7,0,7
Andhra Pradesh,2007,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,"SC/ST (Prevention of Attrocities) Act, 1",0,0,1,0,0,0,1,0,1
Andhra Pradesh,2007,POA - Against SCs,0,0,1,0,0,0,1,0,1
Andhra Pradesh,2007,POA - Against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Other SLL Crimes,0,0,8,0,97,9,105,9,114
Andhra Pradesh,2007,Total SLL Crimes,0,0,15,1,115,21,130,22,152
Andhra Pradesh,2008,"Arms Act, 1959",0,0,0,0,2,0,2,0,2
Andhra Pradesh,2008,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,1,0,1,0,1
Andhra Pradesh,2008,Gambling Act,0,0,0,0,12,0,12,0,12
Andhra Pradesh,2008,Excise Act,0,0,1,0,1,0,2,0,2
Andhra Pradesh,2008,Prohibition Act,0,0,0,0,6,0,6,0,6
Andhra Pradesh,2008,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,"Registration of Foreigners Act, 1930",0,0,2,0,0,0,2,0,2
Andhra Pradesh,2008,"Protection of Civil Rights Act, 1955",0,0,0,0,1,0,1,0,1
Andhra Pradesh,2008,PCR Act - against SCs,0,0,0,0,1,0,1,0,1
Andhra Pradesh,2008,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Indian Passport Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,"SC/ST (Prevention of Attrocities) Act, 1",0,0,1,0,2,0,3,0,3
Andhra Pradesh,2008,POA - Against SCs,0,0,1,0,2,0,3,0,3
Andhra Pradesh,2008,POA - Against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Other SLL Crimes,0,0,0,0,75,2,75,2,77
Andhra Pradesh,2008,Total SLL Crimes,0,0,4,0,100,2,104,2,106
Andhra Pradesh,2009,"Arms Act, 1959",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Narcotic Drugs and Psychotropic Substanc,0,0,4,0,1,0,5,0,5
Andhra Pradesh,2009,Gambling Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Excise Act,0,0,8,0,11,0,19,0,19
Andhra Pradesh,2009,Prohibition Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Indian Passport Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,POA - Against SCs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,POA - Against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Other SLL Crimes,0,0,0,0,1,0,1,0,1
Andhra Pradesh,2009,Total SLL Crimes,0,0,12,0,13,0,25,0,25
Andhra Pradesh,2010,"Arms Act, 1959",0,0,0,0,4,1,4,1,5
Andhra Pradesh,2010,Narcotic Drugs and Psychotropic Substanc,0,0,3,0,1,1,4,1,5
Andhra Pradesh,2010,Gambling Act,0,0,0,0,10,0,10,0,10
Andhra Pradesh,2010,Excise Act,0,0,6,0,23,12,29,12,41
Andhra Pradesh,2010,Prohibition Act,0,0,0,0,4,0,4,0,4
Andhra Pradesh,2010,Explosives Substances Act 1908,0,0,2,0,3,0,5,0,5
Andhra Pradesh,2010,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,Indian Passport Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,5,0,5,0,5
Andhra Pradesh,2010,POA - Against SCs,0,0,0,0,3,0,3,0,3
Andhra Pradesh,2010,POA - Against STs,0,0,0,0,2,0,2,0,2
Andhra Pradesh,2010,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,Other SLL Crimes,0,0,0,0,11,0,11,0,11
Andhra Pradesh,2010,Total SLL Crimes,0,0,11,0,61,14,72,14,86
Arunachal Pradesh,2001,"Arms Act, 1959",0,0,1,0,0,0,1,0,1
Arunachal Pradesh,2001,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,Gambling Act,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,Excise Act,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,Prohibition Act,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,Indian Passport Act,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,POA - Against SCs,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,POA - Against STs,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,Other SLL Crimes,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,Total SLL Crimes,0,0,1,0,0,0,1,0,1
Arunachal Pradesh,2002,"Arms Act, 1959",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,Gambling Act,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,Excise Act,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,Prohibition Act,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,PCR Act - against STs,0,0,0,0,0,0,0,0,0
