state_ut,year,crime,boys_7_12_years,girls_7_12_years,boys_12_16_years,girls_12_16_years,boys_16_18_years,girls_16_18_years,total_for_boys_all_age_groups,total_for_girls_all_age_groups,grand_total
Bihar,2004,Gambling Act,0,0,0,0,1,0,1,0,1
Bihar,2004,Excise Act,0,0,1,0,0,0,1,0,1
Bihar,2004,Prohibition Act,0,0,0,0,0,0,0,0,0
Bihar,2004,Explosives Substances Act 1908,0,0,1,0,1,0,2,0,2
Bihar,2004,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Bihar,2004,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Bihar,2004,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Bihar,2004,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Bihar,2004,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Bihar,2004,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Bihar,2004,Indian Passport Act,0,0,0,0,0,0,0,0,0
Bihar,2004,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Bihar,2004,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Bihar,2004,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Bihar,2004,"Dowry Prohibition Act, 1961",0,0,2,0,2,1,4,1,5
Bihar,2004,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Bihar,2004,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Bihar,2004,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Bihar,2004,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Bihar,2004,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
Bihar,2004,POA - Against SCs,0,0,0,0,0,0,0,0,0
Bihar,2004,POA - Against STs,0,0,0,0,0,0,0,0,0
Bihar,2004,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Bihar,2004,Other SLL Crimes,0,0,2,0,0,0,2,0,2
Bihar,2004,Total SLL Crimes,0,0,12,0,10,1,22,1,23
Bihar,2005,"Arms Act, 1959",0,0,3,0,12,0,15,0,15
Bihar,2005,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,2,0,2,0,2
Bihar,2005,Gambling Act,0,0,0,0,0,0,0,0,0
Bihar,2005,Excise Act,0,0,0,0,3,0,3,0,3
Bihar,2005,Prohibition Act,0,0,0,0,0,0,0,0,0
Bihar,2005,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Bihar,2005,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Bihar,2005,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Bihar,2005,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Bihar,2005,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Bihar,2005,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Bihar,2005,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Bihar,2005,Indian Passport Act,0,0,0,0,0,0,0,0,0
Bihar,2005,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Bihar,2005,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Bihar,2005,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Bihar,2005,"Dowry Prohibition Act, 1961",0,0,0,0,3,0,3,0,3
Bihar,2005,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Bihar,2005,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Bihar,2005,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Bihar,2005,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Bihar,2005,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,1,0,1,0,1
Bihar,2005,POA - Against SCs,0,0,0,0,1,0,1,0,1
Bihar,2005,POA - Against STs,0,0,0,0,0,0,0,0,0
Bihar,2005,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Bihar,2005,Other SLL Crimes,0,0,0,0,3,0,3,0,3
Bihar,2005,Total SLL Crimes,0,0,3,0,24,0,27,0,27
Bihar,2006,"Arms Act, 1959",0,0,1,0,8,0,9,0,9
Bihar,2006,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,0,0,0,0,0
Bihar,2006,Gambling Act,0,0,0,0,0,0,0,0,0
Bihar,2006,Excise Act,0,0,0,0,0,0,0,0,0
Bihar,2006,Prohibition Act,0,0,0,0,0,0,0,0,0
Bihar,2006,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Bihar,2006,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Bihar,2006,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Bihar,2006,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Bihar,2006,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Bihar,2006,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Bihar,2006,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Bihar,2006,Indian Passport Act,0,0,0,0,0,0,0,0,0
Bihar,2006,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Bihar,2006,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Bihar,2006,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Bihar,2006,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Bihar,2006,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Bihar,2006,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Bihar,2006,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Bihar,2006,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Bihar,2006,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
Bihar,2006,POA - Against SCs,0,0,0,0,0,0,0,0,0
Bihar,2006,POA - Against STs,0,0,0,0,0,0,0,0,0
Bihar,2006,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Bihar,2006,Other SLL Crimes,0,0,0,0,2,0,2,0,2
Bihar,2006,Total SLL Crimes,0,0,1,0,10,0,11,0,11
Bihar,2007,"Arms Act, 1959",0,0,10,0,33,0,43,0,43
Bihar,2007,Narcotic Drugs and Psychotropic Substanc,0,0,2,0,0,0,2,0,2
Bihar,2007,Gambling Act,0,0,0,0,0,0,0,0,0
Bihar,2007,Excise Act,0,0,2,0,7,0,9,0,9
Bihar,2007,Prohibition Act,0,0,0,0,0,0,0,0,0
Bihar,2007,Explosives Substances Act 1908,0,0,1,0,3,0,4,0,4
Bihar,2007,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Bihar,2007,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Bihar,2007,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Bihar,2007,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Bihar,2007,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Bihar,2007,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Bihar,2007,Indian Passport Act,0,0,0,0,0,0,0,0,0
Bihar,2007,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Bihar,2007,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Bihar,2007,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Bihar,2007,"Dowry Prohibition Act, 1961",0,0,0,0,5,0,5,0,5
Bihar,2007,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Bihar,2007,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Bihar,2007,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Bihar,2007,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Bihar,2007,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,3,0,3,0,3
Bihar,2007,POA - Against SCs,0,0,0,0,3,0,3,0,3
Bihar,2007,POA - Against STs,0,0,0,0,0,0,0,0,0
Bihar,2007,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Bihar,2007,Other SLL Crimes,0,0,3,0,4,0,7,0,7
Bihar,2007,Total SLL Crimes,0,0,18,0,55,0,73,0,73
Bihar,2008,"Arms Act, 1959",0,0,3,0,28,0,31,0,31
Bihar,2008,Narcotic Drugs and Psychotropic Substanc,0,0,1,0,6,1,7,1,8
Bihar,2008,Gambling Act,0,0,0,0,0,0,0,0,0
Bihar,2008,Excise Act,0,0,4,0,18,2,22,2,24
Bihar,2008,Prohibition Act,0,0,0,0,0,0,0,0,0
Bihar,2008,Explosives Substances Act 1908,0,0,1,0,1,0,2,0,2
Bihar,2008,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Bihar,2008,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Bihar,2008,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Bihar,2008,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Bihar,2008,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Bihar,2008,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Bihar,2008,Indian Passport Act,0,0,0,0,0,0,0,0,0
Bihar,2008,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Bihar,2008,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Bihar,2008,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Bihar,2008,"Dowry Prohibition Act, 1961",2,0,1,0,2,2,5,2,7
Bihar,2008,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Bihar,2008,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Bihar,2008,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Bihar,2008,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Bihar,2008,"SC/ST (Prevention of Attrocities) Act, 1",0,0,1,0,4,0,5,0,5
Bihar,2008,POA - Against SCs,0,0,1,0,4,0,5,0,5
Bihar,2008,POA - Against STs,0,0,0,0,0,0,0,0,0
Bihar,2008,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Bihar,2008,Other SLL Crimes,0,0,2,0,2,0,4,0,4
Bihar,2008,Total SLL Crimes,2,0,13,0,61,5,76,5,81
Bihar,2009,"Arms Act, 1959",0,0,9,0,37,0,46,0,46
Bihar,2009,Narcotic Drugs and Psychotropic Substanc,0,0,1,0,6,0,7,0,7
Bihar,2009,Gambling Act,0,0,0,0,8,0,8,0,8
Bihar,2009,Excise Act,0,0,4,0,4,0,8,0,8
Bihar,2009,Prohibition Act,0,0,0,0,0,0,0,0,0
Bihar,2009,Explosives Substances Act 1908,0,0,0,0,3,0,3,0,3
Bihar,2009,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Bihar,2009,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Bihar,2009,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Bihar,2009,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Bihar,2009,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Bihar,2009,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Bihar,2009,Indian Passport Act,0,0,0,0,0,0,0,0,0
Bihar,2009,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Bihar,2009,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Bihar,2009,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Bihar,2009,"Dowry Prohibition Act, 1961",0,0,0,0,0,2,0,2,2
Bihar,2009,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Bihar,2009,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Bihar,2009,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Bihar,2009,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Bihar,2009,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
Bihar,2009,POA - Against SCs,0,0,0,0,0,0,0,0,0
Bihar,2009,POA - Against STs,0,0,0,0,0,0,0,0,0
Bihar,2009,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Bihar,2009,Other SLL Crimes,0,0,2,0,10,0,12,0,12
Bihar,2009,Total SLL Crimes,0,0,16,0,68,2,84,2,86
Bihar,2010,"Arms Act, 1959",0,0,1,0,15,0,16,0,16
Bihar,2010,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,5,0,5,0,5
Bihar,2010,Gambling Act,0,0,0,0,3,0,3,0,3
Bihar,2010,Excise Act,0,0,3,0,2,0,5,0,5
Bihar,2010,Prohibition Act,0,0,0,0,0,0,0,0,0
Bihar,2010,Explosives Substances Act 1908,0,0,0,0,2,0,2,0,2
Bihar,2010,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Bihar,2010,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Bihar,2010,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Bihar,2010,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Bihar,2010,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Bihar,2010,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Bihar,2010,Indian Passport Act,0,0,0,0,0,0,0,0,0
Bihar,2010,"Essential Commodities Act, 1955",0,0,0,0,2,0,2,0,2
Bihar,2010,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Bihar,2010,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Bihar,2010,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Bihar,2010,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Bihar,2010,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Bihar,2010,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Bihar,2010,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Bihar,2010,"SC/ST (Prevention of Attrocities) Act, 1",0,0,1,0,2,0,3,0,3
Bihar,2010,POA - Against SCs,0,0,1,0,2,0,3,0,3
Bihar,2010,POA - Against STs,0,0,0,0,0,0,0,0,0
Bihar,2010,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Bihar,2010,Other SLL Crimes,0,0,2,0,11,0,13,0,13
Bihar,2010,Total SLL Crimes,0,0,7,0,42,0,49,0,49
Chhattisgarh,2001,"Arms Act, 1959",0,0,5,0,2,0,7,0,7
Chhattisgarh,2001,Narcotic Drugs and Psychotropic Substanc,2,0,2,0,4,1,8,1,9
Chhattisgarh,2001,Gambling Act,0,0,31,0,65,0,96,0,96
Chhattisgarh,2001,Excise Act,0,0,14,0,38,0,52,0,52
Chhattisgarh,2001,Prohibition Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,2,0,2,2
Chhattisgarh,2001,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,Indian Passport Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,1,0,1,0,1
Chhattisgarh,2001,POA - Against SCs,0,0,0,0,1,0,1,0,1
Chhattisgarh,2001,POA - Against STs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,"Forest Act, 1927",0,0,1,0,0,0,1,0,1
Chhattisgarh,2001,Other SLL Crimes,0,0,2,0,1,0,3,0,3
Chhattisgarh,2001,Total SLL Crimes,2,0,55,0,111,3,168,3,171
Chhattisgarh,2002,"Arms Act, 1959",0,0,7,0,5,0,12,0,12
Chhattisgarh,2002,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,2,0,2,0,2
Chhattisgarh,2002,Gambling Act,0,0,41,0,58,0,99,0,99
Chhattisgarh,2002,Excise Act,0,0,15,0,14,0,29,0,29
Chhattisgarh,2002,Prohibition Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Explosives Substances Act 1908,0,0,0,0,2,0,2,0,2
Chhattisgarh,2002,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Indian Passport Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,POA - Against SCs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,POA - Against STs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Other SLL Crimes,0,0,1,1,4,0,5,1,6
Chhattisgarh,2002,Total SLL Crimes,0,0,64,1,85,0,149,1,150
Chhattisgarh,2003,"Arms Act, 1959",0,0,1,0,11,0,12,0,12
Chhattisgarh,2003,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,2,0,2,0,2
Chhattisgarh,2003,Gambling Act,5,0,53,0,39,0,97,0,97
Chhattisgarh,2003,Excise Act,2,0,17,1,3,0,22,1,23
Chhattisgarh,2003,Prohibition Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,"Registration of Foreigners Act, 1930",0,0,0,0,7,0,7,0,7
Chhattisgarh,2003,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,Indian Passport Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,"Essential Commodities Act, 1955",0,0,0,0,1,0,1,0,1
Chhattisgarh,2003,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,1,3,0,3,1,4
Chhattisgarh,2003,POA - Against SCs,0,0,0,1,0,0,0,1,1
Chhattisgarh,2003,POA - Against STs,0,0,0,0,3,0,3,0,3
Chhattisgarh,2003,"Forest Act, 1927",0,0,0,0,1,0,1,0,1
Chhattisgarh,2003,Other SLL Crimes,0,0,2,0,14,0,16,0,16
Chhattisgarh,2003,Total SLL Crimes,7,0,73,2,81,0,161,2,163
Chhattisgarh,2004,"Arms Act, 1959",2,0,19,1,12,0,33,1,34
Chhattisgarh,2004,Narcotic Drugs and Psychotropic Substanc,0,0,1,0,0,0,1,0,1
Chhattisgarh,2004,Gambling Act,33,0,176,0,67,0,276,0,276
Chhattisgarh,2004,Excise Act,1,3,57,0,23,0,81,3,84
Chhattisgarh,2004,Prohibition Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,"Indial Railways Act, 1989",0,0,3,0,0,0,3,0,3
Chhattisgarh,2004,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,Indian Passport Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,"Dowry Prohibition Act, 1961",0,0,0,0,1,0,1,0,1
Chhattisgarh,2004,"Prohibition of Child Marriage Act, 2006",0,0,0,0,3,0,3,0,3
Chhattisgarh,2004,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,"SC/ST (Prevention of Attrocities) Act, 1",6,0,7,0,1,0,14,0,14
Chhattisgarh,2004,POA - Against SCs,0,0,2,0,1,0,3,0,3
Chhattisgarh,2004,POA - Against STs,6,0,5,0,0,0,11,0,11
Chhattisgarh,2004,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,Other SLL Crimes,4,0,42,0,41,0,87,0,87
Chhattisgarh,2004,Total SLL Crimes,46,3,305,1,148,0,499,4,503
Chhattisgarh,2005,"Arms Act, 1959",0,0,7,0,3,0,10,0,10
Chhattisgarh,2005,Narcotic Drugs and Psychotropic Substanc,0,0,3,0,3,0,6,0,6
Chhattisgarh,2005,Gambling Act,10,0,118,0,190,1,318,1,319
Chhattisgarh,2005,Excise Act,2,0,12,0,31,9,45,9,54
Chhattisgarh,2005,Prohibition Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Explosives Substances Act 1908,0,0,1,0,0,0,1,0,1
Chhattisgarh,2005,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,2,0,2,2
Chhattisgarh,2005,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Indian Passport Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,"Essential Commodities Act, 1955",1,0,5,0,3,0,9,0,9
Chhattisgarh,2005,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,1,0,1,0,1
Chhattisgarh,2005,POA - Against SCs,0,0,0,0,1,0,1,0,1
Chhattisgarh,2005,POA - Against STs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Other SLL Crimes,0,0,1018,30,1,0,1019,30,1049
Chhattisgarh,2005,Total SLL Crimes,13,0,1164,30,232,12,1409,42,1451
Chhattisgarh,2006,"Arms Act, 1959",0,0,10,0,3,0,13,0,13
Chhattisgarh,2006,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,4,0,4,0,4
Chhattisgarh,2006,Gambling Act,1,0,107,0,45,0,153,0,153
Chhattisgarh,2006,Excise Act,0,0,17,5,25,5,42,10,52
Chhattisgarh,2006,Prohibition Act,0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,3,0,3,3
Chhattisgarh,2006,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,PCR Act - against STs,0,0,0,0,0,0,0,0,0
