column_a,column_b,column_c,column_d,column_e,column_f,column_g,column_h,column_i,column_j,column_k
STATE/UT,YEAR,Place Of Occurrence,Dacoity (Section 395-398 IPC) - Number of cases registered,Dacoity (Section 395-398 IPC) - Value Of Property Stolen (in rupees),"Robbery(Section 392-394, 397, 398 IPC) - Number of cases registered","Robbery(Section 392-394, 397, 398 IPC) - Value Of Property Stolen (in rupees)","Burglary(Section 449-452, 454, 455, 457-460 IPC) - Number of cases registered","Burglary(Section 449-452, 454, 455, 457-460 IPC) - Value Of Property Stolen (in rupees)",Theft (Section 379-382 IPC) - Number of cases registered,Theft (Section 379-382 IPC) - Value Of Property Stolen (in rupees)
Andhra Pradesh,2001,RESIDENTIAL PREMISES,100,4446961,177,5962460,5158,105324332,4257,53517835
Andhra Pradesh,2001,HIGH-WAY,57,5340335,172,6364866,31,2000574,74,1593092
Andhra Pradesh,2001,RIVER & SEA,2,145345,11,209330,101,1412516,110,1610200
Andhra Pradesh,2001,RAILWAYS,8,1750800,19,304336,6,24392,943,16418110
Andhra Pradesh,2001,RUNNING TRAINS,5,75000,3,164000,0,0,296,6170175
Andhra Pradesh,2001,OTHERS RLY.,3,1675800,16,140336,6,24392,647,10247935
Andhra Pradesh,2001,BANKS,0,0,2,151200,21,3300,16,637735
Andhra Pradesh,2001,COMMERCIAL ESTABLISHMENTS,10,11300237,16,816006,1041,26920123,2502,20121181
Andhra Pradesh,2001,OTHER PLACES,37,6144020,232,9064079,862,11334111,8849,130206356
Andhra Pradesh,2001,TOTAL (MANUAL),214,29127698,629,22872277,7220,147019348,16751,224104509
Andhra Pradesh,2001,TOTAL COMPUTER FROM 1 TO 7,214,29127698,629,22872277,7220,147019348,16751,224104509
Andhra Pradesh,2002,RESIDENTIAL PREMISES,110,11725067,230,5962470,5904,130934765,6129,73757449
Andhra Pradesh,2002,HIGH-WAY,36,6553957,164,4317745,11,234000,204,1647150
Andhra Pradesh,2002,RIVER & SEA,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,RAILWAYS,3,170280,16,909538,9,23215,1123,15932976
Andhra Pradesh,2002,RUNNING TRAINS,0,0,3,61756,0,0,476,8662864
Andhra Pradesh,2002,OTHERS RLY.,3,170280,13,847782,9,23215,647,7270112
Andhra Pradesh,2002,BANKS,1,201100,1,57460,27,10137151,23,1573300
Andhra Pradesh,2002,COMMERCIAL ESTABLISHMENTS,1,370000,19,1588507,1083,26763811,2911,26244769
Andhra Pradesh,2002,OTHER PLACES,46,5820231,218,6635922,594,8131774,8832,122473193
Andhra Pradesh,2002,TOTAL (MANUAL),197,24840635,648,19471642,7628,176224716,19222,241628837
Andhra Pradesh,2002,TOTAL COMPUTER FROM 1 TO 7,197,24840635,648,19471642,7628,176224716,19222,241628837
Andhra Pradesh,2003,RESIDENTIAL PREMISES,86,7996473,254,8948027,6504,146350622,7487,84930387
Andhra Pradesh,2003,HIGH-WAY,34,9123386,120,5376497,20,128500,130,12032158
Andhra Pradesh,2003,RIVER & SEA,1,9000,1,12000,0,0,72,217200
Andhra Pradesh,2003,RAILWAYS,8,60500,43,1073667,2,1000,1151,16493031
Andhra Pradesh,2003,RUNNING TRAINS,1,6000,7,255500,0,0,503,9727702
Andhra Pradesh,2003,OTHERS RLY.,7,54500,36,818167,2,1000,648,6765329
Andhra Pradesh,2003,BANKS,1,5551698,1,200000,5,53713,5,188130
Andhra Pradesh,2003,COMMERCIAL ESTABLISHMENTS,5,15041740,16,594264,1330,29024934,2991,42500176
Andhra Pradesh,2003,OTHER PLACES,41,5067214,225,6138874,1189,20230075,11572,196938002
Andhra Pradesh,2003,TOTAL (MANUAL),176,42850011,660,22343329,9050,195788844,23408,353299084
Andhra Pradesh,2004,RESIDENTIAL PREMISES,120,6878778,257,8628298,6249,159433240,7710,96392330
Andhra Pradesh,2004,HIGH-WAY,51,6911813,126,5527927,23,1641481,333,16496345
Andhra Pradesh,2004,RIVER & SEA,0,0,2,10500,0,0,71,164300
Andhra Pradesh,2004,RAILWAYS,4,36000,21,37366,19,43851,851,17054851
Andhra Pradesh,2004,RUNNING TRAINS,1,32000,1,13000,0,0,389,8125932
Andhra Pradesh,2004,OTHERS RLY.,3,4000,20,24366,19,43851,462,8928919
Andhra Pradesh,2004,BANKS,0,0,0,0,25,105300,93,1437493
Andhra Pradesh,2004,COMMERCIAL ESTABLISHMENTS,4,175000,18,736388,1083,29873637,2656,55520704
Andhra Pradesh,2004,OTHER PLACES,20,3204473,172,7733785,1058,25284205,11864,203962563
Andhra Pradesh,2004,TOTAL (MANUAL),199,17206064,596,22674264,8457,216381714,23578,391028586
Andhra Pradesh,2005,RESIDENTIAL PREMISES,109,9020546,262,10040773,5502,173173164,6920,119707956
Andhra Pradesh,2005,HIGH-WAY,59,10883700,165,7231713,2,210000,150,6593170
Andhra Pradesh,2005,RIVER & SEA,0,0,0,0,0,0,4,26640
Andhra Pradesh,2005,RAILWAYS,3,155000,9,214860,0,0,797,20043808
Andhra Pradesh,2005,RUNNING TRAINS,1,0,4,123360,0,0,235,5352505
Andhra Pradesh,2005,OTHERS RLY.,2,155000,5,91500,0,0,562,14691303
Andhra Pradesh,2005,BANKS,2,385206,0,0,21,13101148,9,513500
Andhra Pradesh,2005,COMMERCIAL ESTABLISHMENTS,14,1156420,27,674017,1279,28539038,1872,46171901
Andhra Pradesh,2005,OTHER PLACES,63,8345665,331,11646084,1150,25104506,14026,258607161
Andhra Pradesh,2005,TOTAL (MANUAL),250,29946537,794,29807447,7954,240127856,23778,451664136
Andhra Pradesh,2005,TOTAL COMPUTER FROM 1 TO 7,250,29946537,794,29807447,7954,240127856,23778,451664136
Andhra Pradesh,2006,RESIDENTIAL PREMISES,77,18209554,223,17144161,6191,197284555,9766,196226631
Andhra Pradesh,2006,HIGH-WAY,42,9208125,101,9893270,50,420705,330,9794033
Andhra Pradesh,2006,RIVER & SEA,0,0,3,45600,0,0,18,1060000
Andhra Pradesh,2006,RAILWAYS,7,65500,15,363300,0,0,621,17815325
Andhra Pradesh,2006,RUNNING TRAINS,7,65500,15,363300,0,0,478,14294791
Andhra Pradesh,2006,OTHERS RLY.,0,0,0,0,0,0,143,3520534
Andhra Pradesh,2006,BANKS,0,0,0,0,24,1208498,3,200000
Andhra Pradesh,2006,COMMERCIAL ESTABLISHMENTS,10,1613835,32,2303674,1124,95696430,2970,50875157
Andhra Pradesh,2006,OTHER PLACES,42,3571769,305,12474666,915,16011709,9802,238766678
Andhra Pradesh,2006,TOTAL (MANUAL),178,32668783,679,42224671,8304,310621897,23510,514737824
Andhra Pradesh,2007,RESIDENTIAL PREMISES,53,12545156,221,12196014,5208,149950774,9117,174122429
Andhra Pradesh,2007,HIGH-WAY,35,26788439,101,13195750,31,1310000,133,2807245
Andhra Pradesh,2007,RIVER & SEA,0,0,0,0,0,0,42,1273000
Andhra Pradesh,2007,RAILWAYS,3,61180,12,338000,0,0,751,18066908
Andhra Pradesh,2007,RUNNING TRAINS,3,61180,12,338000,0,0,751,18066908
Andhra Pradesh,2007,OTHERS RLY.,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,BANKS,0,0,4,5489000,17,6735000,26,1252167
Andhra Pradesh,2007,COMMERCIAL ESTABLISHMENTS,2,155000,19,1506572,1085,42057733,2395,55684082
Andhra Pradesh,2007,OTHER PLACES,77,9722391,257,10023412,1336,65873595,11927,261119188
Andhra Pradesh,2007,TOTAL (MANUAL),170,49272166,614,42748748,7677,265927102,24391,514325019
Andhra Pradesh,2008,RESIDENTIAL PREMISES,45,7589525,226,28939867,6185,226854598,9532,282189383
Andhra Pradesh,2008,HIGH-WAY,28,1690400,91,6354069,0,0,305,13415745
Andhra Pradesh,2008,RIVER & SEA,0,0,0,0,0,0,1,160000
Andhra Pradesh,2008,RAILWAYS,0,0,6,102200,1,53900,799,17177540
Andhra Pradesh,2008,RUNNING TRAINS,0,0,5,98750,1,53900,799,17177540
Andhra Pradesh,2008,OTHERS RLY.,0,0,1,3450,0,0,0,0
Andhra Pradesh,2008,BANKS,0,0,0,0,18,1689743,28,7324400
Andhra Pradesh,2008,COMMERCIAL ESTABLISHMENTS,3,672500,25,1365300,931,55955835,2569,69257395
Andhra Pradesh,2008,OTHER PLACES,34,9212871,275,18185627,1197,35888702,12128,331724889
Andhra Pradesh,2008,TOTAL (MANUAL),110,19165296,623,54947063,8332,320442778,25362,721249352
Andhra Pradesh,2009,RESIDENTIAL PREMISES,24,7944980,169,15723550,5499,238466040,9373,278989181
Andhra Pradesh,2009,HIGH-WAY,31,11883515,115,24532678,80,2091000,314,6165595
Andhra Pradesh,2009,RIVER & SEA,0,0,1,21000,0,0,42,1486000
Andhra Pradesh,2009,RAILWAYS,0,0,2,255000,48,2002718,1347,33823553
Andhra Pradesh,2009,RUNNING TRAINS,0,0,0,0,0,0,159,7478380
Andhra Pradesh,2009,OTHERS RLY.,0,0,2,255000,48,2002718,1188,26345173
Andhra Pradesh,2009,BANKS,1,1000000,2,0,23,7665520,74,1205365
Andhra Pradesh,2009,COMMERCIAL ESTABLISHMENTS,6,332737,14,385455,686,27834250,2427,112478350
Andhra Pradesh,2009,OTHER PLACES,40,3304577,241,11780283,1436,94516989,11115,344679770
Andhra Pradesh,2009,TOTAL (MANUAL),102,24465809,544,52697966,7772,372576517,24692,778827814
Andhra Pradesh,2010,RESIDENTIAL PREMISES,49,9470200,194,16044783,5623,287574067,9619,307460598
Andhra Pradesh,2010,HIGH-WAY,40,16215257,88,13113112,172,8997700,506,16535280
Andhra Pradesh,2010,RIVER & SEA,0,0,0,0,0,0,49,945000
Andhra Pradesh,2010,RAILWAYS,1,200000,20,539600,11,86200,920,36385495
Andhra Pradesh,2010,RUNNING TRAINS,0,0,20,514600,0,0,899,35931545
Andhra Pradesh,2010,OTHERS RLY.,1,200000,0,25000,11,86200,21,453950
Andhra Pradesh,2010,BANKS,2,2000,0,0,20,1499900,36,5000300
Andhra Pradesh,2010,COMMERCIAL ESTABLISHMENTS,3,116000,13,260520,799,62089672,3445,107866354
Andhra Pradesh,2010,OTHER PLACES,39,4273092,235,9185778,1575,95527343,12181,412756290
Andhra Pradesh,2010,TOTAL (MANUAL),134,30276549,550,39143793,8200,455774882,26756,886949317
Andhra Pradesh,2011,RESIDENTIAL PREMISES,43,20231200,194,24188963,6008,392056442,8572,298966512
Andhra Pradesh,2011,HIGH-WAY,28,10204314,135,10500593,64,795301,842,23433814
Andhra Pradesh,2011,RIVER & SEA,0,0,0,0,0,0,12,180000
Andhra Pradesh,2011,RAILWAYS,2,168000,26,583113,56,1601300,1589,76551748
Andhra Pradesh,2011,RUNNING TRAINS,1,65000,4,17002,0,0,611,34598345
Andhra Pradesh,2011,OTHERS RLY.,1,103000,22,566111,56,1601300,978,41953403
Andhra Pradesh,2011,BANKS,0,0,2,0,38,17420472,99,14367411
Andhra Pradesh,2011,COMMERCIAL ESTABLISHMENTS,9,1491875,12,2210494,982,94423855,2460,96546532
Andhra Pradesh,2011,OTHER PLACES,44,25094005,231,22749363,1152,78396226,14693,607178140
Andhra Pradesh,2011,TOTAL (MANUAL),126,57189394,600,60232526,8300,584693596,28267,1117224157
Andhra Pradesh,2012,RESIDENTIAL PREMISES,29,24183310,205,24381613,6028,393501542,9085,365378715
Andhra Pradesh,2012,HIGH-WAY,30,44333049,108,21257084,20,1000860,223,13780900
Andhra Pradesh,2012,RIVER & SEA,0,0,3,45100,0,0,18,320000
Andhra Pradesh,2012,RAILWAYS,4,82000,15,2334200,0,0,1685,59220834
Andhra Pradesh,2012,RUNNING TRAINS,3,0,6,2191000,0,0,777,32400585
Andhra Pradesh,2012,OTHERS RLY.,1,82000,9,143200,0,0,908,26820249
Andhra Pradesh,2012,BANKS,0,0,1,2500,23,283910,66,2912100
Andhra Pradesh,2012,COMMERCIAL ESTABLISHMENTS,7,8189069,21,740647,609,30854931,1762,87913161
Andhra Pradesh,2012,OTHER PLACES,61,41961107,315,34368852,1762,106401947,14636,683907659
Andhra Pradesh,2012,TOTAL (MANUAL),131,118748535,668,83129996,8442,532043190,27475,1213433369
Arunachal Pradesh,2001,RESIDENTIAL PREMISES,9,5013452,26,628763,99,1869707,131,4033414
Arunachal Pradesh,2001,HIGH-WAY,0,0,0,0,0,0,8,575000
Arunachal Pradesh,2001,RIVER & SEA,0,0,0,0,0,0,1,10000
Arunachal Pradesh,2001,RAILWAYS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,RUNNING TRAINS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,OTHERS RLY.,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,BANKS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,COMMERCIAL ESTABLISHMENTS,5,172416,18,347770,84,1992786,54,819066
Arunachal Pradesh,2001,OTHER PLACES,8,782000,40,1558906,65,1069411,249,6958133
Arunachal Pradesh,2001,TOTAL (MANUAL),22,5967868,84,2535439,248,4931904,443,12395613
Arunachal Pradesh,2001,TOTAL COMPUTER FROM 1 TO 7,22,5967868,84,2535439,248,4931904,443,12395613
Arunachal Pradesh,2002,RESIDENTIAL PREMISES,18,453392,75,1692297,195,7311380,297,13991023
Arunachal Pradesh,2002,HIGH-WAY,0,0,1,300000,0,0,2,25200
Arunachal Pradesh,2002,RIVER & SEA,0,0,0,0,0,0,1,30000
Arunachal Pradesh,2002,RAILWAYS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,RUNNING TRAINS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,OTHERS RLY.,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,BANKS,1,3058350,0,0,0,0,0,0
Arunachal Pradesh,2002,COMMERCIAL ESTABLISHMENTS,1,25000,14,109140,34,450906,40,731684
Arunachal Pradesh,2002,OTHER PLACES,2,109600,6,229370,20,295355,55,1996128
Arunachal Pradesh,2002,TOTAL (MANUAL),22,3646342,96,2330807,249,8057641,395,16774035
Arunachal Pradesh,2002,TOTAL COMPUTER FROM 1 TO 7,22,3646342,96,2330807,249,8057641,395,16774035
Arunachal Pradesh,2003,RESIDENTIAL PREMISES,19,667114,29,227880,139,14979608,173,9461735
Arunachal Pradesh,2003,HIGH-WAY,2,157860,3,36840,3,3606,18,23388
Arunachal Pradesh,2003,RIVER & SEA,0,0,0,0,0,0,0,0
Arunachal Pradesh,2003,RAILWAYS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2003,RUNNING TRAINS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2003,OTHERS RLY.,0,0,0,0,0,0,0,0
Arunachal Pradesh,2003,BANKS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2003,COMMERCIAL ESTABLISHMENTS,0,0,9,34940,34,759620,53,844891
Arunachal Pradesh,2003,OTHER PLACES,16,1414940,19,982650,77,2371345,126,4293136
Arunachal Pradesh,2003,TOTAL (MANUAL),37,2239914,60,1282310,253,18114179,370,14623150
Arunachal Pradesh,2004,RESIDENTIAL PREMISES,8,94965,12,159867,94,2893236,147,4998870
Arunachal Pradesh,2004,HIGH-WAY,3,176000,4,476927,1,61000,9,189700
Arunachal Pradesh,2004,RIVER & SEA,0,0,0,0,0,0,0,0
Arunachal Pradesh,2004,RAILWAYS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2004,RUNNING TRAINS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2004,OTHERS RLY.,0,0,0,0,0,0,0,0
Arunachal Pradesh,2004,BANKS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2004,COMMERCIAL ESTABLISHMENTS,1,52000,7,152827,44,1342422,56,3869473
Arunachal Pradesh,2004,OTHER PLACES,18,4027708,22,163420,76,2453914,176,2186250
Arunachal Pradesh,2004,TOTAL (MANUAL),30,4350673,45,953041,215,6750572,388,11244293
Arunachal Pradesh,2005,RESIDENTIAL PREMISES,10,1549080,18,379799,142,3983116,241,7787405
Arunachal Pradesh,2005,HIGH-WAY,0,0,5,205700,0,0,10,991200
Arunachal Pradesh,2005,RIVER & SEA,0,0,0,0,0,0,0,0
Arunachal Pradesh,2005,RAILWAYS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2005,RUNNING TRAINS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2005,OTHERS RLY.,0,0,0,0,0,0,0,0
Arunachal Pradesh,2005,BANKS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2005,COMMERCIAL ESTABLISHMENTS,5,179500,13,289150,72,2400147,99,2674532
Arunachal Pradesh,2005,OTHER PLACES,8,260390,41,794028,49,891984,181,23687470
Arunachal Pradesh,2005,TOTAL (MANUAL),23,1988970,77,1668677,263,7275247,531,35140607
Arunachal Pradesh,2005,TOTAL COMPUTER FROM 1 TO 7,23,1988970,77,1668677,263,7275247,531,35140607
Arunachal Pradesh,2006,RESIDENTIAL PREMISES,15,385400,30,312957,113,3438225,193,7197735
Arunachal Pradesh,2006,HIGH-WAY,3,102000,12,751100,0,0,10,143500
Arunachal Pradesh,2006,RIVER & SEA,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,RAILWAYS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,RUNNING TRAINS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,OTHERS RLY.,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,BANKS,0,0,0,0,1,7000,0,0
Arunachal Pradesh,2006,COMMERCIAL ESTABLISHMENTS,3,33203,12,363220,54,3683412,67,4716016
Arunachal Pradesh,2006,OTHER PLACES,7,155000,20,1101133,89,5539319,181,5989643
Arunachal Pradesh,2006,TOTAL (MANUAL),28,675603,74,2528410,257,12667956,451,18046894
Arunachal Pradesh,2007,RESIDENTIAL PREMISES,5,378700,30,927245,110,3900957,232,13171516
Arunachal Pradesh,2007,HIGH-WAY,2,20100,6,87000,0,0,23,2554410
Arunachal Pradesh,2007,RIVER & SEA,0,0,0,0,0,0,0,0
Arunachal Pradesh,2007,RAILWAYS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2007,RUNNING TRAINS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2007,OTHERS RLY.,0,0,0,0,0,0,0,0
Arunachal Pradesh,2007,BANKS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2007,COMMERCIAL ESTABLISHMENTS,1,180000,18,1273953,65,3426414,82,1866405
Arunachal Pradesh,2007,OTHER PLACES,8,1046890,21,1036210,65,3984285,176,10826413
Arunachal Pradesh,2007,TOTAL (MANUAL),16,1625690,75,3324408,240,11311656,513,28418744
Arunachal Pradesh,2008,RESIDENTIAL PREMISES,3,70900,22,332981,96,2617156,135,1982351
Arunachal Pradesh,2008,HIGH-WAY,0,0,8,76489,0,0,7,202000
Arunachal Pradesh,2008,RIVER & SEA,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,RAILWAYS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,RUNNING TRAINS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,OTHERS RLY.,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,BANKS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,COMMERCIAL ESTABLISHMENTS,4,50000,28,58100,74,1650190,66,1502000
Arunachal Pradesh,2008,OTHER PLACES,7,1002320,21,815340,75,2888808,237,48021543
Arunachal Pradesh,2008,TOTAL (MANUAL),14,1123220,79,1282910,245,7156154,445,51707894
Arunachal Pradesh,2009,RESIDENTIAL PREMISES,11,557900,12,371400,99,7378865,140,13441190
Arunachal Pradesh,2009,HIGH-WAY,1,25000,5,220500,0,0,7,48000
Arunachal Pradesh,2009,RIVER & SEA,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,RAILWAYS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,RUNNING TRAINS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,OTHERS RLY.,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,BANKS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,COMMERCIAL ESTABLISHMENTS,0,0,8,676900,27,605680,48,3293200
Arunachal Pradesh,2009,OTHER PLACES,8,3917700,30,770340,75,151741951,186,14382217
Arunachal Pradesh,2009,TOTAL (MANUAL),20,4500600,55,2039140,201,159726496,381,31164607
Arunachal Pradesh,2010,RESIDENTIAL PREMISES,10,707500,33,2634275,102,5776607,273,18660723
Arunachal Pradesh,2010,HIGH-WAY,0,0,3,17400,3,1253610,7,512207
Arunachal Pradesh,2010,RIVER & SEA,0,0,0,0,0,0,1,7000
Arunachal Pradesh,2010,RAILWAYS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,RUNNING TRAINS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,OTHERS RLY.,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,BANKS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,COMMERCIAL ESTABLISHMENTS,2,195000,11,203800,49,3162063,48,4813888
Arunachal Pradesh,2010,OTHER PLACES,3,355830,22,1646630,57,3230961,116,15042814
Arunachal Pradesh,2010,TOTAL (MANUAL),15,1258330,69,4502105,211,13423241,445,39036632
Arunachal Pradesh,2011,RESIDENTIAL PREMISES,4,2216450,22,2879867,83,29692212,159,25035647
Arunachal Pradesh,2011,HIGH-WAY,5,2620617,7,1503670,2,175000,23,5210073
Arunachal Pradesh,2011,RIVER & SEA,0,0,1,250000,0,0,0,0
Arunachal Pradesh,2011,RAILWAYS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,RUNNING TRAINS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,OTHERS RLY.,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,BANKS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,COMMERCIAL ESTABLISHMENTS,1,210497000,10,922700,58,3989074,91,10188713
Arunachal Pradesh,2011,OTHER PLACES,3,1707000,24,3151833,40,7160509,141,119291750
Arunachal Pradesh,2011,TOTAL (MANUAL),13,217041067,64,8708070,183,41016795,414,159726183
Arunachal Pradesh,2012,RESIDENTIAL PREMISES,7,515400,12,67520,77,12060364,122,6748956
Arunachal Pradesh,2012,HIGH-WAY,3,91499,15,11280,0,0,4,227000
Arunachal Pradesh,2012,RIVER & SEA,0,0,0,0,0,0,1,65000
Arunachal Pradesh,2012,RAILWAYS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,RUNNING TRAINS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,OTHERS RLY.,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,BANKS,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,COMMERCIAL ESTABLISHMENTS,6,2928000,16,280061,59,3595863,54,9899224
Arunachal Pradesh,2012,OTHER PLACES,4,497600,22,428500,79,3503723,221,14605063
Arunachal Pradesh,2012,TOTAL (MANUAL),20,4032499,65,787361,215,19159950,402,31545243
Arunachal Pradesh,2012,TOTAL COMPUTER FROM 1 TO 7,20,4032499,65,787361,215,19159950,402,31545243
Assam,2001,RESIDENTIAL PREMISES,381,9010302,191,4630641,1695,13873878,2901,19947427
Assam,2001,HIGH-WAY,46,2023060,136,2968810,7,198947,87,1204993
Assam,2001,RIVER & SEA,1,65260,0,0,0,0,8,34874
Assam,2001,RAILWAYS,4,107000,5,53000,3,85263,39,153730
Assam,2001,RUNNING TRAINS,0,0,0,0,0,0,1,1150
Assam,2001,OTHERS RLY.,4,107000,5,53000,3,85263,38,152580
Assam,2001,BANKS,1,330000,11,1130811,5,142105,23,206896
Assam,2001,COMMERCIAL ESTABLISHMENTS,22,746513,83,1236165,442,4772217,967,5790188
Assam,2001,OTHER PLACES,77,3630010,261,6317501,271,2394545,1342,10885721
Assam,2001,TOTAL (MANUAL),532,15912145,687,16336928,2423,21466955,5367,38223829
Assam,2001,TOTAL COMPUTER FROM 1 TO 7,532,15912145,687,16336928,2423,21466955,5367,38223829
Assam,2002,RESIDENTIAL PREMISES,312,8568056,271,3653763,1635,16469745,3108,22493016
Assam,2002,HIGH-WAY,49,1561669,81,3094428,0,0,64,1304015
Assam,2002,RIVER & SEA,2,34048,0,0,2,65780,4,64216
Assam,2002,RAILWAYS,3,51564,11,73532,88,99713,185,1294025
Assam,2002,RUNNING TRAINS,0,0,0,0,3,8000,20,95025
Assam,2002,OTHERS RLY.,3,51564,11,73532,85,91713,165,1199000
Assam,2002,BANKS,3,1001500,1,7000,0,0,5,31000
Assam,2002,COMMERCIAL ESTABLISHMENTS,48,2109558,88,2327008,475,4202682,727,10018951
Assam,2002,OTHER PLACES,56,1173010,155,3889531,304,1308630,1462,30355405
Assam,2002,TOTAL (MANUAL),473,14499405,607,13045262,2504,22146550,5555,65560628
Assam,2002,TOTAL COMPUTER FROM 1 TO 7,473,14499405,607,13045262,2504,22146550,5555,65560628
Assam,2003,RESIDENTIAL PREMISES,302,9648405,158,5440923,1548,10350501,2432,41724059
Assam,2003,HIGH-WAY,48,2595212,95,3649885,50,1431212,167,4794090
Assam,2003,RIVER & SEA,4,77275,0,0,1,825,2,5641
Assam,2003,RAILWAYS,0,0,0,0,5,17246,35,4294336
Assam,2003,RUNNING TRAINS,0,0,0,0,0,0,0,0
Assam,2003,OTHERS RLY.,0,0,0,0,5,17246,35,4294336
Assam,2003,BANKS,0,0,0,0,0,0,0,0
Assam,2003,COMMERCIAL ESTABLISHMENTS,20,1281696,65,1964352,628,5583876,1257,21185638
Assam,2003,OTHER PLACES,97,3870923,205,4946512,374,2457663,1632,25121406
Assam,2003,TOTAL (MANUAL),471,17473511,523,16001672,2606,19841323,5525,97125170
Assam,2003,TOTAL COMPUTER FROM 1 TO 7,471,17473511,523,16001672,2606,19841323,5525,97125170
Assam,2004,RESIDENTIAL PREMISES,208,7542340,131,2395564,1485,16848245,2772,34130831
Assam,2004,HIGH-WAY,49,1016873,123,3327569,20,985500,73,2743150
Assam,2004,RIVER & SEA,2,43500,0,0,1,8000,10,61000
Assam,2004,RAILWAYS,2,19965,6,125400,4,63624,110,467164
Assam,2004,RUNNING TRAINS,0,0,3,50400,0,0,53,121500
Assam,2004,OTHERS RLY.,2,19965,3,75000,4,63624,57,345664
Assam,2004,BANKS,0,0,0,0,0,0,0,0
Assam,2004,COMMERCIAL ESTABLISHMENTS,38,2571619,81,2347862,333,19718993,633,6561280
Assam,2004,OTHER PLACES,61,4542879,164,4423153,701,8600182,2268,31724985
Assam,2004,TOTAL (MANUAL),360,15737176,505,12619548,2544,46224544,5866,75688410
Assam,2005,RESIDENTIAL PREMISES,213,10578276,128,3535422,1145,14834729,2845,51559897
Assam,2005,HIGH-WAY,43,3583242,76,2329560,24,595940,214,1975500
Assam,2005,RIVER & SEA,1,75000,5,287700,0,0,4,155000
Assam,2005,RAILWAYS,2,135000,16,245000,2,9129,66,1131339
Assam,2005,RUNNING TRAINS,0,0,3,70000,0,0,10,273340
Assam,2005,OTHERS RLY.,2,135000,13,175000,2,9129,56,857999
Assam,2005,BANKS,3,409881,0,0,1,24000,2,215000
Assam,2005,COMMERCIAL ESTABLISHMENTS,14,1086098,29,1241763,501,5746407,1054,6280881
Assam,2005,OTHER PLACES,58,4284886,197,5411288,582,8248224,2184,55019834
Assam,2005,TOTAL (MANUAL),334,20152383,451,13050733,2255,29458429,6369,116337451
Assam,2005,TOTAL COMPUTER FROM 1 TO 7,334,20152383,451,13050733,2255,29458429,6369,116337451
Assam,2006,RESIDENTIAL PREMISES,208,9325491,195,2977012,1690,10027041,3645,52835168
Assam,2006,HIGH-WAY,36,3732700,91,2174135,42,1677750,95,13324023
Assam,2006,RIVER & SEA,1,75000,3,255000,0,0,2,110000
Assam,2006,RAILWAYS,6,1732400,4,130000,57,517225,603,16622532
Assam,2006,RUNNING TRAINS,3,134200,0,0,0,0,5,52420
