column_a,column_b,column_c,column_d,column_e,column_f,column_g,column_h,column_i,column_j,column_k
STATE/UT,YEAR,Place Of Occurrence,Dacoity (Section 395-398 IPC) - Number of cases registered,Dacoity (Section 395-398 IPC) - Value Of Property Stolen (in rupees),"Robbery(Section 392-394, 397, 398 IPC) - Number of cases registered","Robbery(Section 392-394, 397, 398 IPC) - Value Of Property Stolen (in rupees)","Burglary(Section 449-452, 454, 455, 457-460 IPC) - Number of cases registered","Burglary(Section 449-452, 454, 455, 457-460 IPC) - Value Of Property Stolen (in rupees)",Theft (Section 379-382 IPC) - Number of cases registered,Theft (Section 379-382 IPC) - Value Of Property Stolen (in rupees)
Goa,2005,HIGH-WAY,0,0,7,1913000,0,0,9,175430
Goa,2005,RIVER & SEA,0,0,0,0,0,0,0,0
Goa,2005,RAILWAYS,0,0,0,0,1,27250,7,171800
Goa,2005,RUNNING TRAINS,0,0,0,0,0,0,3,116800
Goa,2005,OTHERS RLY.,0,0,0,0,1,27250,4,55000
Goa,2005,BANKS,0,0,2,0,3,2990,1,0
Goa,2005,COMMERCIAL ESTABLISHMENTS,1,3200,5,411151,88,6038629,70,7055867
Goa,2005,OTHER PLACES,1,2074374,11,1035290,48,2870714,338,18721264
Goa,2005,TOTAL (MANUAL),2,2077574,28,3378441,265,13803082,495,29695016
Goa,2006,RESIDENTIAL PREMISES,5,679900,4,75650,121,7897200,66,3205465
Goa,2006,HIGH-WAY,0,0,3,1007500,0,0,5,885000
Goa,2006,RIVER & SEA,0,0,0,0,0,0,1,3000
Goa,2006,RAILWAYS,0,0,0,0,0,0,2,130000
Goa,2006,RUNNING TRAINS,0,0,0,0,0,0,1,50000
Goa,2006,OTHERS RLY.,0,0,0,0,0,0,1,80000
Goa,2006,BANKS,0,0,0,0,7,300,1,444571
Goa,2006,COMMERCIAL ESTABLISHMENTS,0,0,2,864500,75,9010143,38,843493
Goa,2006,OTHER PLACES,2,61581,8,1502150,49,1552506,381,31260825
Goa,2006,TOTAL (MANUAL),7,741481,17,3449800,252,18460149,494,36772354
Goa,2007,RESIDENTIAL PREMISES,2,25800,1,35500,144,11352628,66,3153003
Goa,2007,HIGH-WAY,2,4702550,2,5391878,0,0,5,2597000
Goa,2007,RIVER & SEA,0,0,0,0,0,0,2,521000
Goa,2007,RAILWAYS,0,0,0,0,0,0,5,237324
Goa,2007,RUNNING TRAINS,0,0,0,0,0,0,1,24000
Goa,2007,OTHERS RLY.,0,0,0,0,0,0,4,213324
Goa,2007,BANKS,0,0,0,0,10,260968,1,448598
Goa,2007,COMMERCIAL ESTABLISHMENTS,2,8854000,3,182000,69,11767751,46,5200331
Goa,2007,OTHER PLACES,1,15000,16,838242,69,3582053,369,26255255
Goa,2007,TOTAL (MANUAL),7,13597350,22,6447620,292,26963400,494,38412511
Goa,2008,RESIDENTIAL PREMISES,0,0,3,61400,173,10842544,81,6192738
Goa,2008,HIGH-WAY,1,4500,1,20000,0,0,2,31766
Goa,2008,RIVER & SEA,0,0,0,0,0,0,4,935000
Goa,2008,RAILWAYS,0,0,0,0,0,0,8,161930
Goa,2008,RUNNING TRAINS,0,0,0,0,0,0,3,83400
Goa,2008,OTHERS RLY.,0,0,0,0,0,0,5,78530
Goa,2008,BANKS,0,0,0,0,2,25000,0,0
Goa,2008,COMMERCIAL ESTABLISHMENTS,1,0,0,0,98,7253005,47,6446115
Goa,2008,OTHER PLACES,1,1600,19,2229980,29,1050173,459,37563920
Goa,2008,TOTAL (MANUAL),3,6100,23,2311380,302,19170722,601,51331469
Goa,2008,TOTAL COMPUTER FROM 1 TO 7,3,6100,23,2311380,302,19170722,601,51331469
Goa,2009,RESIDENTIAL PREMISES,3,2252300,3,165500,190,22959413,115,8113624
Goa,2009,HIGH-WAY,1,3000,3,2506880,0,0,9,1330870
Goa,2009,RIVER & SEA,0,0,0,0,0,0,0,0
Goa,2009,RAILWAYS,0,0,1,5800,0,0,6,356930
Goa,2009,RUNNING TRAINS,0,0,0,0,0,0,1,49000
Goa,2009,OTHERS RLY.,0,0,1,5800,0,0,5,307930
Goa,2009,BANKS,0,0,1,0,3,0,0,0
Goa,2009,COMMERCIAL ESTABLISHMENTS,0,0,2,395000,64,6497717,69,4079799
Goa,2009,OTHER PLACES,0,0,20,1078900,37,3968410,659,42629327
Goa,2009,TOTAL (MANUAL),4,2255300,30,4152080,294,33425540,858,56510550
Goa,2010,RESIDENTIAL PREMISES,1,120000,4,235000,202,21738038,154,8423298
Goa,2010,HIGH-WAY,0,0,12,3625550,0,0,17,1480767
Goa,2010,RIVER & SEA,0,0,0,0,0,0,3,87500
Goa,2010,RAILWAYS,0,0,0,0,0,0,19,1267647
Goa,2010,RUNNING TRAINS,0,0,0,0,0,0,13,939747
Goa,2010,OTHERS RLY.,0,0,0,0,0,0,6,327900
Goa,2010,BANKS,0,0,0,0,3,21600,5,778500
Goa,2010,COMMERCIAL ESTABLISHMENTS,0,0,2,30000,76,7522066,83,4269410
Goa,2010,OTHER PLACES,1,150000,21,1951750,87,6630509,753,114504172
Goa,2010,TOTAL (MANUAL),2,270000,39,5842300,368,35912213,1034,130811294
Goa,2011,RESIDENTIAL PREMISES,1,66000,8,1601500,193,23987653,220,27252323
Goa,2011,HIGH-WAY,0,0,3,707700,0,0,9,3395050
Goa,2011,RIVER & SEA,0,0,1,18000,0,0,0,0
Goa,2011,RAILWAYS,1,4000,2,23300,0,0,21,2044970
Goa,2011,RUNNING TRAINS,0,0,1,21500,0,0,18,2004470
Goa,2011,OTHERS RLY.,1,4000,1,1800,0,0,3,40500
Goa,2011,BANKS,0,0,0,0,6,0,7,3530500
Goa,2011,COMMERCIAL ESTABLISHMENTS,0,0,2,12003100,63,9365495,91,5606009
Goa,2011,OTHER PLACES,0,0,10,280700,56,4208445,767,72405368
Goa,2011,TOTAL (MANUAL),2,70000,26,14634300,318,37561593,1115,114234220
Goa,2012,RESIDENTIAL PREMISES,2,527000,9,1074925,212,23823650,150,11294960
Goa,2012,HIGH-WAY,0,0,2,6820,0,0,10,986300
Goa,2012,RIVER & SEA,0,0,0,0,0,0,0,0
Goa,2012,RAILWAYS,0,0,0,0,0,0,26,2262800
Goa,2012,RUNNING TRAINS,0,0,0,0,0,0,25,2189800
Goa,2012,OTHERS RLY.,0,0,0,0,0,0,1,73000
Goa,2012,BANKS,0,0,0,0,5,0,2,0
Goa,2012,COMMERCIAL ESTABLISHMENTS,1,116000,0,0,73,11257578,104,17916410
Goa,2012,OTHER PLACES,3,475000,14,1162550,66,7682520,623,69726030
Goa,2012,TOTAL (MANUAL),6,1118000,25,2244295,356,42763748,915,102186500
Gujarat,2001,RESIDENTIAL PREMISES,105,6478490,181,4414404,3217,81688502,3639,95783719
Gujarat,2001,HIGH-WAY,58,23539797,113,9888775,2,9043,116,6237108
Gujarat,2001,RIVER & SEA,2,195000,5,123985,0,0,12,2825104
Gujarat,2001,RAILWAYS,6,965660,52,1219785,0,0,356,6051680
Gujarat,2001,RUNNING TRAINS,6,965660,51,1219385,0,0,355,6049517
Gujarat,2001,OTHERS RLY.,0,0,1,400,0,0,1,2163
Gujarat,2001,BANKS,2,928000,4,136612,32,79790,15,323600
Gujarat,2001,COMMERCIAL ESTABLISHMENTS,39,17135731,70,8882371,889,28607711,1343,47999579
Gujarat,2001,OTHER PLACES,115,13164612,566,15856401,1002,31265112,10353,263091819
Gujarat,2001,TOTAL (MANUAL),327,62407290,991,40522333,5142,141650158,15834,422312609
Gujarat,2001,TOTAL COMPUTER FROM 1 TO 7,327,62407290,991,40522333,5142,141650158,15834,422312609
Gujarat,2002,RESIDENTIAL PREMISES,283,491727063,231,8470660,3350,125322496,3388,96717390
Gujarat,2002,HIGH-WAY,75,26928113,134,9639176,1,76000,150,11346334
Gujarat,2002,RIVER & SEA,0,0,0,0,0,0,4,468800
Gujarat,2002,RAILWAYS,4,9051650,61,796344,26,809709,342,5859071
Gujarat,2002,RUNNING TRAINS,0,0,1,1450,26,809709,340,5825471
Gujarat,2002,OTHERS RLY.,4,9051650,60,794894,0,0,2,33600
Gujarat,2002,BANKS,0,0,3,1397092,30,1359198,6,157600
Gujarat,2002,COMMERCIAL ESTABLISHMENTS,127,191301677,90,11938914,976,36851227,1352,37122213
Gujarat,2002,OTHER PLACES,315,665982188,579,18202361,944,16730444,10500,251495501
Gujarat,2002,TOTAL (MANUAL),804,1384990691,1098,50444547,5327,181149074,15742,403166909
Gujarat,2002,TOTAL COMPUTER FROM 1 TO 7,804,1384990691,1098,50444547,5327,181149074,15742,403166909
Gujarat,2003,RESIDENTIAL PREMISES,90,20564914,233,14961707,3774,116941453,4150,125693925
Gujarat,2003,HIGH-WAY,62,17016077,123,7925003,5,781815,148,12391380
Gujarat,2003,RIVER & SEA,0,0,2,3400,2,150450,6,23262
Gujarat,2003,RAILWAYS,10,181570,89,1057100,0,0,1178,13727143
Gujarat,2003,RUNNING TRAINS,10,181570,89,1057100,0,0,380,6372835
Gujarat,2003,OTHERS RLY.,0,0,0,0,0,0,798,7354308
Gujarat,2003,BANKS,4,3000,2,401331,33,2762536,25,983323
Gujarat,2003,COMMERCIAL ESTABLISHMENTS,40,3385235,137,6261274,930,36876704,2356,35889453
Gujarat,2003,OTHER PLACES,132,17444010,681,17553759,1100,29371319,11441,326451560
Gujarat,2003,TOTAL (MANUAL),338,58594806,1267,48163574,5844,186884277,19304,515160046
Gujarat,2003,TOTAL COMPUTER FROM 1 TO 7,338,58594806,1267,48163574,5844,186884277,19304,515160046
Gujarat,2004,RESIDENTIAL PREMISES,97,8253584,227,8832107,3705,145373683,3825,92172975
Gujarat,2004,HIGH-WAY,76,34457086,114,28895640,1,5000,118,17226549
Gujarat,2004,RIVER & SEA,1,200000,0,0,0,0,9,597584
Gujarat,2004,RAILWAYS,5,132700,109,1380926,0,0,517,11949784
Gujarat,2004,RUNNING TRAINS,5,132700,109,1380926,0,0,515,11924264
Gujarat,2004,OTHERS RLY.,0,0,0,0,0,0,2,25520
Gujarat,2004,BANKS,3,1066459,3,702750,15,1000,18,2578528
Gujarat,2004,COMMERCIAL ESTABLISHMENTS,36,46494206,83,10866699,1039,39422212,2223,53758117
Gujarat,2004,OTHER PLACES,142,18306757,600,51291002,1068,26581557,11841,301654253
Gujarat,2004,TOTAL (MANUAL),360,108910792,1136,101969124,5828,211383452,18551,479937790
Gujarat,2005,RESIDENTIAL PREMISES,82,6106388,175,5641774,3306,137948936,4137,121424277
Gujarat,2005,HIGH-WAY,44,7587811,104,15923172,5,180050,95,4888478
Gujarat,2005,RIVER & SEA,0,0,1,6800,0,0,28,444795
Gujarat,2005,RAILWAYS,2,124500,47,430753,0,0,917,17753124
Gujarat,2005,RUNNING TRAINS,2,124500,25,330173,0,0,300,11543476
Gujarat,2005,OTHERS RLY.,0,0,22,100580,0,0,617,6209648
Gujarat,2005,BANKS,0,0,1,10000,14,79500,22,1754993
Gujarat,2005,COMMERCIAL ESTABLISHMENTS,40,4706252,71,6656789,996,38118473,3021,72479416
Gujarat,2005,OTHER PLACES,114,13747633,567,31431279,1011,78046345,9744,269749821
Gujarat,2005,TOTAL (MANUAL),282,32272584,966,60100567,5332,254373304,17964,488494904
Gujarat,2005,TOTAL COMPUTER FROM 1 TO 7,282,32272584,966,60100567,5332,254373304,17964,488494904
Gujarat,2006,RESIDENTIAL PREMISES,77,6075881,192,6572095,3241,194215115,4060,112983391
Gujarat,2006,HIGH-WAY,51,17552813,96,15439540,26,688739,81,8043234
Gujarat,2006,RIVER & SEA,1,16600,0,0,0,0,9,74932
Gujarat,2006,RAILWAYS,4,375850,58,689765,0,0,813,12920024
Gujarat,2006,RUNNING TRAINS,3,215850,34,497560,0,0,332,8624596
Gujarat,2006,OTHERS RLY.,1,160000,24,192205,0,0,481,4295428
Gujarat,2006,BANKS,0,0,0,0,29,2657542,18,881021
Gujarat,2006,COMMERCIAL ESTABLISHMENTS,28,18459042,103,4515382,1109,59514604,2859,86774054
Gujarat,2006,OTHER PLACES,129,14292525,521,18271111,1125,42351287,10635,1011543684
Gujarat,2006,TOTAL (MANUAL),290,56772711,970,45487893,5530,299427287,18475,1233220340
Gujarat,2007,RESIDENTIAL PREMISES,75,5191062,178,6095671,2956,108695415,4161,122655022
Gujarat,2007,HIGH-WAY,37,34860805,68,8104235,8,342113,79,5476486
Gujarat,2007,RIVER & SEA,0,0,1,250,0,0,12,91525
Gujarat,2007,RAILWAYS,8,400240,35,278450,0,0,738,13322453
Gujarat,2007,RUNNING TRAINS,7,400240,14,254750,0,0,308,8311306
Gujarat,2007,OTHERS RLY.,1,0,21,23700,0,0,430,5011147
Gujarat,2007,BANKS,4,893200,1,2263000,26,817774,26,999900
Gujarat,2007,COMMERCIAL ESTABLISHMENTS,21,4396930,48,10235428,909,43591368,2652,121655387
Gujarat,2007,OTHER PLACES,100,23878351,764,27115930,971,86958836,10496,369255773
Gujarat,2007,TOTAL (MANUAL),245,69620588,1095,54092964,4870,240405506,18164,633456546
Gujarat,2008,RESIDENTIAL PREMISES,87,6026625,201,5506969,2932,144840383,4194,103540730
Gujarat,2008,HIGH-WAY,34,11816743,58,12140479,7,301243,79,12507588
Gujarat,2008,RIVER & SEA,1,23000,2,725000,0,0,4,30150
Gujarat,2008,RAILWAYS,4,38125,13,116780,0,0,779,14037161
Gujarat,2008,RUNNING TRAINS,4,38125,3,78900,0,0,309,10421443
Gujarat,2008,OTHERS RLY.,0,0,10,37880,0,0,470,3615718
Gujarat,2008,BANKS,0,0,2,200000,20,2084751,19,976380
Gujarat,2008,COMMERCIAL ESTABLISHMENTS,25,14113207,133,6673916,949,61496444,2411,75114454
Gujarat,2008,OTHER PLACES,105,15499280,913,32161598,1145,130678970,13229,511435719
Gujarat,2008,TOTAL (MANUAL),256,47516980,1322,57524742,5053,339401791,20715,717642182
Gujarat,2009,RESIDENTIAL PREMISES,79,22310415,132,8778048,2673,155326896,4407,153090999
Gujarat,2009,HIGH-WAY,15,20768732,60,11090467,5,164316,202,14274593
Gujarat,2009,RIVER & SEA,0,0,1,205000,0,0,8,282800
Gujarat,2009,RAILWAYS,8,107300,11,791750,0,0,615,15767539
Gujarat,2009,RUNNING TRAINS,5,27300,5,55050,0,0,197,11748850
Gujarat,2009,OTHERS RLY.,3,80000,6,736700,0,0,418,4018689
Gujarat,2009,BANKS,1,40000,5,2203686,20,1008010,24,984350
Gujarat,2009,COMMERCIAL ESTABLISHMENTS,18,12334547,69,6615752,787,50195295,1795,106083916
Gujarat,2009,OTHER PLACES,125,18173856,1142,46216755,1003,77494472,12618,559412600
Gujarat,2009,TOTAL (MANUAL),246,73734850,1420,75901458,4488,284188989,19669,849896797
Gujarat,2010,RESIDENTIAL PREMISES,38,2651617,130,13603588,2441,168536310,3672,168697145
Gujarat,2010,HIGH-WAY,21,10663010,54,5433874,5,32390,107,12277499
Gujarat,2010,RIVER & SEA,0,0,1,3200,0,0,13,234540
Gujarat,2010,RAILWAYS,3,54500,13,86570,2,17500,500,13467785
Gujarat,2010,RUNNING TRAINS,3,54500,7,62350,0,0,190,8649462
Gujarat,2010,OTHERS RLY.,0,0,6,24220,2,17500,310,4818323
Gujarat,2010,BANKS,0,0,2,25000,13,1951612,18,1566935
Gujarat,2010,COMMERCIAL ESTABLISHMENTS,20,13182446,62,21644986,699,64474393,1735,79407534
Gujarat,2010,OTHER PLACES,104,81237355,1122,65560404,911,45840199,10749,548897983
Gujarat,2010,TOTAL (MANUAL),186,107788928,1384,106357622,4071,280852404,16794,824549421
Gujarat,2011,RESIDENTIAL PREMISES,59,9691090,218,11999765,2351,187603453,3332,238137400
Gujarat,2011,HIGH-WAY,23,10453764,49,7179461,5,75590,68,13635118
Gujarat,2011,RIVER & SEA,3,1897000,3,48650,0,0,6,69640
Gujarat,2011,RAILWAYS,1,4717000,12,77360,0,0,747,23739981
Gujarat,2011,RUNNING TRAINS,0,0,4,50650,0,0,256,15864772
Gujarat,2011,OTHERS RLY.,1,4717000,8,26710,0,0,491,7875209
Gujarat,2011,BANKS,1,2955082,3,4328836,19,233450,33,2822606
Gujarat,2011,COMMERCIAL ESTABLISHMENTS,20,3294715,41,4361108,660,65449349,1297,83277897
Gujarat,2011,OTHER PLACES,114,45667608,1042,75739015,1474,115995872,10560,766339340
Gujarat,2011,TOTAL (MANUAL),221,78676259,1368,103734195,4509,369357714,16043,1128021982
Gujarat,2012,RESIDENTIAL PREMISES,94,29964590,147,22132722,2689,235437096,3684,266930799
Gujarat,2012,HIGH-WAY,32,23328560,66,26454996,0,0,227,38874564
Gujarat,2012,RIVER & SEA,0,0,0,0,2,142000,5,35753676
Gujarat,2012,RAILWAYS,4,535750,14,580185,0,0,605,31132311
Gujarat,2012,RUNNING TRAINS,2,31500,2,54700,0,0,301,19538656
Gujarat,2012,OTHERS RLY.,2,504250,12,525485,0,0,304,11593655
Gujarat,2012,BANKS,0,0,2,571000,17,2549571,12,510535
Gujarat,2012,COMMERCIAL ESTABLISHMENTS,31,22500943,56,6332251,839,98680527,1971,245314052
Gujarat,2012,OTHER PLACES,126,13591875,1081,81596217,1148,158259043,9448,649807894
Gujarat,2012,TOTAL (MANUAL),287,89921718,1366,137667371,4695,495068237,15952,1268323831
Gujarat,2012,TOTAL COMPUTER FROM 1 TO 7,287,89921718,1366,137667371,4695,495068237,15952,1268323831
Haryana,2001,RESIDENTIAL PREMISES,25,2319600,52,3184425,2072,46563466,1930,73126074
Haryana,2001,HIGH-WAY,11,2016060,71,12140437,12,97000,88,2325700
Haryana,2001,RIVER & SEA,0,0,0,0,0,0,0,0
Haryana,2001,RAILWAYS,0,0,8,161896,72,1383681,402,15871158
Haryana,2001,RUNNING TRAINS,0,0,5,139896,2,1939,169,3576170
Haryana,2001,OTHERS RLY.,0,0,3,22000,70,1381742,233,12294988
Haryana,2001,BANKS,0,0,2,125884,19,105500,1,1000
Haryana,2001,COMMERCIAL ESTABLISHMENTS,5,305000,54,2844216,534,11520348,684,20681872
Haryana,2001,OTHER PLACES,36,15827381,210,20495477,400,4906548,3012,115818525
Haryana,2001,TOTAL (MANUAL),77,20468041,397,38952335,3109,64576543,6117,227824329
Haryana,2001,TOTAL COMPUTER FROM 1 TO 7,77,20468041,397,38952335,3109,64576543,6117,227824329
Haryana,2002,RESIDENTIAL PREMISES,21,1691500,55,5806509,2009,44813676,2394,77067248
Haryana,2002,HIGH-WAY,10,9163600,51,13059580,11,103500,95,2480785
Haryana,2002,RIVER & SEA,0,0,0,0,0,0,1,20000
Haryana,2002,RAILWAYS,1,55000,3,47500,2,4300,203,3844101
Haryana,2002,RUNNING TRAINS,1,55000,1,2500,2,4300,36,795306
Haryana,2002,OTHERS RLY.,0,0,2,45000,0,0,167,3048795
Haryana,2002,BANKS,1,58738,2,280760,26,103375,0,0
Haryana,2002,COMMERCIAL ESTABLISHMENTS,3,105000,42,5477765,589,11345166,824,29716546
Haryana,2002,OTHER PLACES,25,8566392,177,25670684,411,9947633,2445,119876094
Haryana,2002,TOTAL (MANUAL),61,19640230,330,50342798,3048,66317650,5962,233004774
Haryana,2003,RESIDENTIAL PREMISES,9,2213440,20,4189557,1868,45395584,2163,78665343
Haryana,2003,HIGH-WAY,9,2997548,48,7851963,91,3102850,171,6114175
Haryana,2003,RIVER & SEA,0,0,0,0,0,0,0,0
Haryana,2003,RAILWAYS,1,90000,2,41000,0,0,149,2347757
Haryana,2003,RUNNING TRAINS,1,90000,0,0,0,0,21,689845
Haryana,2003,OTHERS RLY.,0,0,2,41000,0,0,128,1657912
Haryana,2003,BANKS,1,437587,6,799716,21,245000,2,13525000
Haryana,2003,COMMERCIAL ESTABLISHMENTS,7,97240,34,2891217,553,9914543,479,17020038
Haryana,2003,OTHER PLACES,36,15874517,171,19676872,448,9870269,2627,125878406
Haryana,2003,TOTAL (MANUAL),63,21710332,281,35450325,2981,68528246,5591,243550719
Haryana,2003,TOTAL COMPUTER FROM 1 TO 7,63,21710332,281,35450325,2981,68528246,5591,243550719
Haryana,2004,RESIDENTIAL PREMISES,9,878100,35,1966929,1894,47401490,2266,118128528
Haryana,2004,HIGH-WAY,11,4487500,41,8588820,0,0,264,10262295
Haryana,2004,RIVER & SEA,1,918000,4,720500,0,0,0,0
Haryana,2004,RAILWAYS,0,0,3,48550,2,730,180,3098014
Haryana,2004,RUNNING TRAINS,0,0,1,1000,0,0,35,876309
Haryana,2004,OTHERS RLY.,0,0,2,47550,2,730,145,2221705
Haryana,2004,BANKS,1,441590,4,511506,26,274754,1,5000
Haryana,2004,COMMERCIAL ESTABLISHMENTS,5,7030187,33,3250300,478,10558451,696,17975587
Haryana,2004,OTHER PLACES,25,5182494,124,23001419,386,8838154,3151,115226317
Haryana,2004,TOTAL (MANUAL),52,18937871,244,38088024,2786,67073579,6558,264695741
Haryana,2005,RESIDENTIAL PREMISES,13,379415,49,4495022,2416,53945924,2121,82534444
Haryana,2005,HIGH-WAY,11,1898810,67,20180049,0,0,210,9161850
Haryana,2005,RIVER & SEA,0,0,0,0,0,0,0,0
Haryana,2005,RAILWAYS,1,32750,5,23010,3,1750,195,3323145
Haryana,2005,RUNNING TRAINS,1,32750,2,3500,0,0,39,835240
Haryana,2005,OTHERS RLY.,0,0,3,19510,3,1750,156,2487905
Haryana,2005,BANKS,3,899100,9,2087038,21,400000,2,630000
Haryana,2005,COMMERCIAL ESTABLISHMENTS,9,6881680,28,1836488,589,15966822,1142,39826623
Haryana,2005,OTHER PLACES,51,10868620,232,31916647,408,11570538,5024,165042699
Haryana,2005,TOTAL (MANUAL),88,20960375,390,60538254,3437,81885034,8694,300518761
Haryana,2005,TOTAL COMPUTER FROM 1 TO 7,88,20960375,390,60538254,3437,81885034,8694,300518761
Haryana,2006,RESIDENTIAL PREMISES,17,3858670,53,8408500,2906,75122178,2206,110216428
Haryana,2006,HIGH-WAY,32,17688730,72,16334412,5,32000,205,11204256
Haryana,2006,RIVER & SEA,0,0,1,6500,0,0,0,0
Haryana,2006,RAILWAYS,3,18000,6,86710,0,0,267,5228372
Haryana,2006,RUNNING TRAINS,3,18000,3,57150,0,0,28,109186
Haryana,2006,OTHERS RLY.,0,0,3,29560,0,0,239,5119186
Haryana,2006,BANKS,2,93920,0,0,20,23050,7,237700
Haryana,2006,COMMERCIAL ESTABLISHMENTS,12,5273000,43,3000765,799,23585040,1630,77037173
Haryana,2006,OTHER PLACES,38,6791400,235,35316078,271,9065475,6203,237995734
Haryana,2006,TOTAL (MANUAL),104,33723720,410,63152965,4001,107827743,10518,441919663
Haryana,2007,RESIDENTIAL PREMISES,10,1081500,49,9406508,2921,108909049,1600,63499495
Haryana,2007,HIGH-WAY,31,12839600,83,18934207,9,132500,186,7450800
Haryana,2007,RIVER & SEA,0,0,0,0,0,0,0,0
Haryana,2007,RAILWAYS,3,18200,18,203590,1,5000,427,7264030
Haryana,2007,RUNNING TRAINS,3,18200,2,15300,0,0,134,2846860
Haryana,2007,OTHERS RLY.,0,0,16,188290,1,5000,293,4417170
Haryana,2007,BANKS,1,2000,6,3230247,16,97700,1,500
Haryana,2007,COMMERCIAL ESTABLISHMENTS,4,370000,34,6389500,920,28773855,1707,52449598
Haryana,2007,OTHER PLACES,90,29609403,312,48827233,364,12563135,7126,315632405
Haryana,2007,TOTAL (MANUAL),139,43920703,502,86991285,4231,150481239,11047,446296828
Haryana,2008,RESIDENTIAL PREMISES,23,4658482,84,16848737,2800,82125210,2081,65074944
Haryana,2008,HIGH-WAY,29,21974900,119,31550854,11,117200,187,17912890
Haryana,2008,RIVER & SEA,0,0,1,15000,0,0,0,0
Haryana,2008,RAILWAYS,1,46800,22,640105,1,5000,497,9050105
Haryana,2008,RUNNING TRAINS,1,46800,7,58900,0,0,156,3323970
Haryana,2008,OTHERS RLY.,0,0,15,581205,1,5000,341,5726135
Haryana,2008,BANKS,3,14532205,12,5091182,21,1389004,4,34500
Haryana,2008,COMMERCIAL ESTABLISHMENTS,13,14443250,28,2876624,977,24519630,2562,68035905
Haryana,2008,OTHER PLACES,51,18029743,289,41121605,439,17247089,7378,317829110
Haryana,2008,TOTAL (MANUAL),120,73685380,555,98144107,4249,125403133,12709,477937454
Haryana,2009,RESIDENTIAL PREMISES,27,5739570,99,16768371,2740,100193248,2711,93343432
Haryana,2009,HIGH-WAY,37,24090430,113,23781907,0,0,226,31406050
Haryana,2009,RIVER & SEA,0,0,0,0,0,0,0,0
Haryana,2009,RAILWAYS,5,775200,18,173470,0,0,467,8273121
Haryana,2009,RUNNING TRAINS,2,10200,6,121200,0,0,125,2142901
Haryana,2009,OTHERS RLY.,3,765000,12,52270,0,0,342,6130220
Haryana,2009,BANKS,3,4533757,9,4958405,37,1369056,60,957725
Haryana,2009,COMMERCIAL ESTABLISHMENTS,9,5325090,33,4991870,733,27323816,2375,76613942
Haryana,2009,OTHER PLACES,72,20536155,407,63329358,567,28727577,7078,271843639
Haryana,2009,TOTAL (MANUAL),153,61000202,679,114003381,4077,157613697,12917,482437909
Haryana,2010,RESIDENTIAL PREMISES,20,11107400,66,13852284,2780,104975596,3180,115583491
Haryana,2010,HIGH-WAY,42,30131904,136,34613195,111,3317742,471,12238900
Haryana,2010,RIVER & SEA,0,0,0,0,0,0,0,0
Haryana,2010,RAILWAYS,2,43300,18,582744,1,500,473,12430119
Haryana,2010,RUNNING TRAINS,1,40200,4,29300,0,0,140,186944
Haryana,2010,OTHERS RLY.,1,3100,14,553444,1,500,333,12243175
Haryana,2010,BANKS,0,0,1,170000,19,2452942,172,4977459
Haryana,2010,COMMERCIAL ESTABLISHMENTS,4,560000,54,3793635,847,25573434,2360,75727960
Haryana,2010,OTHER PLACES,79,40575924,459,63331622,687,29637469,9610,367032664
Haryana,2010,TOTAL (MANUAL),147,82418528,734,116343480,4445,165957683,16266,587990593
Haryana,2011,RESIDENTIAL PREMISES,29,11898210,81,44529225,3350,152951695,4139,141839738
Haryana,2011,HIGH-WAY,58,53338650,132,37911275,0,0,776,28156692
Haryana,2011,RIVER & SEA,0,0,0,0,0,0,0,0
Haryana,2011,RAILWAYS,6,142032,18,704025,4,31600,520,12796677
Haryana,2011,RUNNING TRAINS,4,138832,5,40500,0,0,142,687494
Haryana,2011,OTHERS RLY.,2,3200,13,663525,4,31600,378,12109183
Haryana,2011,BANKS,0,0,4,454590,27,1529579,43,1805425
Haryana,2011,COMMERCIAL ESTABLISHMENTS,8,4766000,54,6703380,1038,38860879,3068,128041749
Haryana,2011,OTHER PLACES,66,37290430,349,65179464,592,52120182,8879,374528034
Haryana,2011,TOTAL (MANUAL),167,107435322,638,155481959,5011,245493935,17425,687168315
Haryana,2012,RESIDENTIAL PREMISES,22,12335165,73,19764048,3409,203645127,5538,222730233
Haryana,2012,HIGH-WAY,68,48526530,155,43847959,32,1108700,1081,36890500
Haryana,2012,RIVER & SEA,0,0,0,0,0,0,0,0
Haryana,2012,RAILWAYS,2,585000,16,212592,1,20000,429,11627716
Haryana,2012,RUNNING TRAINS,1,85000,1,15000,0,0,116,4817680
Haryana,2012,OTHERS RLY.,1,500000,15,197592,1,20000,313,6810036
Haryana,2012,BANKS,0,0,2,1250714,25,917757,10,1631000
Haryana,2012,COMMERCIAL ESTABLISHMENTS,12,6176800,53,4889998,1078,46579679,3295,131269013
Haryana,2012,OTHER PLACES,100,29650680,412,113297377,584,24504261,7237,286588359
Haryana,2012,TOTAL (MANUAL),204,97274175,711,183262688,5129,276775524,17590,690736821
Haryana,2012,TOTAL COMPUTER FROM 1 TO 7,204,97274175,711,183262688,5129,276775524,17590,690736821
Himachal Pradesh,2001,RESIDENTIAL PREMISES,0,0,2,30000,328,8243067,55,1618568
Himachal Pradesh,2001,HIGH-WAY,0,0,2,354500,0,0,10,1392260
Himachal Pradesh,2001,RIVER & SEA,0,0,0,0,0,0,0,0
