states_uts,crime_head,year,persons_in_custody_during_inv_stage_at_beginning_of_year_male,persons_in_custody_during_inv_stage_at_beginning_of_year_female,persons_in_custody_during_inv_stage_at_beginning_of_year_total,persons_on_bail_during_inv_stage_at_beginning_of_year_male,persons_on_bail_during_inv_stage_at_beginning_of_year_female,persons_on_bail_during_inv_stage_at_beginning_of_year_total,persons_arrested_during_the_year_male,persons_arrested_during_the_year_female,persons_arrested_during_the_year_total,persons_released_or_freed_before_trial_for_want_of_evidence_male,persons_released_or_freed_before_trial_for_want_of_evidence_fem,persons_released_or_freed_before_trial_for_want_of_evidence_tot,persons_in_custody_during_inv_stage_at_year_end_male,persons_in_custody_during_inv_stage_at_year_end_female,persons_in_custody_during_inv_stage_at_year_end_total,persons_on_bail_during_inv_stage_at_year_end_male,persons_on_bail_during_inv_stage_at_year_end_female,persons_on_bail_during_inv_stage_at_year_end_total,persons_charge_sheeted_male,persons_charge_sheeted_female,persons_charge_sheeted_total,persons_in_custody_during_trial_stage_at_begin_of_year_male,persons_in_custody_during_trial_stage_at_begin_of_year_female,persons_in_custody_during_trial_stage_at_begin_of_year_total,persons_on_bail_during_trial_stage_at_begin_of_year_male,persons_on_bail_during_trial_stage_at_begin_of_year_female,persons_on_bail_during_trial_stage_at_begin_of_year_total,total_number_of_persons_under_trial_male,total_number_of_persons_under_trial_female,total_number_of_persons_under_trial_total,persons_against_whom_cases_were_compounded_by_courts_male,persons_against_whom_cases_were_compounded_by_courts_female,persons_against_whom_cases_were_compounded_by_courts_total,persons_against_whom_cases_were_withdrawn_male,persons_against_whom_cases_were_withdrawn_female,persons_against_whom_cases_were_withdrawn_total,persons_in_custody_during_trial_stage_at_year_end_male,persons_in_custody_during_trial_stage_at_year_end_female,persons_in_custody_during_trial_stage_at_year_end_total,persons_on_bail_during_trial_stage_at_year_end_male,persons_on_bail_during_trial_stage_at_year_end_female,persons_on_bail_during_trial_stage_at_year_end_total,persons_whose_cases_trials_were_completed_during_the_year_male,persons_whose_cases_trials_were_completed_during_the_year_female,persons_whose_cases_trials_were_completed_during_the_year_total,persons_convicted_male,persons_convicted_female,persons_convicted_total,persons_acquitted_male,persons_acquitted_female,persons_acquitted_total,persons_discharged_by_court_male,persons_discharged_by_court_female,persons_discharged_by_court_total
Rajasthan,22.4 - Stalking (Section 354D IPC),2014,0,0,0,0,0,0,81,0,81,0,0,0,0,0,0,1,0,1,80,0,80,0,0,0,87,0,87,167,0,167,1,0,1,0,0,0,1,0,1,165,0,165,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,22.5 - Others,2014,0,0,0,10,0,10,4553,146,4699,0,0,0,0,0,0,31,0,31,4532,146,4678,958,3,961,13327,320,13647,18817,469,19286,305,3,308,283,8,291,960,1,961,14476,367,14843,2793,90,2883,1252,35,1287,1130,44,1174,411,11,422
Rajasthan,23 - Insult to the Modesty of Women (Section 509 IPC),2014,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,13,0,13,3,0,3,115,0,115,131,0,131,0,0,0,0,0,0,0,0,0,117,0,117,14,0,14,5,0,5,9,0,9,0,0,0
Rajasthan,23.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,23.2 - Places related to work other than Office,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,23.3 - In Public Transport system,2014,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,6,0,6,8,0,8,0,0,0,0,0,0,0,0,0,7,0,7,1,0,1,0,0,0,1,0,1,0,0,0
Rajasthan,23.4 - in Other Places,2014,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,12,0,12,2,0,2,109,0,109,123,0,123,0,0,0,0,0,0,0,0,0,110,0,110,13,0,13,5,0,5,8,0,8,0,0,0
Rajasthan,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2014,5,1,6,112,17,129,9840,1743,11583,0,0,0,19,3,22,180,18,198,9758,1740,11498,2498,482,2980,39050,5098,44148,51306,7320,58626,1038,229,1267,783,101,884,3153,516,3669,38973,5403,44376,7359,1071,8430,2654,352,3006,4039,583,4622,666,136,802
Rajasthan,25 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4,1,0,1,0,0,0
Rajasthan,26 - Causing Death by Negligence (Section 304-A IPC),2014,0,0,0,19,0,19,7747,10,7757,0,0,0,0,0,0,23,0,23,7743,10,7753,1590,0,1590,37970,7,37977,47303,17,47320,335,0,335,262,0,262,1739,0,1739,38542,17,38559,6425,0,6425,2803,0,2803,3198,0,3198,424,0,424
Rajasthan,26.1 - Deaths due to negligent driving/act,2014,0,0,0,16,0,16,7689,10,7699,0,0,0,0,0,0,20,0,20,7685,10,7695,1563,0,1563,37748,7,37755,46996,17,47013,335,0,335,260,0,260,1739,0,1739,38275,17,38292,6387,0,6387,2792,0,2792,3171,0,3171,424,0,424
Rajasthan,26.2 - Deaths due to Other Causes,2014,0,0,0,3,0,3,58,0,58,0,0,0,0,0,0,3,0,3,58,0,58,27,0,27,222,0,222,307,0,307,0,0,0,2,0,2,0,0,0,267,0,267,38,0,38,11,0,11,27,0,27,0,0,0
Rajasthan,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,27.1 - Sedition (Section 124A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,27.2 - Other offences against State,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,8,0,8,37,0,37,0,0,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,8,0,8,37,0,37,0,0,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,29 - Extortion (Section 384 - 389 IPC),2014,0,0,0,4,0,4,363,21,384,0,0,0,0,0,0,6,0,6,361,21,382,30,0,30,775,36,811,1166,57,1223,0,0,0,11,0,11,123,0,123,926,42,968,106,15,121,56,4,60,50,11,61,0,0,0
Rajasthan,30 - Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,0,0,0,30,0,30,12740,88,12828,0,0,0,0,0,0,31,0,31,12739,88,12827,1172,0,1172,23846,119,23965,37757,207,37964,223,0,223,125,0,125,1441,0,1441,27184,189,27373,8784,18,8802,6572,12,6584,1958,5,1963,254,1,255
Rajasthan,32 - Human Trafficking (Section 370 & 370A IPC),2014,0,0,0,0,0,0,14,2,16,0,0,0,0,0,0,0,0,0,14,2,16,4,0,4,22,0,22,40,2,42,0,0,0,0,0,0,8,0,8,32,2,34,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,33 - Unnatural Offences U/s 377 IPC,2014,0,0,0,0,0,0,39,1,40,0,0,0,0,0,0,0,0,0,39,1,40,8,0,8,58,0,58,105,1,106,0,0,0,0,0,0,17,0,17,83,1,84,5,0,5,0,0,0,4,0,4,1,0,1
Rajasthan,34 - Other IPC crimes,2014,35,1,36,1820,42,1862,100148,10643,110791,3,0,3,807,0,807,4673,193,4866,96520,10493,107013,34608,4187,38795,447404,23022,470426,578532,37702,616234,10474,1084,11558,4755,379,5134,32793,3365,36158,436233,24740,460973,94277,8134,102411,53624,3367,56991,32044,3643,35687,8609,1124,9733
Rajasthan,35 - Total Cognizable IPC crimes,2014,74,3,77,2793,87,2880,191414,16187,207601,3,1,4,1121,8,1129,6277,274,6551,186880,15994,202874,76762,6176,82938,837079,36670,873749,1100721,58840,1159561,14703,1470,16173,7332,560,7892,71813,5278,77091,840859,40318,881177,166014,11214,177228,88723,4642,93365,63684,5221,68905,13607,1351,14958
Sikkim,1 - Murder (Section 302 IPC),2014,6,0,6,0,0,0,25,1,26,0,0,0,11,1,12,0,0,0,20,0,20,34,1,35,0,0,0,54,1,55,0,0,0,0,0,0,22,1,23,0,0,0,32,0,32,27,0,27,5,0,5,0,0,0
Sikkim,2 - Attempt to commit Murder (Section 307 IPC),2014,0,0,0,5,0,5,15,0,15,0,0,0,7,0,7,0,0,0,13,0,13,4,0,4,10,0,10,27,0,27,2,0,2,0,0,0,4,0,4,7,0,7,14,0,14,11,0,11,3,0,3,0,0,0
Sikkim,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2014,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0
Sikkim,4 - Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,5 - Rape (Section 376 IPC),2014,10,0,10,0,0,0,107,0,107,0,0,0,14,0,14,0,0,0,103,0,103,0,0,0,9,0,9,112,0,112,0,0,0,0,0,0,69,0,69,4,0,4,39,0,39,22,0,22,17,0,17,0,0,0
Sikkim,5.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,5.1.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,5.1.2 - Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,5.2 - Rape other than Custodial,2014,10,0,10,0,0,0,107,0,107,0,0,0,14,0,14,0,0,0,103,0,103,0,0,0,9,0,9,112,0,112,0,0,0,0,0,0,69,0,69,4,0,4,39,0,39,22,0,22,17,0,17,0,0,0
Sikkim,5.2.1 - Gang Rape,2014,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,5.2.2 - Other Rape,2014,10,0,10,0,0,0,105,0,105,0,0,0,14,0,14,0,0,0,101,0,101,0,0,0,9,0,9,110,0,110,0,0,0,0,0,0,67,0,67,4,0,4,39,0,39,22,0,22,17,0,17,0,0,0
Sikkim,6 - Attempt to commit Rape (Section 376/511 IPC),2014,0,0,0,0,0,0,10,0,10,0,0,0,1,0,1,0,0,0,9,0,9,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,3,0,3,4,0,4,2,0,2,0,0,0,0,0,0,2,0,2
Sikkim,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,0,0,0,5,0,5,35,1,36,0,0,0,5,0,5,14,0,14,21,1,22,0,0,0,0,0,0,21,1,22,0,0,0,0,0,0,14,0,14,0,0,0,7,1,8,2,0,2,5,1,6,0,0,0
Sikkim,7.1 - Kidnapping & Abduction (Section 363 IPC),2014,0,0,0,5,0,5,13,0,13,0,0,0,1,0,1,10,0,10,7,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,7.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,7.5 - Other Kidnapping,2014,0,0,0,0,0,0,22,1,23,0,0,0,4,0,4,4,0,4,14,1,15,0,0,0,0,0,0,14,1,15,0,0,0,0,0,0,7,0,7,0,0,0,7,1,8,2,0,2,5,1,6,0,0,0
Sikkim,"8 - Dacoity (Section 395,396-398 IPC)",2014,0,0,0,0,0,0,6,0,6,5,0,5,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,8.1 - Dacoity with Murder (Section 396 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,8.2 - Other Dacoity,2014,0,0,0,0,0,0,6,0,6,5,0,5,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",2014,0,0,0,10,0,10,24,0,24,3,0,3,7,0,7,10,0,10,14,0,14,0,0,0,17,0,17,31,0,31,0,0,0,1,0,1,11,0,11,13,0,13,6,0,6,4,0,4,2,0,2,0,0,0
Sikkim,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,0,0,0,8,0,8,115,2,117,5,0,5,11,0,11,20,0,20,87,2,89,0,0,0,4,0,4,91,2,93,0,0,0,0,0,0,9,0,9,34,2,36,48,0,48,29,0,29,19,0,19,0,0,0
Sikkim,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,0,0,0,8,0,8,80,1,81,0,0,0,7,0,7,7,0,7,74,1,75,0,0,0,4,0,4,78,1,79,0,0,0,0,0,0,4,0,4,31,1,32,43,0,43,26,0,26,17,0,17,0,0,0
Sikkim,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,0,0,0,0,0,0,35,1,36,5,0,5,4,0,4,13,0,13,13,1,14,0,0,0,0,0,0,13,1,14,0,0,0,0,0,0,5,0,5,3,1,4,5,0,5,3,0,3,2,0,2,0,0,0
Sikkim,12 - Theft (Section 379 to 382 IPC),2014,0,0,0,58,0,58,152,0,152,14,0,14,36,0,36,29,0,29,131,0,131,0,0,0,42,0,42,173,0,173,5,0,5,0,0,0,30,0,30,23,0,23,115,0,115,67,0,67,47,0,47,1,0,1
Sikkim,12.1 - Auto Theft,2014,0,0,0,9,0,9,14,0,14,0,0,0,0,0,0,9,0,9,14,0,14,0,0,0,3,0,3,17,0,17,0,0,0,0,0,0,13,0,13,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0
Sikkim,12.2 - Other Thefts,2014,0,0,0,49,0,49,138,0,138,14,0,14,36,0,36,20,0,20,117,0,117,0,0,0,39,0,39,156,0,156,5,0,5,0,0,0,17,0,17,23,0,23,111,0,111,63,0,63,47,0,47,1,0,1
Sikkim,"13 - Unlawful Assembly (Section 143,144 & 145)",2014,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,7,0,7,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,0,0,0,32,0,32,665,82,747,62,0,62,56,0,56,30,1,31,549,81,630,0,0,0,20,8,28,569,89,658,103,0,103,14,0,14,17,0,17,249,79,328,186,10,196,18,0,18,75,8,83,93,2,95
Sikkim,14.1 - Communal,2014,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.2 - Industrial,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.3 - Political,2014,0,0,0,32,0,32,571,58,629,62,0,62,53,0,53,25,1,26,463,57,520,0,0,0,0,0,0,463,57,520,103,0,103,14,0,14,17,0,17,172,47,219,157,10,167,13,0,13,67,8,75,77,2,79
Sikkim,14.4 - Caste Conflict,2014,0,0,0,0,0,0,14,4,18,0,0,0,0,0,0,0,0,0,14,4,18,0,0,0,0,0,0,14,4,18,0,0,0,0,0,0,0,0,0,1,4,5,13,0,13,0,0,0,0,0,0,13,0,13
Sikkim,14.4.1 - SC/STs Vs. Non-SCs/STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.4.2 - Other Caste Riots,2014,0,0,0,0,0,0,14,4,18,0,0,0,0,0,0,0,0,0,14,4,18,0,0,0,0,0,0,14,4,18,0,0,0,0,0,0,0,0,0,1,4,5,13,0,13,0,0,0,0,0,0,13,0,13
Sikkim,14.5 - Agrarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.6 - Students,2014,0,0,0,0,0,0,54,20,74,0,0,0,0,0,0,4,0,4,50,20,70,0,0,0,0,0,0,50,20,70,0,0,0,0,0,0,0,0,0,50,20,70,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.7 - Sectarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.8 - Other Riots,2014,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,1,0,1,22,0,22,0,0,0,20,8,28,42,8,50,0,0,0,0,0,0,0,0,0,26,8,34,16,0,16,5,0,5,8,0,8,3,0,3
Sikkim,15 - Criminal Breach of Trust (Section 406 to 409 IPC),2014,0,0,0,8,0,8,14,0,14,0,0,0,1,0,1,8,0,8,13,0,13,0,0,0,5,0,5,18,0,18,0,0,0,0,0,0,7,0,7,0,0,0,11,0,11,3,0,3,8,0,8,0,0,0
Sikkim,16 - Cheating (Section 420 IPC),2014,0,0,0,21,0,21,69,0,69,1,0,1,7,0,7,20,0,20,62,0,62,0,0,0,14,0,14,76,0,76,0,0,0,0,0,0,37,0,37,0,0,0,39,0,39,18,0,18,21,0,21,0,0,0
Sikkim,"17 - Forgery (Section 465, 468 & 471 IPC)",2014,0,0,0,0,0,0,7,0,7,0,0,0,5,0,5,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,0,0,0,1,0,1,4,1,5,1,0,1,1,0,1,0,0,0,3,1,4,0,0,0,5,0,5,8,1,9,0,0,0,0,0,0,0,0,0,3,1,4,5,0,5,0,0,0,5,0,5,0,0,0
Sikkim,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,18.2 - Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,0,0,0,1,0,1,4,1,5,1,0,1,1,0,1,0,0,0,3,1,4,0,0,0,5,0,5,8,1,9,0,0,0,0,0,0,0,0,0,3,1,4,5,0,5,0,0,0,5,0,5,0,0,0
Sikkim,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0
Sikkim,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,0,0,0,0,0,0,4,1,5,0,0,0,1,0,1,0,0,0,3,1,4,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,19 - Arson (Section 435-436 & 438 IPC),2014,0,0,0,5,0,5,9,0,9,0,0,0,0,0,0,6,0,6,8,0,8,0,0,0,5,0,5,13,0,13,0,0,0,0,0,0,0,0,0,7,0,7,6,0,6,1,0,1,5,0,5,0,0,0
Sikkim,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,0,0,0,50,0,50,80,1,81,1,0,1,6,0,6,48,0,48,75,1,76,0,0,0,43,0,43,118,1,119,5,0,5,0,0,0,12,0,12,70,0,70,31,1,32,18,1,19,12,0,12,1,0,1
Sikkim,20.1 - Grievous Hurt (Section 325 & 326 IPC),2014,0,0,0,50,0,50,78,1,79,1,0,1,6,0,6,48,0,48,73,1,74,0,0,0,43,0,43,116,1,117,5,0,5,0,0,0,12,0,12,68,0,68,31,1,32,18,1,19,12,0,12,1,0,1
Sikkim,20.2 - Acid attack (Section 326A IPC),2014,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,20.3 - Attempt to Acid Attack (Section 326B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,21 - Dowry Deaths (Section 304-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,0,0,0,8,0,8,53,0,53,4,0,4,5,0,5,5,0,5,47,0,47,0,0,0,13,0,13,60,0,60,1,0,1,1,0,1,16,0,16,16,0,16,26,0,26,18,0,18,8,0,8,0,0,0
Sikkim,22.1 - Sexual Harassment (Section 354A IPC),2014,0,0,0,0,0,0,17,0,17,2,0,2,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,15,0,15,1,0,1,1,0,1,5,0,5,7,0,7,1,0,1,1,0,1,0,0,0,0,0,0
Sikkim,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,22.3 - Voyeurism (Section 354C IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,22.4 - Stalking (Section 354D IPC),2014,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,22.5 - Others,2014,0,0,0,8,0,8,31,0,31,2,0,2,5,0,5,4,0,4,28,0,28,0,0,0,13,0,13,41,0,41,0,0,0,0,0,0,10,0,10,6,0,6,25,0,25,17,0,17,8,0,8,0,0,0
