states_uts,crime_head,year,persons_in_custody_during_inv_stage_at_beginning_of_year_male,persons_in_custody_during_inv_stage_at_beginning_of_year_female,persons_in_custody_during_inv_stage_at_beginning_of_year_total,persons_on_bail_during_inv_stage_at_beginning_of_year_male,persons_on_bail_during_inv_stage_at_beginning_of_year_female,persons_on_bail_during_inv_stage_at_beginning_of_year_total,persons_arrested_during_the_year_male,persons_arrested_during_the_year_female,persons_arrested_during_the_year_total,persons_released_or_freed_before_trial_for_want_of_evidence_male,persons_released_or_freed_before_trial_for_want_of_evidence_fem,persons_released_or_freed_before_trial_for_want_of_evidence_tot,persons_in_custody_during_inv_stage_at_year_end_male,persons_in_custody_during_inv_stage_at_year_end_female,persons_in_custody_during_inv_stage_at_year_end_total,persons_on_bail_during_inv_stage_at_year_end_male,persons_on_bail_during_inv_stage_at_year_end_female,persons_on_bail_during_inv_stage_at_year_end_total,persons_charge_sheeted_male,persons_charge_sheeted_female,persons_charge_sheeted_total,persons_in_custody_during_trial_stage_at_begin_of_year_male,persons_in_custody_during_trial_stage_at_begin_of_year_female,persons_in_custody_during_trial_stage_at_begin_of_year_total,persons_on_bail_during_trial_stage_at_begin_of_year_male,persons_on_bail_during_trial_stage_at_begin_of_year_female,persons_on_bail_during_trial_stage_at_begin_of_year_total,total_number_of_persons_under_trial_male,total_number_of_persons_under_trial_female,total_number_of_persons_under_trial_total,persons_against_whom_cases_were_compounded_by_courts_male,persons_against_whom_cases_were_compounded_by_courts_female,persons_against_whom_cases_were_compounded_by_courts_total,persons_against_whom_cases_were_withdrawn_male,persons_against_whom_cases_were_withdrawn_female,persons_against_whom_cases_were_withdrawn_total,persons_in_custody_during_trial_stage_at_year_end_male,persons_in_custody_during_trial_stage_at_year_end_female,persons_in_custody_during_trial_stage_at_year_end_total,persons_on_bail_during_trial_stage_at_year_end_male,persons_on_bail_during_trial_stage_at_year_end_female,persons_on_bail_during_trial_stage_at_year_end_total,persons_whose_cases_trials_were_completed_during_the_year_male,persons_whose_cases_trials_were_completed_during_the_year_female,persons_whose_cases_trials_were_completed_during_the_year_total,persons_convicted_male,persons_convicted_female,persons_convicted_total,persons_acquitted_male,persons_acquitted_female,persons_acquitted_total,persons_discharged_by_court_male,persons_discharged_by_court_female,persons_discharged_by_court_total
Himachal Pradesh,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,3,0,3,24,0,24,419,55,474,4,1,5,60,1,61,88,0,88,294,53,347,14,0,14,1517,239,1756,1825,292,2117,0,0,0,69,15,84,5,0,5,1540,257,1797,211,20,231,24,3,27,187,17,204,0,0,0
Himachal Pradesh,12 - Theft (Section 379 to 382 IPC),2014,10,0,10,139,7,146,599,23,622,10,0,10,54,2,56,98,5,103,586,23,609,176,0,176,4771,67,4838,5533,90,5623,0,0,0,9,0,9,187,0,187,4748,76,4824,589,14,603,132,0,132,457,14,471,0,0,0
Himachal Pradesh,12.1 - Auto Theft,2014,1,0,1,34,1,35,130,0,130,2,0,2,5,0,5,43,0,43,115,1,116,48,0,48,880,0,880,1043,1,1044,0,0,0,0,0,0,30,0,30,891,1,892,122,0,122,31,0,31,91,0,91,0,0,0
Himachal Pradesh,12.2 - Other Thefts,2014,9,0,9,105,6,111,469,23,492,8,0,8,49,2,51,55,5,60,471,22,493,128,0,128,3891,67,3958,4490,89,4579,0,0,0,9,0,9,157,0,157,3857,75,3932,467,14,481,101,0,101,366,14,380,0,0,0
Himachal Pradesh,"13 - Unlawful Assembly (Section 143,144 & 145)",2014,0,0,0,0,0,0,83,2,85,0,0,0,0,0,0,5,0,5,78,2,80,0,0,0,0,0,0,78,2,80,0,0,0,0,0,0,0,0,0,78,2,80,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,2,0,2,333,16,349,2042,467,2509,4,1,5,210,42,252,174,54,228,1989,386,2375,29,0,29,16484,1644,18128,18502,2030,20532,0,0,0,308,36,344,2692,127,2819,13845,1639,15484,1657,228,1885,202,12,214,1455,216,1671,0,0,0
Himachal Pradesh,14.1 - Communal,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,14.2 - Industrial,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,14.3 - Political,2014,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,14.4 - Caste Conflict,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,14.4.1 - SC/STs Vs. Non-SCs/STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,14.4.2 - Other Caste Riots,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,14.5 - Agrarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,14.6 - Students,2014,0,0,0,0,0,0,110,24,134,0,0,0,95,22,117,0,0,0,15,2,17,0,0,0,0,0,0,15,2,17,0,0,0,0,0,0,15,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,14.7 - Sectarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,14.8 - Other Riots,2014,2,0,2,333,16,349,1903,443,2346,4,1,5,115,20,135,174,54,228,1945,384,2329,29,0,29,16484,1644,18128,18458,2028,20486,0,0,0,308,36,344,2677,125,2802,13816,1639,15455,1657,228,1885,202,12,214,1455,216,1671,0,0,0
Himachal Pradesh,15 - Criminal Breach of Trust (Section 406 to 409 IPC),2014,3,0,3,32,0,32,100,2,102,1,0,1,6,0,6,49,2,51,79,0,79,7,0,7,795,17,812,881,17,898,0,0,0,3,0,3,4,0,4,814,16,830,60,1,61,9,0,9,51,1,52,0,0,0
Himachal Pradesh,16 - Cheating (Section 420 IPC),2014,6,0,6,144,14,158,414,20,434,12,1,13,15,0,15,186,7,193,351,26,377,23,0,23,1651,93,1744,2025,119,2144,4,0,4,7,0,7,83,0,83,1792,105,1897,139,14,153,46,7,53,93,7,100,0,0,0
Himachal Pradesh,"17 - Forgery (Section 465, 468 & 471 IPC)",2014,1,0,1,25,1,26,40,3,43,3,0,3,14,1,15,20,1,21,29,2,31,10,0,10,374,39,413,413,41,454,0,0,0,1,0,1,70,8,78,317,33,350,25,0,25,3,0,3,22,0,22,0,0,0
Himachal Pradesh,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,0,3,3,1,0,1,4,0,4,1,0,1,0,0,0,1,0,1,3,3,6,4,0,4,40,2,42,47,5,52,0,0,0,0,0,0,3,3,6,43,2,45,1,0,1,0,0,0,1,0,1,0,0,0
Himachal Pradesh,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,18.2 - Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,0,3,3,1,0,1,4,0,4,1,0,1,0,0,0,1,0,1,3,3,6,4,0,4,40,2,42,47,5,52,0,0,0,0,0,0,3,3,6,43,2,45,1,0,1,0,0,0,1,0,1,0,0,0
Himachal Pradesh,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,21,0,21,25,3,28,0,0,0,0,0,0,3,3,6,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,13,0,13,13,0,13,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,2,8,9,2,11,0,0,0,0,0,0,0,0,0,8,2,10,1,0,1,0,0,0,1,0,1,0,0,0
Himachal Pradesh,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,19 - Arson (Section 435-436 & 438 IPC),2014,0,0,0,9,0,9,84,7,91,1,0,1,1,0,1,25,2,27,66,5,71,40,0,40,673,21,694,779,26,805,0,0,0,6,0,6,0,0,0,706,24,730,67,2,69,12,0,12,55,2,57,0,0,0
Himachal Pradesh,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,19,0,19,116,10,126,848,158,1006,1,0,1,34,3,37,54,10,64,894,155,1049,58,0,58,5724,540,6264,6676,695,7371,28,0,28,172,18,190,389,20,409,5566,620,6186,521,37,558,83,3,86,438,34,472,0,0,0
Himachal Pradesh,20.1 - Grievous Hurt (Section 325 & 326 IPC),2014,19,0,19,116,10,126,847,158,1005,1,0,1,33,3,36,54,10,64,894,155,1049,58,0,58,5724,540,6264,6676,695,7371,28,0,28,172,18,190,389,20,409,5566,620,6186,521,37,558,83,3,86,438,34,472,0,0,0
Himachal Pradesh,20.2 - Acid attack (Section 326A IPC),2014,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,20.3 - Attempt to Acid Attack (Section 326B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,21 - Dowry Deaths (Section 304-B IPC),2014,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,55,12,67,58,14,72,0,0,0,0,0,0,20,0,20,34,14,48,4,0,4,4,0,4,0,0,0,0,0,0
Himachal Pradesh,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,1,0,1,77,0,77,646,37,683,2,0,2,26,0,26,79,8,87,617,29,646,80,0,80,2470,45,2515,3167,74,3241,0,0,0,22,0,22,17,0,17,2829,68,2897,299,6,305,46,0,46,253,6,259,0,0,0
Himachal Pradesh,22.1 - Sexual Harassment (Section 354A IPC),2014,0,0,0,23,0,23,185,4,189,1,0,1,4,0,4,23,0,23,180,4,184,0,0,0,414,5,419,594,9,603,0,0,0,0,0,0,7,0,7,506,6,512,81,3,84,8,0,8,73,3,76,0,0,0
Himachal Pradesh,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0,0,0,0,26,2,28,0,0,0,0,0,0,3,0,3,23,2,25,0,0,0,0,0,0,23,2,25,0,0,0,0,0,0,0,0,0,23,2,25,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,22.3 - Voyeurism (Section 354C IPC),2014,0,0,0,1,0,1,3,0,3,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,22.4 - Stalking (Section 354D IPC),2014,0,0,0,0,0,0,73,1,74,0,0,0,3,0,3,16,0,16,54,1,55,0,0,0,1,0,1,55,1,56,0,0,0,0,0,0,0,0,0,55,1,56,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,22.5 - Others,2014,1,0,1,53,0,53,359,30,389,0,0,0,19,0,19,36,8,44,358,22,380,80,0,80,2055,40,2095,2493,62,2555,0,0,0,22,0,22,10,0,10,2243,59,2302,218,3,221,38,0,38,180,3,183,0,0,0
Himachal Pradesh,23 - Insult to the Modesty of Women (Section 509 IPC),2014,0,0,0,5,0,5,54,5,59,0,0,0,0,0,0,4,1,5,55,4,59,0,0,0,63,4,67,118,8,126,1,0,1,4,0,4,0,0,0,107,8,115,6,0,6,0,0,0,6,0,6,0,0,0
Himachal Pradesh,23.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,23.2 - Places related to work other than Office,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,23.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,23.4 - in Other Places,2014,0,0,0,5,0,5,54,5,59,0,0,0,0,0,0,4,1,5,55,4,59,0,0,0,63,4,67,118,8,126,1,0,1,4,0,4,0,0,0,107,8,115,6,0,6,0,0,0,6,0,6,0,0,0
Himachal Pradesh,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2014,11,2,13,74,17,91,456,223,679,2,2,4,10,1,11,43,33,76,486,206,692,133,35,168,2779,389,3168,3398,630,4028,4,1,5,86,25,111,88,24,112,3003,530,3533,217,50,267,11,2,13,206,48,254,0,0,0
Himachal Pradesh,25 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,26 - Causing Death by Negligence (Section 304-A IPC),2014,3,0,3,62,0,62,481,4,485,1,0,1,12,0,12,110,1,111,423,3,426,0,0,0,2142,1,2143,2565,4,2569,1,0,1,15,0,15,0,0,0,2298,4,2302,251,0,251,30,0,30,221,0,221,0,0,0
Himachal Pradesh,26.1 - Deaths due to negligent driving/act,2014,3,0,3,59,0,59,435,2,437,1,0,1,12,0,12,89,0,89,395,2,397,0,0,0,1962,1,1963,2357,3,2360,1,0,1,15,0,15,0,0,0,2110,3,2113,231,0,231,30,0,30,201,0,201,0,0,0
Himachal Pradesh,26.2 - Deaths due to Other Causes,2014,0,0,0,3,0,3,46,2,48,0,0,0,0,0,0,21,1,22,28,1,29,0,0,0,180,0,180,208,1,209,0,0,0,0,0,0,0,0,0,188,1,189,20,0,20,0,0,0,20,0,20,0,0,0
Himachal Pradesh,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,27.1 - Sedition (Section 124A IPC),2014,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,27.2 - Other offences against State,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,29 - Extortion (Section 384 - 389 IPC),2014,0,0,0,3,0,3,5,1,6,0,0,0,0,0,0,1,0,1,7,1,8,0,0,0,67,1,68,74,2,76,0,0,0,0,0,0,1,0,1,68,2,70,5,0,5,0,0,0,5,0,5,0,0,0
Himachal Pradesh,30 - Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,0,0,0,258,0,258,2052,9,2061,2,0,2,51,0,51,294,0,294,1963,9,1972,0,0,0,9257,64,9321,11220,73,11293,0,0,0,30,0,30,0,0,0,9934,67,10001,1256,6,1262,237,1,238,1019,5,1024,0,0,0
Himachal Pradesh,32 - Human Trafficking (Section 370 & 370A IPC),2014,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,33 - Unnatural Offences U/s 377 IPC,2014,0,0,0,2,0,2,15,0,15,1,0,1,0,0,0,0,0,0,16,0,16,0,0,0,69,2,71,85,2,87,0,0,0,0,0,0,5,0,5,73,2,75,7,0,7,3,0,3,4,0,4,0,0,0
Himachal Pradesh,34 - Other IPC crimes,2014,9,3,12,733,105,838,7713,1199,8912,23,8,31,133,37,170,472,62,534,7827,1200,9027,54,11,65,59934,5120,65054,67815,6331,74146,65,9,74,616,72,688,125,46,171,62850,5938,68788,4159,266,4425,1495,59,1554,2662,207,2869,2,0,2
Himachal Pradesh,35 - Total Cognizable IPC crimes,2014,207,12,219,2146,177,2323,17081,2274,19355,100,15,115,806,101,907,1846,194,2040,16682,2153,18835,1769,80,1849,112396,8447,120843,130847,10680,141527,103,10,113,1353,166,1519,4952,279,5231,114310,9564,123874,10129,661,10790,2510,90,2600,7602,571,8173,17,0,17
Jammu & Kashmir,1 - Murder (Section 302 IPC),2014,29,0,29,0,1,1,256,22,278,0,0,0,39,0,39,7,1,8,239,22,261,1379,56,1435,2241,86,2327,3859,164,4023,3,0,3,0,0,0,1753,71,1824,1815,78,1893,288,15,303,46,1,47,242,14,256,0,0,0
Jammu & Kashmir,2 - Attempt to commit Murder (Section 307 IPC),2014,44,0,44,0,0,0,1076,31,1107,0,0,0,14,0,14,45,0,45,1061,31,1092,2121,15,2136,7409,247,7656,10591,293,10884,38,1,39,0,0,0,89,0,89,9691,264,9955,773,28,801,22,3,25,751,25,776,0,0,0
Jammu & Kashmir,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2014,1,0,1,1,0,1,23,0,23,0,0,0,0,0,0,0,0,0,25,0,25,16,1,17,136,4,140,177,5,182,1,0,1,0,0,0,8,0,8,137,5,142,31,0,31,1,0,1,30,0,30,0,0,0
Jammu & Kashmir,4 - Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,5 - Rape (Section 376 IPC),2014,18,0,18,0,0,0,339,7,346,1,0,1,7,0,7,17,0,17,332,7,339,139,5,144,1178,31,1209,1649,43,1692,5,0,5,0,0,0,192,0,192,1050,39,1089,402,4,406,19,0,19,381,4,385,2,0,2
Jammu & Kashmir,5.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,5.1.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,5.1.2 - Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,5.2 - Rape other than Custodial,2014,18,0,18,0,0,0,339,7,346,1,0,1,7,0,7,17,0,17,332,7,339,139,5,144,1178,31,1209,1649,43,1692,5,0,5,0,0,0,192,0,192,1050,39,1089,402,4,406,19,0,19,381,4,385,2,0,2
Jammu & Kashmir,5.2.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,5.2.2 - Other Rape,2014,18,0,18,0,0,0,339,7,346,1,0,1,7,0,7,17,0,17,332,7,339,139,5,144,1174,31,1205,1645,43,1688,5,0,5,0,0,0,192,0,192,1046,39,1085,402,4,406,19,0,19,381,4,385,2,0,2
Jammu & Kashmir,6 - Attempt to commit Rape (Section 376/511 IPC),2014,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,17,0,17,34,0,34,0,0,0,0,0,0,4,0,4,29,0,29,1,0,1,0,0,0,1,0,1,0,0,0
Jammu & Kashmir,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,3,16,19,0,0,0,750,22,772,0,0,0,22,0,22,86,1,87,645,37,682,114,229,343,6212,51,6263,6971,317,7288,27,0,27,0,0,0,232,0,232,6080,263,6343,632,54,686,6,0,6,624,54,678,2,0,2
Jammu & Kashmir,7.1 - Kidnapping & Abduction (Section 363 IPC),2014,0,0,0,0,0,0,245,7,252,0,0,0,2,0,2,52,0,52,191,7,198,64,0,64,1808,14,1822,2063,21,2084,18,0,18,0,0,0,150,0,150,1683,19,1702,212,2,214,3,0,3,209,2,211,0,0,0
Jammu & Kashmir,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0,0,0,0,12,0,12,0,0,0,1,0,1,0,0,0,11,0,11,4,0,4,181,0,181,196,0,196,0,0,0,0,0,0,3,0,3,173,0,173,20,0,20,0,0,0,20,0,20,0,0,0
Jammu & Kashmir,7.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,0,0,0,0,0,0,200,1,201,0,0,0,19,0,19,24,0,24,157,1,158,38,4,42,1299,10,1309,1494,15,1509,9,0,9,0,0,0,78,0,78,1282,13,1295,125,2,127,0,0,0,123,2,125,2,0,2
Jammu & Kashmir,7.5 - Other Kidnapping,2014,3,16,19,0,0,0,293,14,307,0,0,0,0,0,0,10,1,11,286,29,315,8,225,233,2924,27,2951,3218,281,3499,0,0,0,0,0,0,1,0,1,2942,231,3173,275,50,325,3,0,3,272,50,322,0,0,0
Jammu & Kashmir,"8 - Dacoity (Section 395,396-398 IPC)",2014,0,0,0,0,0,0,21,5,26,0,0,0,0,0,0,1,0,1,20,5,25,33,0,33,289,0,289,342,5,347,0,0,0,0,0,0,14,0,14,291,5,296,37,0,37,0,0,0,37,0,37,0,0,0
Jammu & Kashmir,8.1 - Dacoity with Murder (Section 396 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,8.2 - Other Dacoity,2014,0,0,0,0,0,0,21,5,26,0,0,0,0,0,0,1,0,1,20,5,25,33,0,33,289,0,289,342,5,347,0,0,0,0,0,0,14,0,14,291,5,296,37,0,37,0,0,0,37,0,37,0,0,0
Jammu & Kashmir,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",2014,3,0,3,0,0,0,101,0,101,0,0,0,0,0,0,0,0,0,104,0,104,99,0,99,1339,0,1339,1542,0,1542,0,0,0,0,0,0,35,0,35,1397,0,1397,110,0,110,0,0,0,110,0,110,0,0,0
Jammu & Kashmir,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,27,0,27,0,0,0,857,1,858,0,0,0,31,0,31,99,0,99,754,1,755,1208,0,1208,5450,8,5458,7412,9,7421,10,0,10,0,0,0,112,1,113,6634,7,6641,656,1,657,29,0,29,627,1,628,0,0,0
