area_name,year,group_name,sub_group_name,cases_property_recovered,cases_property_stolen,value_of_property_recovered,value_of_property_stolen
Puducherry,2001,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,8,29,53670,185271
Punjab,2001,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,20,73,410360,1478225
Rajasthan,2001,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,137,864,3226598,10495555
Sikkim,2001,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,2,4,351900,1200406
Tamil Nadu,2001,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,698,990,4231156,6614058
Tripura,2001,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,2,8,12150,914822
Uttar Pradesh,2001,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,615,2110,15277300,59505399
Uttarakhand,2001,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,10,22,87300,472768
West Bengal,2001,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,114,682,988478,7057102
Andaman & Nicobar Islands,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,0,2,0,42200
Andhra Pradesh,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,459,810,4949288,7767623
Arunachal Pradesh,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,12,32,312252,931084
Assam,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,40,136,326567,1343727
Bihar,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,83,419,585974,4332480
Chandigarh,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,3,12,52000,128500
Chhattisgarh,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,75,235,923879,2302199
Dadra & Nagar Haveli,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,3,10,80000,3549240
Daman & Diu,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,2,5,69000,407437
Delhi,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,16,47,414500,2298036
Goa,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,6,24,120050,476160
Gujarat,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,147,578,1875347,8915036
Haryana,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,215,758,4138159,14310459
Himachal Pradesh,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,13,82,339110,2521348
Jammu & Kashmir,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,6,43,33620,212435
Jharkhand,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,88,390,535252,5182659
Karnataka,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,171,783,2215421,28431932
Kerala,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,33,132,359073,2248006
Lakshadweep,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,1,1,10500,10500
Madhya Pradesh,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,228,917,2070911,8632113
Maharashtra,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,275,1693,4177157,72745643
Manipur,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,0,37,0,858995
Meghalaya,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,6,25,34500,584763
Mizoram,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,8,11,213625,1308425
Nagaland,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,2,13,5250,26650
Odisha,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,140,374,2994940,5386218
Puducherry,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,7,21,36500,80980
Punjab,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,35,72,273800,1296560
Rajasthan,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,146,849,4620093,13245929
Sikkim,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,1,2,2500,32500
Tamil Nadu,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,870,1214,6400928,8989164
Tripura,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,0,4,0,25500
Uttar Pradesh,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,571,1557,13253771,42303950
Uttarakhand,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,11,48,116710,941294
West Bengal,2002,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,117,536,1358380,11440126
Andaman & Nicobar Islands,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,0,1,0,6000
Andhra Pradesh,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,562,1050,5690946,11906345
Arunachal Pradesh,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,33,89,184470,1172900
Assam,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,97,332,236675,1292585
Bihar,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,68,366,607340,4355550
Chandigarh,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,6,15,43500,161386
Chhattisgarh,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,18,133,104156,730228
Dadra & Nagar Haveli,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,6,14,57500,94470
Daman & Diu,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,0,6,0,500710
Delhi,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,45,79,37300,2070800
Goa,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,12,22,304699,548913
Gujarat,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,147,544,1439820,7239461
Haryana,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,318,615,5544299,10240549
Himachal Pradesh,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,15,94,222038,2560464
Jammu & Kashmir,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,6,28,36395,222964
Jharkhand,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,90,387,1039007,5215609
Karnataka,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,218,1147,2152610,11605453
Kerala,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,31,107,838746,7838470
Lakshadweep,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,0,1,0,15000
Madhya Pradesh,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,238,1031,2276250,10557077
Maharashtra,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,227,1242,3878391,25890507
Manipur,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,2,30,466750,601520
Meghalaya,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,5,20,85000,216518
Mizoram,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,5,10,51750,203000
Nagaland,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,1,1,5700,10000
Odisha,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,166,396,2593265,5504400
Puducherry,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,8,23,7060,90685
Punjab,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,22,60,294939,1045631
Rajasthan,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,164,971,3466298,14317336
Sikkim,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,1,3,625,14000
Tamil Nadu,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,987,1253,5857440,7684807
Tripura,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,0,3,0,15500
Uttar Pradesh,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,305,836,8169299,21118369
Uttarakhand,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,19,38,219490,740857
West Bengal,2003,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,112,623,860466,5800738
Andaman & Nicobar Islands,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,6,10,149350,161650
Andhra Pradesh,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,542,1097,5210767,13002743
Arunachal Pradesh,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,4,25,71050,560260
Assam,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,103,235,539149,1460098
Bihar,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,45,272,349989,3656978
Chandigarh,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,0,0,0,0
Chhattisgarh,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,39,203,233340,1280284
Dadra & Nagar Haveli,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,2,4,22700,144700
Daman & Diu,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,3,9,215300,573200
Delhi,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,11,28,63000,3834900
Goa,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,7,9,39500,99596
Gujarat,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,80,289,450683,4922321
Haryana,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,203,524,2905882,11230270
Himachal Pradesh,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,29,92,532684,2463627
Jammu & Kashmir,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,10,31,48760,297960
Jharkhand,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,88,390,535252,5182659
Karnataka,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,272,1109,3502210,18500363
Kerala,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,38,114,557908,803876
Lakshadweep,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,0,0,0,0
Madhya Pradesh,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,229,836,2034774,8033574
Maharashtra,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,190,1320,3431122,24788026
Manipur,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,2,27,2900,1954219
Meghalaya,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,12,51,294520,10953608
Mizoram,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,0,0,0,0
Nagaland,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,0,1,0,5000
Odisha,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,161,379,3153479,6435967
Puducherry,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,19,21,107295,107375
Punjab,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,16,45,366015,1071041
Rajasthan,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,155,980,4681219,20832020
Sikkim,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,3,12,43800,150000
Tamil Nadu,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,833,979,6957028,8308833
Tripura,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,1,6,500,5700
Uttar Pradesh,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,346,1140,6286573,30518128
Uttarakhand,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,21,40,228450,868835
West Bengal,2004,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,226,887,1924125,10010464
Andaman & Nicobar Islands,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,7,10,47500,67500
Andhra Pradesh,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,669,1175,9027223,14243403
Arunachal Pradesh,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,13,49,302169,1432775
Assam,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,56,187,196880,903080
Bihar,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,46,318,625228,5638074
Chandigarh,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,3,7,5000,12000
Chhattisgarh,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,42,142,756766,2255384
Dadra & Nagar Haveli,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,8,11,759485,942885
Daman & Diu,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,1,8,225000,737900
Delhi,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,8,12,1431800,19170478
Goa,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,6,14,124450,760967
Gujarat,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,60,261,379601,2822340
Haryana,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,200,689,3235206,14995525
Himachal Pradesh,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,29,139,855137,3709602
Jammu & Kashmir,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,10,39,235046,517036
Jharkhand,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,83,319,989532,2620142
Karnataka,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,196,1009,6236920,29610338
Kerala,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,19,81,153520,1368819
Lakshadweep,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,0,0,0,0
Madhya Pradesh,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,203,600,8500101,15114346
Maharashtra,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,249,1495,3452346,32705271
Manipur,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,2,34,35000,647814
Meghalaya,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,8,41,70050,398695
Mizoram,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,0,0,0,0
Nagaland,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,1,5,1200,21900
Odisha,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,189,346,18361868,48793595
Puducherry,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,2,2,401000,401000
Punjab,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,57,114,699693,2204107
Rajasthan,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,132,604,4271611,13373841
Sikkim,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,4,17,18700,364900
Tamil Nadu,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,536,695,7518121,8811398
Tripura,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,3,14,10000,108500
Uttar Pradesh,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,328,892,8766857,28666537
Uttarakhand,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,10,25,210212,2733512
West Bengal,2005,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,175,925,1519086,8879015
Andaman & Nicobar Islands,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,3,9,260500,334140
Andhra Pradesh,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,1291,2140,19584766,31694053
Arunachal Pradesh,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,12,42,161743,1550911
Assam,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,62,245,496450,3127168
Bihar,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,65,340,1117679,4737884
Chandigarh,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,0,0,0,0
Chhattisgarh,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,57,192,1116561,3546989
Dadra & Nagar Haveli,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,1,2,80000,104000
Daman & Diu,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,2,13,75500,1041895
Delhi,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,100,196,920600,6246145
Goa,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,3,7,245000,658733
Gujarat,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,160,472,2986869,7882275
Haryana,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,350,793,4572784,13685029
Himachal Pradesh,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,65,241,1084312,5475581
Jammu & Kashmir,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,13,49,560304,1087538
Jharkhand,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,87,336,543760,3917542
Karnataka,2006,Communication and Electricity Wire - Property,1. Communation and Electricity Wire,275,1079,7115373,24328781
