states_uts,district,year,murder,attempt_to_commit_murder,culpable_homicide_not_amounting_to_murder,attempt_to_commit_culpable_homicide,rape,custodial_rape,custodial_gang_rape,custodial_other_rape,rape_other_than_custodial,rape_gang_rape,rape_others,attempt_to_commit_rape,kidnapping_abduction_total,kidnapping_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnapping_abduction_of_women_to_compel_her_for_marriage,other_kidnapping,dacoity,dacoity_with_murder,other_dacoity,making_preparation_and_assembly_for_committing_dacoity,robbery,criminal_trespass_burglary,criminal_trespass_or_burglary,house_trespass_house_breaking,theft,auto_theft,other_thefts,unlawful_assembly,riots,riots_communal,riots_industrial,riots_political,riots_caste_conflict,riots_sc_sts_vs_non_scs_sts,riots_other_caste_conflict,riots_agrarian,riots_students,riots_sectarian,riots_others,criminal_breach_of_trust,cheating,forgery,counterfeiting,counterfeit_offences_related_to_counterfeit_coin,counterfeiting_government_stamp,counterfeit_currency_bank_notes,counterfeiting_currency_notes_bank_notes,using_forged_or_counterfeiting_currency_bank_notes,possession_of_forged_or_counterfeiting_currency_bank_notes,making_or_possessing_materials_for_forged_currency_bank_notes,making_or_using_documents_resembling_currency,arson,grievous_hurt,hurt,acid_attack,attempt_to_acid_attack,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,sexual_harassment,assault_or_use_of_criminal_force_to_women_with_intent_to_disrobe,voyeurism,stalking,other_assault_on_women,insult_to_the_modesty_of_women,at_office_premises,other_places_related_to_work,in_public_transport_system,places_other_than_231_232_233,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_country,causing_death_by_negligence,deaths_due_to_negligent_driving_act,deaths_due_to_other_causes,offences_against_state,sedition,other_offences_against_state,offences_promoting_enmity_between_different_groups,promoting_enmity_between_different_groups,imputation_assertions_prejudicial_to_national_integration,extortion,disclosure_of_identity_of_victims,incidence_of_rash_driving,humantrafficking,unnatural_offence,other_ipc_crimes,total_cognizable_ipc_crimes
Gujarat,Vadodara Rural,2014,24,6,2,0,11,0,0,0,11,0,11,0,66,0,0,1,57,8,7,0,7,0,7,57,0,57,158,112,46,3,28,0,0,0,5,5,0,3,0,0,20,13,26,5,0,0,false,0,0,0,0,0,0,4,70,70,0,0,0,36,17,5,0,1,13,3,0,0,0,3,67,0,276,276,0,0,0,0,0,0,0,5,0,817,0,0,1205,2896
Gujarat,Valsad,2014,43,13,0,0,26,0,0,0,26,1,25,0,111,55,0,1,44,11,18,0,18,1,29,221,186,35,567,310,257,4,43,0,0,0,0,0,0,0,0,0,43,71,48,32,4,0,false,4,4,0,0,0,0,7,106,106,0,0,0,27,4,4,0,10,9,0,0,0,0,0,83,0,312,312,0,0,0,0,0,0,0,6,0,641,0,0,659,3072
Gujarat,W.Rly  Ahmedabad,2014,9,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,11,1,0,1,357,37,320,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,false,0,0,0,0,0,0,1,11,11,0,0,0,6,1,2,1,0,2,0,0,0,0,0,2,0,5,1,4,0,0,0,0,0,0,0,0,3,0,0,36,454
Gujarat,W.Rly Vadodara,2014,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,4,0,4,4,0,4,560,13,547,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,false,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,1,0,0,63,657
Gujarat,Total,2014,1124,756,57,3,841,0,0,0,841,16,825,6,2722,868,1,36,1378,439,296,0,296,15,1209,4477,1638,2839,14337,8077,6260,243,1354,57,3,12,101,31,70,60,1,2,1118,1070,1574,246,96,5,false,91,43,32,11,0,5,217,3363,3353,6,4,23,1352,405,51,7,62,827,173,1,3,0,169,5991,0,7132,7039,93,0,0,0,11,10,1,185,0,29677,3,22,52810,131385
Haryana,Ambala (Rural),2014,15,13,2,0,25,0,0,0,25,5,20,6,59,0,3,0,24,32,2,0,2,0,4,96,83,13,194,83,111,0,0,0,0,0,0,0,0,0,0,0,0,5,38,15,1,0,false,1,0,0,1,0,0,1,62,62,0,0,9,17,15,0,0,0,2,0,0,0,0,0,52,0,119,117,2,0,0,0,0,0,0,0,0,147,0,1,215,1098
Haryana,Ambala (Urban),2014,25,18,1,0,31,0,0,0,31,1,30,3,159,0,0,0,36,123,0,0,0,0,16,321,320,1,430,290,140,0,6,0,0,0,0,0,0,0,0,0,6,33,52,22,0,0,false,0,0,0,0,0,0,4,95,95,0,0,8,23,6,2,0,7,8,1,0,0,0,1,111,0,124,116,8,0,0,0,0,0,0,9,0,195,0,2,288,1977
Haryana,Bhiwani,2014,62,47,2,0,44,0,0,0,44,10,34,10,102,0,0,1,27,74,7,0,7,2,54,400,352,48,822,514,308,0,219,0,0,0,0,0,0,0,0,0,219,17,87,66,0,0,false,0,0,0,0,0,0,26,52,52,0,0,12,99,24,15,1,17,42,1,0,0,0,1,119,0,234,229,5,0,0,0,0,0,0,7,0,400,1,11,1701,4604
Haryana,Faridabad,2014,64,41,3,0,101,0,0,0,101,13,88,4,384,3,0,0,190,191,7,0,7,4,40,412,319,93,2079,1736,343,0,207,207,0,0,0,0,0,0,0,0,0,200,50,107,4,0,false,4,0,4,0,0,0,7,111,110,1,0,20,94,35,21,1,17,20,16,0,0,0,16,302,0,13,0,13,0,0,0,0,0,0,16,0,0,0,5,1709,6000
Haryana,Fatehabad,2014,20,15,0,0,27,0,0,0,27,7,20,1,39,0,2,0,5,32,4,0,4,1,16,218,194,24,300,211,89,0,92,0,0,0,0,0,0,0,0,0,92,10,64,1,2,0,false,2,0,2,0,0,0,9,18,17,1,0,7,56,20,9,0,10,17,2,0,0,0,2,154,0,104,96,8,0,0,0,0,0,0,2,0,190,1,7,1071,2431
Haryana,G. R. P.,2014,26,6,0,0,1,0,0,0,1,0,1,0,4,0,0,0,4,0,1,0,1,5,31,2,2,0,375,91,284,0,4,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,false,0,0,0,0,0,0,0,9,9,0,0,8,17,3,0,1,5,8,1,0,0,0,1,0,0,13,12,1,0,0,0,0,0,0,2,0,60,0,1,562,1139
Haryana,Gurgaon,2014,96,54,5,0,117,0,0,0,117,16,101,13,348,72,7,3,53,213,28,2,26,8,119,725,526,199,4815,3638,1177,0,172,0,0,0,0,0,0,0,0,0,172,140,439,1,2,0,false,2,0,2,0,0,0,8,88,86,1,1,19,155,50,10,5,35,55,13,0,1,2,10,277,0,416,401,15,0,0,0,1,1,0,30,0,776,4,15,2560,11444
Haryana,Hissar,2014,66,49,3,0,55,0,0,0,55,11,44,3,73,1,0,0,16,56,12,1,11,6,39,558,461,97,1191,806,385,0,164,0,0,0,0,0,0,0,0,0,164,18,155,3,1,0,false,1,1,0,0,0,0,20,82,79,3,0,14,91,52,5,1,18,15,1,0,0,0,1,323,0,213,211,2,0,0,0,0,0,0,20,0,387,0,5,2056,5608
Haryana,Jhajjar,2014,69,60,0,1,56,0,0,0,56,6,50,2,24,0,0,1,15,8,3,0,3,5,28,161,137,24,427,302,125,0,32,0,0,0,32,0,32,0,0,0,0,7,63,0,1,0,false,1,0,1,0,0,0,5,57,56,1,0,25,47,16,7,1,1,22,7,0,0,0,7,125,0,223,219,4,0,0,0,0,0,0,6,0,240,0,9,417,2100
Haryana,Jind,2014,49,29,4,0,23,0,0,0,23,6,17,6,82,0,2,0,20,60,6,0,6,5,37,246,219,27,533,377,156,0,150,0,0,0,0,0,0,0,0,0,150,57,26,0,1,0,false,1,0,1,0,0,0,19,27,26,0,1,12,67,24,26,0,5,12,0,0,0,0,0,120,0,154,148,6,0,0,0,0,0,0,11,0,189,0,3,1036,2892
Haryana,Kaithal,2014,47,19,5,0,33,0,0,0,33,8,25,1,133,1,0,0,5,127,2,0,2,3,11,170,158,12,352,274,78,0,0,0,0,0,0,0,0,0,0,0,0,44,15,10,0,0,false,0,0,0,0,0,0,4,83,83,0,0,10,58,25,13,1,6,13,0,0,0,0,0,116,0,133,129,4,0,0,0,0,0,0,4,0,226,0,4,439,1922
Haryana,Karnal,2014,53,33,3,1,100,0,0,0,100,19,81,10,379,0,1,2,47,329,6,0,6,0,24,367,343,24,976,693,283,0,21,0,0,0,0,0,0,0,0,0,21,12,172,69,0,0,false,0,0,0,0,0,0,10,260,260,0,0,17,95,11,2,0,24,58,3,0,0,0,3,223,0,269,259,10,0,0,0,0,0,0,9,0,301,0,8,626,4047
Haryana,Kurukshetra,2014,30,15,3,0,35,0,0,0,35,2,33,9,61,0,4,0,57,0,4,0,4,2,21,261,220,41,631,465,166,0,0,0,0,0,0,0,0,0,0,0,0,13,113,46,0,0,false,0,0,0,0,0,0,2,145,145,0,0,6,59,11,8,1,10,29,7,0,0,0,7,100,0,195,190,5,0,0,0,0,0,0,2,0,256,0,4,561,2581
Haryana,Mahendergarh,2014,38,9,5,1,24,0,0,0,24,1,23,7,72,0,0,0,10,62,8,0,8,2,26,199,176,23,445,247,198,0,93,0,0,0,0,0,0,0,0,0,93,18,44,34,0,0,false,0,0,0,0,0,0,9,78,78,0,0,15,78,20,44,1,7,6,7,0,0,0,7,78,0,156,152,4,0,0,0,0,0,0,4,0,321,0,3,488,2262
Haryana,Mewat,2014,33,68,2,0,85,0,0,0,85,40,45,2,75,4,0,2,23,46,13,0,13,2,27,79,79,0,452,318,134,0,224,0,0,0,0,0,0,0,0,0,224,15,36,25,0,0,false,0,0,0,0,0,0,5,53,53,0,0,5,86,26,4,2,3,51,1,0,0,0,1,106,0,139,130,9,0,0,0,0,0,0,5,0,243,0,9,624,2414
Haryana,Palwal,2014,52,64,3,0,49,0,0,0,49,14,35,3,97,0,0,0,23,74,9,0,9,1,53,168,129,39,844,657,187,0,243,0,0,0,0,0,0,0,0,0,243,34,55,34,1,0,false,1,0,0,1,0,0,6,82,82,0,0,16,96,45,16,2,7,26,0,0,0,0,0,193,0,186,177,9,0,0,0,0,0,0,10,0,270,0,6,672,3247
Haryana,Panchkula,2014,14,10,2,0,36,0,0,0,36,1,35,2,146,0,0,1,18,127,7,0,7,6,73,233,233,0,357,254,103,0,0,0,0,0,0,0,0,0,0,0,0,1,70,24,0,0,false,0,0,0,0,0,0,6,8,8,0,0,5,30,9,1,1,9,10,3,1,0,0,2,73,0,93,91,2,0,0,0,0,0,0,4,0,126,0,3,262,1594
Haryana,Panipat,2014,53,33,1,0,64,0,0,0,64,16,48,12,100,2,0,0,78,20,11,0,11,17,49,416,381,35,1207,976,231,0,110,0,0,0,0,0,0,0,0,0,110,40,73,61,1,0,false,1,0,0,1,0,0,11,33,32,1,0,18,97,37,13,0,22,25,0,0,0,0,0,227,0,275,263,12,0,0,0,1,1,0,21,0,326,0,8,1389,4654
Haryana,Rewari,2014,27,28,5,0,41,0,0,0,41,5,36,16,114,0,0,0,83,31,10,0,10,2,53,224,224,0,670,474,196,0,64,0,0,0,0,0,0,0,0,0,64,27,89,11,0,0,false,0,0,0,0,0,0,10,121,121,0,0,11,65,41,0,5,9,10,35,0,0,0,35,105,0,240,226,14,0,0,0,0,0,0,5,0,424,0,2,382,2781
Haryana,Rohtak,2014,76,60,7,1,68,0,0,0,68,13,55,3,85,2,0,2,8,73,9,0,9,3,43,342,293,49,984,720,264,0,110,0,0,0,1,1,0,0,0,0,109,38,29,70,2,0,false,2,0,2,0,0,0,9,73,72,0,1,16,98,31,13,0,27,27,0,0,0,0,0,168,0,185,181,4,0,0,0,0,0,0,5,1,231,1,10,1093,3820
Haryana,Sirsa,2014,36,28,3,0,49,0,0,0,49,9,40,7,77,63,1,1,0,12,8,0,8,2,25,376,284,92,543,340,203,0,19,0,0,0,1,1,0,0,0,0,18,20,57,42,1,0,false,1,1,0,0,0,0,10,24,24,0,0,5,86,52,9,2,15,8,2,0,0,0,2,174,0,151,151,0,0,0,0,0,0,0,12,0,187,1,9,1528,3482
Haryana,Sonipat,2014,110,66,4,5,60,0,0,0,60,14,46,9,83,0,0,0,62,21,9,0,9,3,54,364,316,48,940,599,341,0,10,0,0,0,0,0,0,0,0,0,10,22,120,1,0,0,false,0,0,0,0,0,0,16,49,48,1,0,28,98,23,9,0,13,53,2,0,0,0,2,162,0,358,349,9,0,0,0,0,0,0,14,0,465,0,9,1250,4311
Haryana,Yamunanagar,2014,45,18,2,0,50,0,0,0,50,13,37,7,386,1,3,1,82,299,6,0,6,2,31,379,315,64,747,572,175,0,4,0,0,0,0,0,0,0,0,0,4,12,90,25,2,0,false,2,2,0,0,0,0,6,61,58,3,0,7,76,23,2,1,17,33,0,0,0,0,0,170,0,157,155,2,0,0,0,1,1,0,9,0,242,1,9,802,3347
Haryana,Irrigation & Power,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,192
Haryana,Total,2014,1106,783,65,9,1174,0,0,0,1174,230,944,136,3082,149,23,14,886,2010,172,3,169,81,874,6717,5764,953,20314,14637,5677,0,1944,207,0,0,34,2,32,0,0,0,1703,786,1945,667,19,0,false,19,4,12,3,0,0,203,1671,1656,12,3,293,1688,599,229,26,284,550,102,1,1,2,98,3478,0,4150,4002,148,0,0,0,3,3,0,207,1,6202,9,143,21923,79947
Himachal Pradesh,Baddi,2014,13,3,0,0,9,0,0,0,9,0,9,0,14,5,1,0,8,0,0,0,0,0,3,32,25,7,41,23,18,0,42,0,0,0,0,0,0,0,0,0,42,18,21,2,0,0,false,0,0,0,0,0,0,2,17,17,0,0,0,15,3,0,1,1,10,1,0,0,0,1,19,0,54,47,7,0,0,0,0,0,0,0,0,153,1,0,191,651
Himachal Pradesh,Bilaspur,2014,4,9,0,0,15,0,0,0,15,0,15,1,46,3,0,0,42,1,0,0,0,0,0,45,35,10,39,19,20,0,36,0,0,0,0,0,0,0,0,0,36,2,20,0,0,0,false,0,0,0,0,0,0,10,54,54,0,0,0,72,16,0,0,2,54,0,0,0,0,0,25,0,42,42,0,0,0,0,0,0,0,0,0,186,0,0,579,1185
Himachal Pradesh,Chamba,2014,8,5,1,0,23,0,0,0,23,0,23,0,20,0,0,0,19,1,0,0,0,0,1,98,27,71,31,7,24,0,38,0,0,1,0,0,0,0,0,0,37,2,14,4,1,0,false,1,0,1,0,0,0,10,59,59,0,0,0,27,6,4,1,5,11,1,0,0,0,1,9,0,54,52,2,0,0,0,0,0,0,0,0,87,0,1,267,761
Himachal Pradesh,C. I. D.,2014,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Himachal Pradesh,G. R. P.,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9
Himachal Pradesh,Hamirpur,2014,12,4,0,0,13,0,0,0,13,0,13,0,18,18,0,0,0,0,0,0,0,0,0,44,44,0,32,6,26,5,14,0,0,0,0,0,0,0,0,0,14,7,30,7,0,0,false,0,0,0,0,0,0,9,46,46,0,0,0,32,0,0,0,0,32,14,0,0,0,14,27,0,27,27,0,0,0,0,0,0,0,0,0,125,0,2,377,845
Himachal Pradesh,Kangra,2014,26,11,2,0,43,0,0,0,43,1,42,3,32,0,0,0,26,6,1,0,1,0,2,141,111,30,107,37,70,0,78,0,0,0,0,0,0,0,0,0,78,26,53,1,0,0,false,0,0,0,0,0,0,10,117,117,0,0,0,79,17,3,1,9,49,15,0,0,0,15,46,0,95,89,6,0,0,0,0,0,0,1,0,422,0,3,1384,2698
Himachal Pradesh,Kinnaur,2014,2,0,0,0,10,0,0,0,10,0,10,0,5,4,1,0,0,0,0,0,0,0,1,40,24,16,11,1,10,1,6,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,false,0,0,0,0,0,0,0,12,12,0,0,0,5,0,0,0,0,5,1,0,0,0,1,3,0,27,24,3,0,0,0,0,0,0,0,0,30,0,0,51,211
Himachal Pradesh,Kullu,2014,9,4,0,0,16,0,0,0,16,0,16,0,24,0,0,0,0,24,0,0,0,0,0,55,55,0,49,23,26,0,26,0,0,0,0,0,0,0,0,0,26,5,26,2,0,0,false,0,0,0,0,0,0,5,66,66,0,0,0,35,7,0,0,0,28,0,0,0,0,0,21,0,52,52,0,0,0,0,0,0,0,0,0,114,0,0,405,914
Himachal Pradesh,Lahaul & Spiti,2014,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,1,1,0,0,0,0,0,0,8,0,0,61,84
Himachal Pradesh,Mandi,2014,15,6,0,0,47,0,0,0,47,2,45,0,46,13,0,0,33,0,1,0,1,0,0,76,54,22,57,19,38,5,51,0,0,0,0,0,0,0,0,0,51,9,59,2,0,0,false,0,0,0,0,0,0,24,65,65,0,0,0,101,19,5,0,15,62,15,0,0,0,15,50,0,63,55,8,0,0,0,0,0,0,1,0,346,0,4,896,1939
Himachal Pradesh,Shimla,2014,18,15,3,0,39,0,0,0,39,2,37,0,39,13,1,0,25,0,0,0,0,0,6,149,0,149,116,47,69,0,78,0,0,0,0,0,0,0,6,0,72,20,45,16,0,0,false,0,0,0,0,0,0,10,35,34,1,0,0,64,34,0,0,10,20,10,0,0,0,10,27,0,134,127,7,0,0,0,0,0,0,0,0,290,0,1,842,1957
Himachal Pradesh,Sirmaur,2014,6,3,1,0,28,0,0,0,28,0,28,0,19,0,0,0,15,4,0,0,0,0,2,50,0,50,48,19,29,0,41,0,0,0,0,0,0,0,0,0,41,15,27,0,1,0,false,1,0,0,1,0,0,4,33,33,0,0,0,46,40,0,0,6,0,2,0,0,0,2,24,0,80,76,4,0,0,0,0,0,0,0,0,162,0,0,280,872
Himachal Pradesh,Solan,2014,5,1,0,0,16,0,0,0,16,1,15,1,24,10,0,0,0,14,1,0,1,0,0,104,0,104,73,39,34,4,30,0,0,0,0,0,0,0,0,0,30,15,26,14,0,0,false,0,0,0,0,0,0,7,21,21,0,0,0,31,4,3,0,7,17,0,0,0,0,0,12,0,61,56,5,0,0,0,0,0,0,2,0,227,0,1,271,947
Himachal Pradesh,Una,2014,9,2,2,0,23,0,0,0,23,0,23,0,16,2,1,1,7,5,1,0,1,0,1,49,49,0,46,12,34,6,38,0,0,0,0,0,0,0,0,0,38,6,64,0,0,0,false,0,0,0,0,0,0,6,67,67,0,0,1,31,13,3,0,7,8,1,0,0,0,1,62,0,80,77,3,0,0,0,0,0,0,1,0,186,0,0,385,1083
Himachal Pradesh,Total,2014,130,63,9,0,283,0,0,0,283,6,277,5,304,69,4,1,175,55,4,0,4,0,16,884,425,459,652,252,400,21,478,0,0,1,0,0,0,0,6,0,471,129,389,49,2,0,false,2,0,1,1,0,0,97,593,592,1,0,1,538,159,18,3,62,296,60,0,0,0,60,325,0,776,730,46,1,1,0,0,0,0,5,0,2336,1,12,5997,14160
Jammu & Kashmir,Anantnag,2014,9,16,0,0,19,0,0,0,19,0,19,0,64,35,2,0,27,0,0,0,0,0,0,92,0,92,90,33,57,0,180,0,0,0,0,0,0,0,0,0,180,4,20,0,1,0,false,1,1,0,0,0,0,14,2,2,0,0,0,123,0,123,0,0,0,0,0,0,0,0,9,0,29,29,0,0,0,0,0,0,0,0,0,206,0,2,427,1307
Jammu & Kashmir,Awantipora,2014,9,6,0,0,6,0,0,0,6,0,6,0,19,0,0,0,19,0,0,0,0,0,3,15,15,0,31,5,26,0,15,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,1,0,9,9,0,0,0,0,0,0,0,0,0,69,0,0,181,389
Jammu & Kashmir,Bandipora,2014,2,5,0,0,4,0,0,0,4,0,4,0,40,0,0,0,37,3,0,0,0,0,1,36,36,0,34,3,31,0,65,0,0,0,0,0,0,0,0,0,65,0,9,0,0,0,false,0,0,0,0,0,0,5,1,1,0,0,0,53,0,0,0,0,53,5,0,0,0,5,4,0,18,18,0,0,0,0,0,0,0,0,0,64,0,0,272,618
Jammu & Kashmir,Baramulla,2014,2,16,4,0,10,0,0,0,10,0,10,4,61,33,0,0,0,28,0,0,0,0,11,56,50,6,81,26,55,0,151,0,0,0,0,0,0,0,0,0,151,5,13,0,1,0,false,1,0,0,1,0,0,9,5,5,0,0,0,83,0,0,0,0,83,18,0,0,0,18,11,0,21,21,0,0,0,0,0,0,0,0,0,174,0,1,373,1110
Jammu & Kashmir,Budgam,2014,11,25,3,0,9,0,0,0,9,0,9,0,48,0,0,0,0,48,0,0,0,0,2,58,30,28,78,18,60,0,145,0,0,11,0,0,0,0,0,0,134,6,7,20,0,0,false,0,0,0,0,0,0,4,2,2,0,0,0,30,0,0,0,0,30,6,0,0,0,6,3,0,9,9,0,0,0,0,0,0,0,0,0,119,0,1,440,1026
Jammu & Kashmir,Crime Jammu,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Jammu & Kashmir,Crime Srinagar,2014,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
Jammu & Kashmir,Doda,2014,3,24,0,0,23,0,0,0,23,0,23,0,16,16,0,0,0,0,0,0,0,0,0,40,40,0,44,2,42,0,3,0,0,0,0,0,0,0,0,0,3,7,13,0,0,0,false,0,0,0,0,0,0,5,6,6,0,0,0,60,0,0,0,0,60,8,0,0,0,8,14,0,166,165,1,0,0,0,0,0,0,0,0,0,0,0,235,667
Jammu & Kashmir,Ganderbal,2014,2,11,0,2,0,0,0,0,0,0,0,2,20,0,0,0,0,20,1,0,1,0,0,44,44,0,26,6,20,0,50,0,0,50,0,0,0,0,0,0,0,4,3,0,0,0,false,0,0,0,0,0,0,9,2,2,0,0,0,54,54,0,0,0,0,0,0,0,0,0,3,0,17,17,0,0,0,0,0,0,0,0,0,86,0,0,137,473
Jammu & Kashmir,Handwara,2014,3,14,0,0,3,0,0,0,3,0,3,0,26,0,2,0,0,24,0,0,0,0,2,22,22,0,44,0,44,0,53,0,0,0,0,0,0,0,0,0,53,2,1,0,0,0,false,0,0,0,0,0,0,4,3,3,0,0,0,80,0,0,0,0,80,0,0,0,0,0,2,0,8,8,0,0,0,0,0,0,0,0,0,94,0,0,201,562
Jammu & Kashmir,Jammu,2014,21,86,0,0,68,0,0,0,68,0,68,0,73,0,0,0,0,73,1,0,1,0,6,290,0,290,399,242,157,0,71,0,0,0,0,0,0,0,0,0,71,16,159,0,3,0,false,3,3,0,0,0,0,14,17,17,0,0,4,81,0,0,0,0,81,52,0,0,0,52,159,0,143,143,0,0,0,0,0,0,0,0,0,1287,0,7,1281,4238
Jammu & Kashmir,Kargil,2014,1,0,0,0,2,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,3,0,3,3,0,3,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,false,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,50,0,0,14,105
Jammu & Kashmir,Kathua,2014,13,22,1,0,18,0,0,0,18,0,18,4,36,33,3,0,0,0,0,0,0,0,0,58,58,0,69,32,37,0,39,0,0,0,0,0,0,0,0,0,39,8,18,0,0,0,false,0,0,0,0,0,0,11,12,12,0,0,1,43,0,0,0,0,43,15,0,0,0,15,21,0,58,56,2,0,0,0,0,0,0,0,0,384,0,2,456,1289
Jammu & Kashmir,Kishtwar,2014,0,7,0,0,6,0,0,0,6,0,6,0,18,18,0,0,0,0,0,0,0,0,0,29,29,0,21,3,18,0,2,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,false,0,0,0,0,0,0,4,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,72,0,2,187,388
Jammu & Kashmir,Kulgam,2014,4,9,0,0,7,0,0,0,7,0,7,0,44,39,5,0,0,0,0,0,0,0,12,39,39,0,48,7,41,0,78,0,0,0,0,0,0,0,0,0,78,4,12,0,0,0,false,0,0,0,0,0,0,7,110,110,0,0,0,171,0,0,0,0,171,13,0,0,0,13,0,0,21,19,2,0,0,0,0,0,0,0,0,178,0,0,99,856
Jammu & Kashmir,Kupwara,2014,7,25,0,0,8,0,0,0,8,0,8,0,42,0,0,0,0,42,0,0,0,0,0,34,34,0,34,0,34,0,159,0,0,0,0,0,0,0,0,0,159,4,7,0,0,0,false,0,0,0,0,0,0,4,7,7,0,0,0,61,61,0,0,0,0,12,0,0,0,12,8,0,8,8,0,0,0,0,0,0,0,0,0,105,0,1,184,710
Jammu & Kashmir,Leh,2014,1,0,0,0,6,0,0,0,6,0,6,0,1,0,0,0,0,1,0,0,0,0,0,7,7,0,8,2,6,0,4,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,false,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,166
Jammu & Kashmir,Poonch,2014,8,15,1,0,13,0,0,0,13,0,13,0,36,10,1,0,25,0,0,0,0,0,0,38,33,5,30,3,27,0,85,0,0,0,0,0,0,0,0,0,85,3,10,0,0,0,false,0,0,0,0,0,0,12,76,76,0,0,0,42,42,0,0,0,0,8,0,8,0,0,25,0,19,19,0,0,0,0,0,0,0,0,0,131,0,2,288,842
Jammu & Kashmir,Pulwama,2014,5,13,0,0,7,0,0,0,7,0,7,0,21,20,1,0,0,0,0,0,0,0,5,16,16,0,20,5,15,0,63,0,0,0,0,0,0,0,0,0,63,1,6,0,1,0,false,1,0,1,0,0,0,2,37,37,0,0,0,20,0,0,0,0,20,6,0,0,6,0,1,0,7,7,0,0,0,0,0,0,0,0,0,49,0,1,73,354
Jammu & Kashmir,Railways Jammu,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,16
