states_uts,district,year,murder,attempt_to_commit_murder,culpable_homicide_not_amounting_to_murder,attempt_to_commit_culpable_homicide,rape,custodial_rape,custodial_gang_rape,custodial_other_rape,rape_other_than_custodial,rape_gang_rape,rape_others,attempt_to_commit_rape,kidnapping_abduction_total,kidnapping_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnapping_abduction_of_women_to_compel_her_for_marriage,other_kidnapping,dacoity,dacoity_with_murder,other_dacoity,making_preparation_and_assembly_for_committing_dacoity,robbery,criminal_trespass_burglary,criminal_trespass_or_burglary,house_trespass_house_breaking,theft,auto_theft,other_thefts,unlawful_assembly,riots,riots_communal,riots_industrial,riots_political,riots_caste_conflict,riots_sc_sts_vs_non_scs_sts,riots_other_caste_conflict,riots_agrarian,riots_students,riots_sectarian,riots_others,criminal_breach_of_trust,cheating,forgery,counterfeiting,counterfeit_offences_related_to_counterfeit_coin,counterfeiting_government_stamp,counterfeit_currency_bank_notes,counterfeiting_currency_notes_bank_notes,using_forged_or_counterfeiting_currency_bank_notes,possession_of_forged_or_counterfeiting_currency_bank_notes,making_or_possessing_materials_for_forged_currency_bank_notes,making_or_using_documents_resembling_currency,arson,grievous_hurt,hurt,acid_attack,attempt_to_acid_attack,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,sexual_harassment,assault_or_use_of_criminal_force_to_women_with_intent_to_disrobe,voyeurism,stalking,other_assault_on_women,insult_to_the_modesty_of_women,at_office_premises,other_places_related_to_work,in_public_transport_system,places_other_than_231_232_233,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_country,causing_death_by_negligence,deaths_due_to_negligent_driving_act,deaths_due_to_other_causes,offences_against_state,sedition,other_offences_against_state,offences_promoting_enmity_between_different_groups,promoting_enmity_between_different_groups,imputation_assertions_prejudicial_to_national_integration,extortion,disclosure_of_identity_of_victims,incidence_of_rash_driving,humantrafficking,unnatural_offence,other_ipc_crimes,total_cognizable_ipc_crimes
Tamil Nadu,Krishnagiri,2014,59,55,4,0,13,0,0,0,13,1,12,0,73,0,0,0,67,6,7,0,7,7,53,174,0,174,301,84,217,0,141,0,0,0,0,0,0,0,0,0,141,0,74,0,1,0,false,1,0,0,1,0,0,13,28,28,0,0,4,34,0,0,0,0,34,1,0,0,0,1,29,0,524,524,0,0,0,0,0,0,0,0,0,1332,0,0,2168,5095
Tamil Nadu,Madurai,2014,67,180,4,0,37,0,0,0,37,0,37,0,200,0,0,0,167,33,9,0,9,17,163,324,266,58,508,126,382,0,210,0,0,14,0,0,0,0,0,21,175,16,662,0,1,1,false,0,0,0,0,0,0,31,251,250,1,0,5,79,15,0,0,0,64,10,0,0,0,10,326,0,460,460,0,0,0,0,0,0,0,0,0,1579,0,0,3073,8212
Tamil Nadu,Madurai City,2014,33,51,1,0,6,0,0,0,6,0,6,0,27,4,0,0,13,10,4,0,4,0,118,123,114,9,576,389,187,0,23,0,0,0,0,0,0,0,0,0,23,8,247,0,27,0,false,27,27,0,0,0,0,7,4,4,0,0,1,22,22,0,0,0,0,1,0,0,0,1,69,0,106,104,2,0,0,0,0,0,0,32,0,585,0,0,1155,3226
Tamil Nadu,Nagapattinam,2014,36,60,0,0,16,0,0,0,16,0,16,0,40,0,0,0,38,2,0,0,0,0,48,87,0,87,166,48,118,0,73,0,0,0,0,0,0,0,0,0,73,0,11,0,0,0,false,0,0,0,0,0,0,19,7,7,0,0,0,14,0,0,0,0,14,28,0,0,0,28,22,0,277,277,0,0,0,0,0,0,0,0,0,1096,0,0,2386,4386
Tamil Nadu,Namakkal,2014,35,37,1,0,0,0,0,0,0,0,0,0,27,11,0,0,10,6,0,0,0,1,31,65,53,12,130,46,84,0,44,0,0,0,0,0,0,0,0,0,44,5,40,3,0,0,false,0,0,0,0,0,0,10,20,19,1,0,0,48,0,0,0,0,48,3,0,0,0,3,11,0,420,418,2,0,0,0,0,0,0,0,0,1691,0,1,1380,4003
Tamil Nadu,Nilgiris,2014,7,14,0,0,6,0,0,0,6,0,6,0,5,5,0,0,0,0,0,0,0,0,3,38,23,15,44,11,33,0,11,0,0,0,0,0,0,0,0,0,11,13,11,0,0,0,false,0,0,0,0,0,0,7,16,16,0,0,0,12,0,0,0,0,12,1,0,0,0,1,5,0,58,58,0,0,0,0,0,0,0,0,0,231,0,0,717,1199
Tamil Nadu,Perambalur,2014,15,18,0,0,7,0,0,0,7,0,7,0,4,0,0,0,4,0,1,0,1,0,14,22,0,22,62,22,40,0,22,0,0,0,0,0,0,0,0,0,22,1,12,0,0,0,false,0,0,0,0,0,0,1,9,9,0,0,1,26,0,26,0,0,0,0,0,0,0,0,13,0,161,161,0,0,0,0,0,0,0,0,0,332,0,0,1049,1770
Tamil Nadu,Pudukottai,2014,34,38,0,0,3,0,0,0,3,0,3,0,54,0,0,0,47,7,0,0,0,0,18,42,32,10,113,35,78,6,38,0,0,0,0,0,0,0,0,0,38,15,28,3,1,0,false,1,1,0,0,0,0,21,31,31,0,0,2,29,0,0,0,0,29,0,0,0,0,0,44,0,320,319,1,0,0,0,0,0,0,0,0,915,0,0,1965,3720
Tamil Nadu,Ramnathapuram,2014,45,84,0,0,8,0,0,0,8,0,8,1,37,10,0,1,16,10,5,0,5,1,25,129,107,22,141,31,110,0,65,0,0,0,2,0,2,0,0,0,63,12,78,1,1,0,false,1,0,1,0,0,0,27,15,15,0,0,3,12,3,0,0,0,9,0,0,0,0,0,24,0,272,267,5,0,0,0,0,0,0,1,0,640,0,0,2192,3819
Tamil Nadu,Railway Chennai,2014,3,5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,20,4,4,0,343,0,343,0,11,0,0,0,0,0,0,0,0,0,11,0,3,0,1,0,false,1,0,1,0,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,235,637
Tamil Nadu,Railway Trichy,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,5,0,111,0,111,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,7,0,0,78,229
Tamil Nadu,Salem,2014,58,56,4,0,6,0,0,0,6,0,6,2,48,10,0,0,33,5,1,0,1,1,24,78,0,78,142,56,86,0,91,0,0,0,0,0,0,0,0,0,91,1,67,0,2,0,false,2,2,0,0,0,0,30,15,15,0,0,7,46,0,0,0,0,46,0,0,0,0,0,22,0,493,493,0,0,0,0,1,1,0,0,0,1568,0,0,1933,4696
Tamil Nadu,Salem City,2014,36,30,1,0,5,0,0,0,5,0,5,0,23,0,0,0,15,8,2,0,2,0,59,76,0,76,261,145,116,0,44,0,0,0,0,0,0,0,0,0,44,9,41,2,0,0,false,0,0,0,0,0,0,2,573,573,0,0,1,12,0,0,0,0,12,21,0,0,0,21,33,0,198,198,0,0,0,0,0,0,0,23,0,809,0,0,2243,4504
Tamil Nadu,Sivagangai,2014,29,60,1,0,15,0,0,0,15,0,15,1,46,35,0,0,2,9,6,0,6,0,86,153,0,153,182,42,140,43,71,0,0,0,63,4,59,0,0,0,8,6,129,0,1,0,false,1,1,0,0,0,0,13,41,41,0,0,3,13,0,0,0,0,13,0,0,0,0,0,51,0,269,269,0,0,0,0,0,0,0,61,0,624,0,0,1834,3738
Tamil Nadu,Thanjavur,2014,70,110,0,0,8,0,0,0,8,0,8,0,56,24,0,0,0,32,3,0,3,12,68,157,59,98,296,58,238,0,158,0,0,0,0,0,0,0,0,0,158,5,60,0,0,0,false,0,0,0,0,0,0,39,59,59,0,0,0,62,0,0,0,0,62,0,0,0,0,0,31,0,450,450,0,0,0,0,0,0,0,0,0,1711,0,0,2870,6225
Tamil Nadu,Theni,2014,47,53,1,0,8,0,0,0,8,0,8,0,45,0,0,0,45,0,2,0,2,0,38,103,0,103,207,50,157,0,75,0,0,0,0,0,0,0,0,0,75,2,133,0,0,0,false,0,0,0,0,0,0,10,13,13,0,0,6,30,0,0,0,0,30,0,0,0,0,0,58,0,214,214,0,0,0,0,0,0,0,27,0,971,0,0,2511,4554
Tamil Nadu,Thirunelveli,2014,108,365,0,0,36,0,0,0,36,1,35,7,47,1,0,0,0,46,2,0,2,0,107,253,98,155,289,91,198,0,0,0,0,0,0,0,0,0,0,0,0,5,276,2,5,0,false,5,5,0,0,0,0,75,29,29,0,0,5,47,0,0,0,0,47,0,0,0,0,0,147,0,413,413,0,0,0,0,0,0,0,47,0,1523,0,1,4701,8490
Tamil Nadu,Thirunelveli City,2014,18,106,1,0,6,0,0,0,6,0,6,0,7,5,0,0,2,0,0,0,0,0,73,59,59,0,206,107,99,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,false,0,0,0,0,0,0,3,1,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,19,0,92,92,0,0,0,0,6,6,0,0,0,301,0,1,658,1623
Tamil Nadu,Thiruvallur,2014,37,46,2,0,8,0,0,0,8,0,8,0,9,0,0,0,9,0,3,0,3,9,25,127,112,15,169,32,137,0,144,0,0,0,0,0,0,0,0,0,144,1,74,0,1,0,false,1,1,0,0,0,0,9,17,17,0,0,4,2,0,0,0,0,2,2,2,0,0,0,15,0,383,383,0,0,0,0,0,0,0,0,0,1001,0,0,1949,4037
Tamil Nadu,Thiruvannamalai,2014,47,99,4,0,16,0,0,0,16,0,16,0,65,36,0,0,29,0,1,0,1,7,7,137,115,22,278,111,167,1,115,1,0,4,110,1,109,0,0,0,0,3,64,7,0,0,false,0,0,0,0,0,0,15,30,30,0,0,6,14,0,0,0,0,14,0,0,0,0,0,35,0,420,420,0,0,0,0,0,0,0,0,0,1125,0,0,1915,4411
Tamil Nadu,Thiruvarur,2014,26,38,0,0,2,0,0,0,2,0,2,0,27,0,0,0,23,4,5,0,5,2,36,104,89,15,176,48,128,0,34,0,0,0,0,0,0,0,0,0,34,1,34,0,0,0,false,0,0,0,0,0,0,26,9,9,0,0,1,2,0,0,0,0,2,1,0,0,0,1,7,0,185,185,0,0,0,0,0,0,0,0,0,823,0,0,2502,4041
Tamil Nadu,Thoothugudi,2014,89,143,1,0,16,0,0,0,16,0,16,3,15,0,0,0,12,3,5,0,5,0,65,208,0,208,352,126,226,0,0,0,0,0,0,0,0,0,0,0,0,19,100,79,1,0,false,1,1,0,0,0,0,35,36,36,0,0,0,44,2,1,0,0,41,0,0,0,0,0,73,0,335,322,13,0,0,0,0,0,0,5,0,986,0,0,2734,5344
Tamil Nadu,Tiruppur,2014,36,24,0,0,6,0,0,0,6,0,6,0,60,4,0,1,36,19,3,0,3,0,61,169,101,68,220,70,150,0,33,0,0,0,0,0,0,0,0,0,33,20,80,0,2,0,false,2,0,0,2,0,0,7,8,8,0,0,3,15,0,0,0,0,15,0,0,0,0,0,33,0,575,568,7,0,0,0,0,0,0,9,0,1522,0,0,1163,4049
Tamil Nadu,Tiruppur City,2014,20,38,1,0,5,0,0,0,5,0,5,0,24,2,0,3,13,6,0,0,0,0,55,110,70,40,338,285,53,6,22,0,0,0,0,0,0,0,0,0,22,7,106,0,2,0,false,2,0,0,2,0,0,3,6,6,0,0,0,7,0,0,0,0,7,0,0,0,0,0,22,0,164,157,7,0,0,0,0,0,0,11,0,562,0,0,981,2490
Tamil Nadu,Trichy,2014,39,32,0,0,8,0,0,0,8,0,8,0,30,0,0,0,30,0,1,0,1,0,34,55,41,14,140,33,107,0,66,0,0,0,0,0,0,0,0,0,66,0,57,0,1,0,false,1,1,0,0,0,0,0,3,3,0,0,2,51,0,0,0,0,51,0,0,0,0,0,48,0,431,431,0,0,0,0,0,0,0,32,0,1198,0,1,2459,4688
Tamil Nadu,Trichy City,2014,24,9,0,0,3,0,0,0,3,0,3,0,7,3,0,0,0,4,0,0,0,0,24,41,0,41,307,66,241,0,10,0,0,0,0,0,0,0,0,0,10,0,102,0,2,0,false,2,2,0,0,0,0,0,13,13,0,0,0,10,4,0,0,1,5,3,0,0,0,3,27,0,179,170,9,0,0,0,0,0,0,0,0,541,0,0,1772,3074
Tamil Nadu,Vellore,2014,92,144,7,0,12,0,0,0,12,0,12,0,97,0,0,0,0,97,7,0,7,0,31,317,0,317,750,388,362,0,11,0,0,0,0,0,0,0,0,0,11,12,85,0,6,0,false,6,6,0,0,0,0,20,0,0,0,0,3,44,0,44,0,0,0,0,0,0,0,0,110,0,793,793,0,0,0,0,0,0,0,0,0,2516,0,3,5432,10492
Tamil Nadu,Villupuram,2014,68,152,6,0,38,0,0,0,38,0,38,0,138,29,0,0,96,13,1,0,1,5,30,220,174,46,466,242,224,36,355,0,0,0,9,9,0,0,0,0,346,5,147,0,6,0,false,6,6,0,0,0,0,51,75,75,0,0,7,176,0,0,0,0,176,0,0,0,0,0,81,0,771,771,0,0,0,0,0,0,0,1,0,2506,0,0,4302,9643
Tamil Nadu,Virudhunagar,2014,49,76,1,0,13,0,0,0,13,0,13,0,23,11,0,0,1,11,2,0,2,0,58,166,115,51,264,67,197,0,75,0,0,0,0,0,0,0,0,0,75,13,167,0,2,0,false,2,2,0,0,0,0,13,6,6,0,0,3,25,0,0,0,0,25,0,0,0,0,0,29,0,322,319,3,0,0,0,0,0,0,4,0,966,0,0,2008,4285
Tamil Nadu,Cyber Cell,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,false,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Tamil Nadu,Other Units,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Total,2014,1805,2922,50,0,455,0,0,0,455,2,453,16,1746,274,1,7,1080,384,101,0,101,74,1969,5266,3052,2214,11969,4033,7936,314,2784,120,0,19,211,29,182,0,5,21,2408,242,4536,168,161,1,false,160,62,76,22,0,0,675,1519,1513,6,0,95,1102,46,71,1,1,983,229,2,157,0,70,2103,0,14704,14599,105,0,0,0,16,16,0,662,1,52844,0,7,84665,193200
Telangana,Adilabad,2014,101,79,17,0,42,0,0,0,42,0,42,13,46,18,0,0,21,7,1,0,1,0,7,292,234,58,505,136,369,0,38,0,0,8,3,3,0,0,0,0,27,43,223,0,3,0,false,3,1,0,2,0,0,37,61,61,0,0,16,244,52,17,2,36,137,83,0,0,0,83,384,0,399,398,1,0,0,0,6,6,0,15,0,1042,0,0,2339,6036
Telangana,Cyberabad,2014,144,124,12,1,139,0,0,0,139,6,133,3,165,55,1,1,35,73,15,1,14,1,62,1122,877,245,4182,1698,2484,1,51,31,3,3,3,0,3,0,0,0,11,190,2347,132,9,0,false,9,2,3,3,1,0,57,182,181,1,0,48,376,55,24,7,137,153,271,1,9,3,258,1329,0,1038,967,71,2,0,2,7,7,0,51,0,2331,55,1,4863,19311
Telangana,Hyderabad City,2014,118,163,6,0,126,0,0,0,126,1,125,2,374,235,0,1,6,132,9,0,9,0,58,754,613,141,4266,1396,2870,4,57,4,0,0,11,2,9,0,13,0,29,97,2557,43,37,0,false,37,6,26,5,0,0,20,119,119,0,0,22,393,115,18,12,35,213,87,4,23,0,60,1289,0,441,421,20,1,0,1,0,0,0,47,0,2254,5,7,5584,18940
Telangana,Karimnagar,2014,109,136,14,0,66,0,0,0,66,0,66,0,106,37,1,2,43,23,5,0,5,0,36,377,268,109,735,245,490,0,87,0,0,0,0,0,0,0,0,0,87,108,813,0,6,0,false,6,6,0,0,0,0,38,187,187,0,0,34,373,5,3,0,2,363,70,0,0,0,70,737,0,543,543,0,0,0,0,0,0,0,2,0,955,0,0,3845,9382
Telangana,Khammam,2014,76,85,7,0,102,0,0,0,102,0,102,2,73,0,0,0,15,58,1,0,1,0,15,432,334,98,746,278,468,0,94,0,0,21,0,0,0,0,0,0,73,40,845,0,1,0,false,1,1,0,0,0,0,16,50,50,0,0,18,351,142,1,0,1,207,133,0,0,0,133,530,0,482,482,0,0,0,0,0,0,0,10,0,3347,0,0,3566,11022
Telangana,Mahaboob Nagar,2014,240,87,27,0,169,0,0,0,169,3,166,3,63,0,0,0,50,13,6,0,6,0,23,369,0,369,1112,179,933,0,105,0,0,0,0,0,0,0,0,0,105,36,252,0,3,0,false,3,3,0,0,0,0,65,58,58,0,0,30,242,53,12,4,17,156,47,0,0,0,47,209,0,818,818,0,0,0,0,0,0,0,0,0,855,0,0,2714,7533
Telangana,Medak,2014,130,84,7,0,60,0,0,0,60,3,57,0,59,11,3,0,10,35,5,0,5,0,20,384,302,82,787,246,541,0,39,0,0,0,0,0,0,0,0,0,39,20,312,0,2,0,false,2,0,2,0,0,0,45,49,49,0,0,34,211,27,35,0,26,123,47,0,0,0,47,346,0,780,780,0,0,0,0,0,0,0,9,0,1005,0,0,2496,6931
Telangana,Nalgonda,2014,114,148,9,0,126,0,0,0,126,1,125,19,95,24,0,0,0,71,6,0,6,0,30,383,0,383,722,204,518,12,129,0,0,0,0,0,0,0,0,0,129,65,342,0,2,0,false,2,0,2,0,0,0,67,152,152,0,0,23,447,72,38,2,105,230,174,0,0,0,174,262,0,732,732,0,0,0,0,0,0,0,8,0,1303,0,0,3884,9254
Telangana,Nizamabad,2014,122,60,12,0,36,0,0,0,36,0,36,4,57,14,0,0,11,32,5,0,5,0,21,416,357,59,712,278,434,8,46,2,0,3,2,2,0,0,0,0,39,26,306,15,2,0,false,2,0,2,0,0,0,65,64,64,0,0,25,163,20,2,3,10,128,145,0,0,0,145,658,0,560,529,31,0,0,0,5,5,0,21,0,969,0,1,2529,7053
Telangana,Ranga Reddy,2014,77,43,5,0,51,0,0,0,51,0,51,1,35,20,0,0,10,5,1,0,1,0,12,106,91,15,183,26,157,0,2,0,0,0,2,0,2,0,0,0,0,2,81,1,0,0,false,0,0,0,0,0,0,36,28,28,0,0,10,83,9,3,4,14,53,18,0,11,0,7,192,0,245,229,16,0,0,0,0,0,0,2,0,232,0,1,862,2309
Telangana,Secunderabad Railway,2014,4,2,0,0,2,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,3,1,0,1,760,0,760,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,false,2,2,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,72,860
Telangana,Warangal,2014,47,29,7,0,41,0,0,0,41,0,41,26,45,8,0,1,27,9,4,0,4,0,15,172,135,37,302,32,270,0,83,0,0,11,0,0,0,0,0,0,72,5,178,0,1,0,false,1,0,1,0,0,0,22,63,63,0,0,17,186,31,8,1,30,116,20,0,0,0,20,218,0,275,259,16,0,0,0,0,0,0,0,0,488,0,0,2163,4407
Telangana,Warangal Urban,2014,26,22,0,0,19,0,0,0,19,0,19,0,33,9,0,0,19,5,1,0,1,0,6,141,94,47,330,117,213,0,35,0,0,3,0,0,0,0,0,0,32,1,259,0,0,0,false,0,0,0,0,0,0,14,44,44,0,0,12,114,34,15,10,13,42,47,0,0,0,47,215,0,200,197,3,0,0,0,0,0,0,5,0,172,0,0,2096,3792
Telangana,Total,2014,1308,1062,123,1,979,0,0,0,979,14,965,73,1152,432,5,5,247,463,59,1,58,1,308,4949,3305,1644,15342,4835,10507,25,766,37,3,49,21,7,14,0,13,0,643,635,8519,191,68,0,false,68,21,36,10,1,0,482,1057,1056,1,0,289,3188,620,176,45,426,1921,1142,5,43,3,1091,6369,0,6514,6356,158,3,0,3,18,18,0,171,0,14953,60,10,37013,106830
Tripura,Dhalai,2014,20,6,0,0,34,0,0,0,34,6,28,4,13,2,0,5,1,5,0,0,0,0,2,12,12,0,11,0,11,1,4,0,0,0,0,0,0,0,0,0,4,3,6,2,1,0,false,1,0,1,0,0,0,4,46,45,1,0,1,49,17,22,0,1,9,0,0,0,0,0,41,0,16,15,1,0,0,0,0,0,0,2,0,29,0,0,56,363
Tripura,Gomati,2014,15,6,0,0,32,0,0,0,32,6,26,0,23,0,0,0,22,1,0,0,0,0,4,23,23,0,53,11,42,0,11,0,0,0,0,0,0,0,0,0,11,2,23,0,2,0,false,2,0,2,0,0,0,12,174,173,1,0,9,51,4,0,0,0,47,0,0,0,0,0,135,0,17,17,0,1,0,1,0,0,0,0,0,91,0,1,140,825
Tripura,G. R. P.,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,4,4,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
Tripura,Kowai,2014,10,2,0,0,15,0,0,0,15,0,15,3,5,1,0,0,4,0,0,0,0,0,0,18,0,18,30,3,27,0,4,0,0,2,0,0,0,0,0,0,2,7,6,2,0,0,false,0,0,0,0,0,0,1,83,83,0,0,8,36,2,28,0,0,6,0,0,0,0,0,25,0,17,17,0,0,0,0,0,0,0,0,0,39,0,0,27,338
Tripura,North,2014,10,9,2,0,26,0,0,0,26,1,25,8,15,0,0,1,12,2,1,1,0,1,6,11,7,4,33,5,28,0,6,0,0,0,0,0,0,0,0,0,6,9,14,1,3,0,false,3,0,0,3,0,0,5,135,135,0,0,6,41,0,19,0,0,22,0,0,0,0,0,79,0,12,12,0,0,0,0,0,0,0,0,0,32,0,0,45,510
Tripura,Sipahijala,2014,19,12,1,0,19,0,0,0,19,0,19,0,15,1,3,0,0,11,0,0,0,0,3,28,28,0,45,10,35,0,16,0,0,0,0,0,0,0,0,0,16,6,18,1,0,0,false,0,0,0,0,0,0,12,148,148,0,0,1,76,0,0,0,0,76,0,0,0,0,0,86,0,27,27,0,0,0,0,0,0,0,3,0,91,0,0,98,725
Tripura,South,2014,17,20,0,0,20,0,0,0,20,0,20,7,11,0,0,0,2,9,0,0,0,0,5,22,22,0,22,3,19,0,13,0,0,2,0,0,0,0,0,0,11,5,14,0,1,0,false,1,0,1,0,0,0,4,178,176,2,0,4,47,2,25,0,0,20,0,0,0,0,0,94,0,22,22,0,0,0,0,0,0,0,0,0,59,0,0,113,678
Tripura,Unakoti,2014,8,9,0,0,24,0,0,0,24,1,23,1,11,0,0,0,9,2,0,0,0,0,4,9,0,9,22,8,14,0,19,0,0,6,0,0,0,0,0,0,13,2,9,0,2,0,false,2,0,2,0,0,0,3,127,127,0,0,1,29,20,6,0,0,3,2,0,0,0,2,50,0,14,14,0,0,0,0,0,0,0,0,0,31,0,0,24,401
Tripura,West,2014,41,15,0,0,69,0,0,0,69,1,68,12,33,0,4,0,29,0,0,0,0,2,19,96,78,18,151,67,84,0,19,0,0,0,0,0,0,0,0,0,19,4,55,19,0,0,false,0,0,0,0,0,0,18,337,337,0,0,3,161,37,84,1,6,33,9,0,0,0,9,192,0,46,44,2,0,0,0,0,0,0,7,0,175,0,2,165,1650
Tripura,Total,2014,140,79,3,0,239,0,0,0,239,15,224,35,126,4,7,6,79,30,1,1,0,3,43,219,170,49,369,107,262,1,92,0,0,10,0,0,0,0,0,0,82,38,145,25,9,0,false,9,0,6,3,0,0,59,1232,1228,4,0,33,492,82,184,1,8,217,11,0,0,0,11,702,0,171,168,3,1,0,1,0,0,0,12,0,548,0,3,668,5499
Uttar Pradesh,Agra,2014,178,99,41,111,77,2,0,2,75,7,68,14,463,298,107,9,49,0,10,1,9,7,218,326,78,248,3512,2824,688,0,413,0,0,0,0,0,0,0,0,0,413,99,382,22,6,0,false,6,6,0,0,0,0,10,317,316,1,0,87,281,237,19,3,22,0,0,0,0,0,0,389,0,434,434,0,0,0,0,3,2,1,48,0,537,0,2,1432,9518
Uttar Pradesh,Aligarh,2014,179,257,29,25,112,0,0,0,112,20,92,53,471,404,63,4,0,0,17,1,16,2,242,302,302,0,2297,1660,637,0,436,0,0,0,27,27,0,0,0,0,409,129,354,0,2,0,false,2,2,0,0,0,0,25,285,283,2,0,69,307,105,29,0,0,173,0,0,0,0,0,455,0,328,328,0,0,0,0,0,0,0,31,0,459,0,11,1916,8793
Uttar Pradesh,Allahabad,2014,132,121,40,0,109,16,0,16,93,27,66,0,330,82,0,1,186,61,9,0,9,0,125,381,381,0,2245,1673,572,0,129,0,0,0,0,0,0,9,2,0,118,124,511,0,6,0,false,6,6,0,0,0,0,1,353,350,2,1,53,309,206,44,3,56,0,4,0,0,0,4,355,0,450,450,0,0,0,0,0,0,0,0,0,651,0,6,3465,9909
Uttar Pradesh,Ambedkar Nagar,2014,24,24,10,4,20,0,0,0,20,2,18,0,59,0,0,0,58,1,1,1,0,0,13,22,22,0,86,39,47,0,37,0,0,0,0,0,0,0,0,0,37,19,43,0,0,0,false,0,0,0,0,0,0,0,126,126,0,0,11,16,16,0,0,0,0,0,0,0,0,0,41,0,53,53,0,0,0,0,0,0,0,0,0,122,0,0,592,1323
Uttar Pradesh,Amethi,2014,36,50,14,0,27,0,0,0,27,2,25,0,115,42,0,0,62,11,0,0,0,0,20,51,0,51,113,51,62,0,43,0,0,0,0,0,0,4,0,0,39,19,41,0,1,0,false,1,1,0,0,0,0,0,192,192,0,0,15,78,0,0,0,0,78,0,0,0,0,0,47,0,133,133,0,0,0,0,0,0,0,0,0,93,0,0,434,1522
Uttar Pradesh,Amroha,2014,60,63,9,0,35,0,0,0,35,14,21,5,120,0,0,0,107,13,5,1,4,0,44,50,50,0,399,192,207,0,44,0,0,0,0,0,0,0,0,0,44,26,140,0,1,0,false,1,1,0,0,0,0,0,119,117,2,0,23,81,27,31,0,23,0,0,0,0,0,0,224,0,198,198,0,0,0,0,0,0,0,0,0,189,0,0,991,2826
