area_name,year,group_name,sub_group_name,rank_all_ranks_total,rank_asi_equivalent,rank_aspdyspassttcommandant,rank_below_hc_and_above_constables,rank_constables,rank_dgaddl_dg,rank_dig,rank_head_constables,rank_igsplig,rank_inspectors_equivalent,rank_si_equivalent,rank_sspspaddlspcommandant
Chhattisgarh,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),24601,1371,131,0,18414,4,7,3428,14,470,668,94
Dadra & Nagar Haveli,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),222,3,1,0,162,0,0,43,0,1,10,2
Daman & Diu,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),220,5,2,0,170,0,1,31,0,1,9,1
Delhi,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),58222,5961,262,0,30541,8,10,16177,16,1108,4090,49
Goa,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),4063,164,24,0,2905,1,1,744,1,53,156,14
Gujarat,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),48185,6796,182,0,28962,14,17,9783,25,677,1666,63
Haryana,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),35778,3010,132,0,25850,10,9,4975,17,606,1125,44
Himachal Pradesh,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),9781,1027,84,0,6273,12,12,1683,15,200,422,53
Jammu & Kashmir,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),63151,3057,408,44723,1397,2,20,10548,14,793,2000,189
Jharkhand,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),30188,2118,281,0,22319,7,14,3350,15,194,1845,45
Karnataka,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),65627,3645,320,0,43529,16,34,14772,30,964,2156,161
Kerala,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),36898,1426,284,0,25718,7,4,7159,10,417,1829,44
Lakshadweep,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),254,5,1,0,171,0,0,63,0,7,6,1
Madhya Pradesh,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),55503,3202,580,0,37290,9,22,10358,19,1126,2747,150
Maharashtra,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),166611,13595,541,35393,72429,23,43,33643,38,3296,7361,249
Manipur,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),8541,646,43,0,6275,1,4,730,7,285,514,36
Meghalaya,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),5885,164,29,99,4303,5,3,492,7,121,637,25
Mizoram,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),3568,355,7,335,1832,1,4,603,1,127,266,37
Nagaland,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),5637,196,33,498,4199,4,11,390,7,48,212,39
Odisha,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),29085,4022,336,303,19086,5,13,2722,10,737,1726,125
Puducherry,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),1496,45,18,0,913,1,1,355,0,48,113,2
Punjab,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),49031,3757,217,0,35043,11,19,8054,14,414,1390,112
Rajasthan,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),59680,4255,307,0,45273,12,9,6380,20,784,2450,190
Sikkim,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),1985,140,29,0,1208,3,5,359,10,56,144,31
Tamil Nadu,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),75244,0,617,8599,21182,14,11,35592,39,2275,6732,183
Tripura,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),9648,555,117,108,7413,3,5,761,7,141,501,37
Uttar Pradesh,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),114433,0,696,0,91430,34,56,13455,36,1046,7439,241
Uttarakhand,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),11453,0,56,0,9068,6,3,1537,5,122,611,45
West Bengal,2009,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),61716,8927,303,0,45741,23,22,7,43,1149,5406,95
Andaman & Nicobar Islands,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),2933,212,13,0,1981,1,1,484,1,47,190,3
Andhra Pradesh,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),95370,2952,606,0,75142,25,27,11392,31,1387,3665,143
Arunachal Pradesh,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),3506,176,33,0,2490,1,3,416,1,67,298,21
Assam,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),28694,1789,161,506,21969,11,16,1260,14,487,2347,134
Bihar,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),49915,3450,258,0,34291,19,17,4601,14,618,6572,75
Chandigarh,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),4424,210,11,0,2969,0,1,835,1,69,325,3
Chhattisgarh,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),26046,1068,178,0,19979,6,5,3581,13,438,669,109
Dadra & Nagar Haveli,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),208,3,1,0,147,0,0,44,0,1,10,2
Daman & Diu,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),220,5,2,0,170,0,1,31,0,1,9,1
Delhi,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),67268,6167,225,0,39205,9,10,16179,17,1221,4178,57
Goa,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),4038,177,24,0,2820,1,1,801,1,54,146,13
Gujarat,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),48648,7301,187,0,27621,17,18,10551,19,767,2120,47
Haryana,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),42961,948,145,0,33692,12,12,6957,18,566,567,44
Himachal Pradesh,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),9671,919,53,0,6388,11,12,1589,16,190,453,40
Jammu & Kashmir,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),47859,3095,334,8005,26245,4,20,7465,11,668,1907,105
Jharkhand,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),33806,2488,158,0,25220,6,11,3600,18,385,1883,37
Karnataka,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),63689,3740,353,0,39423,25,17,16846,26,1001,2117,141
Kerala,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),37368,1475,284,0,25962,6,5,7292,10,423,1857,54
Lakshadweep,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),332,13,1,0,219,0,0,88,0,7,3,1
Madhya Pradesh,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),52765,2672,525,0,35866,32,38,9637,63,1370,2502,60
Maharashtra,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),165740,13658,503,34091,72073,26,34,33984,43,3097,8038,193
Manipur,2010,Actual Police Strength - Civil Police,A1. Actual Civil Police (Incl. District Armed Police and Women Police),10249,452,75,0,8053,4,1,728,7,267,624,38
