column_a,column_b,column_c,column_d,column_e,column_f,column_g,column_h,column_i,column_j,column_k
STATE/UT,YEAR,Place Of Occurrence,Dacoity (Section 395-398 IPC) - Number of cases registered,Dacoity (Section 395-398 IPC) - Value Of Property Stolen (in rupees),"Robbery(Section 392-394, 397, 398 IPC) - Number of cases registered","Robbery(Section 392-394, 397, 398 IPC) - Value Of Property Stolen (in rupees)","Burglary(Section 449-452, 454, 455, 457-460 IPC) - Number of cases registered","Burglary(Section 449-452, 454, 455, 457-460 IPC) - Value Of Property Stolen (in rupees)",Theft (Section 379-382 IPC) - Number of cases registered,Theft (Section 379-382 IPC) - Value Of Property Stolen (in rupees)
Daman & Diu,2013,COMMERCIAL ESTABLISHMENTS,2,0,0,0,9,3193260,2,90000
Daman & Diu,2013,OTHER PLACES,2,0,0,0,2,0,12,990320
Daman & Diu,2013,TOTAL (MANUAL),6,23400,1,6000,19,3478260,38,6608635
Daman & Diu,2013,TOTAL COMPUTER FROM 1 TO 7,6,23400,1,6000,19,3478260,38,6608635
Delhi UT,2013,RESIDENTIAL PREMISES,5,1195000,121,10337359,1908,270058331,10055,1510514221
Delhi UT,2013,HIGH-WAY,1,300000,37,11187914,0,0,423,10249522
Delhi UT,2013,RIVER & SEA,0,0,0,0,0,0,0,0
Delhi UT,2013,RAILWAYS,0,0,25,746140,0,0,1426,66793072
Delhi UT,2013,RUNNING TRAINS,0,0,9,281840,0,0,613,38216519
Delhi UT,2013,OTHERS RLY.,0,0,16,464300,0,0,813,28576553
Delhi UT,2013,BANKS,0,0,0,0,0,0,20,576871
Delhi UT,2013,COMMERCIAL ESTABLISHMENTS,6,3542000,82,8531352,551,78285370,1567,139168514
Delhi UT,2013,OTHER PLACES,21,16833900,980,416111690,376,51742536,16633,1121278114
Delhi UT,2013,TOTAL (MANUAL),33,21870900,1245,446914455,2835,400086237,30124,2848580314
Delhi UT,2013,TOTAL COMPUTER FROM 1 TO 7,33,21870900,1245,446914455,2835,400086237,30124,2848580314
Lakshadweep,2013,RESIDENTIAL PREMISES,0,0,0,0,2,1000,8,126000
Lakshadweep,2013,HIGH-WAY,0,0,0,0,0,0,0,0
Lakshadweep,2013,RIVER & SEA,0,0,0,0,0,0,0,0
Lakshadweep,2013,RAILWAYS,0,0,0,0,0,0,0,0
Lakshadweep,2013,RUNNING TRAINS,0,0,0,0,0,0,0,0
Lakshadweep,2013,OTHERS RLY.,0,0,0,0,0,0,0,0
Lakshadweep,2013,BANKS,0,0,0,0,0,0,0,0
Lakshadweep,2013,COMMERCIAL ESTABLISHMENTS,0,0,0,0,0,0,0,0
Lakshadweep,2013,OTHER PLACES,0,0,0,0,0,0,0,0
Lakshadweep,2013,TOTAL (MANUAL),0,0,0,0,2,1000,8,126000
Lakshadweep,2013,TOTAL COMPUTER FROM 1 TO 7,0,0,0,0,2,1000,8,126000
Puducherry,2013,RESIDENTIAL PREMISES,0,0,2,67000,48,10816487,54,6917800
Puducherry,2013,HIGH-WAY,0,0,0,0,0,0,0,0
Puducherry,2013,RIVER & SEA,0,0,0,0,0,0,0,0
Puducherry,2013,RAILWAYS,0,0,0,0,0,0,0,0
Puducherry,2013,RUNNING TRAINS,0,0,0,0,0,0,0,0
Puducherry,2013,OTHERS RLY.,0,0,0,0,0,0,0,0
Puducherry,2013,BANKS,0,0,0,0,2,1070500,3,281000
Puducherry,2013,COMMERCIAL ESTABLISHMENTS,1,15350,1,65000,21,9420211,30,6384600
Puducherry,2013,OTHER PLACES,0,0,7,525000,0,0,507,21071301
Puducherry,2013,TOTAL (MANUAL),1,15350,10,657000,71,21307198,594,34654701
Puducherry,2013,TOTAL COMPUTER FROM 1 TO 7,1,15350,10,657000,71,21307198,594,34654701
