states_uts,crime_head,year,18_and_above_and_below_30_years_male,18_and_above_and_below_30_years_female,18_and_above_and_below_30_years_total,30_and_above_and_below_45_years_male,30_and_above_and_below_45_years_female,30_and_above_and_below_45_years_total,45_and_above_and_below_60_years_male,45_and_above_and_below_60_years_female,45_and_above_and_below_60_years_total,60_years_and_above_male,60_years_and_above_female,60_years_and_above_total,total_male,total_female,total_persons_arrested_by_age_and_sex
Karnataka,"4 - Excise Act, 1944",2014,2278,9,2287,2158,53,2211,795,30,825,43,6,49,5274,98,5372
Karnataka,5 - Prohibition Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,6 - Explosives and Explosive Substances Act,2014,37,0,37,120,1,121,34,0,34,2,0,2,193,1,194
Karnataka,"7 - Immoral Traffic (Prevention) Act, 1956",2014,400,78,478,396,66,462,92,25,117,4,5,9,892,174,1066
Karnataka,7.1 - Under Section 5,2014,135,21,156,101,19,120,31,7,38,3,2,5,270,49,319
Karnataka,7.2 - Under Section 6,2014,7,0,7,3,0,3,0,0,0,0,0,0,10,0,10
Karnataka,7.3 - Under Section 7,2014,36,7,43,35,4,39,14,4,18,0,1,1,85,16,101
Karnataka,7.4 - Under Section 8,2014,12,5,17,20,6,26,0,1,1,0,0,0,32,12,44
Karnataka,7.5 - Other Sections under ITP Act,2014,210,45,255,237,37,274,47,13,60,1,2,3,495,97,592
Karnataka,"8 - Indian Railways Act, 1989",2014,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
Karnataka,"9 - Registration of Foreigners Act, 1939",2014,6,0,6,1,1,2,1,0,1,0,0,0,8,1,9
Karnataka,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"11 - Passport Act, 1967",2014,12,2,14,12,5,17,1,0,1,0,0,0,25,7,32
Karnataka,"12 - Essential Commodities Act, 1955",2014,333,1,334,529,4,533,146,1,147,8,0,8,1016,6,1022
Karnataka,"13 - Antiquities & Art Treasures Act, 1972",2014,8,0,8,10,0,10,2,0,2,0,0,0,20,0,20
Karnataka,"14 - Dowry Prohibition Act, 1961",2014,820,218,1038,1226,499,1725,514,408,922,131,59,190,2691,1184,3875
Karnataka,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"16 - Copyright Act, 1957",2014,210,1,211,194,3,197,25,0,25,1,0,1,430,4,434
Karnataka,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,1389,55,1444,1553,127,1680,864,56,920,73,9,82,3879,247,4126
Karnataka,18.1 - POA Act for crimes committed against SCs,2014,1044,51,1095,1257,101,1358,760,48,808,68,8,76,3129,208,3337
Karnataka,18.2 - POA Act for crimes committed against STs,2014,345,4,349,296,26,322,104,8,112,5,1,6,750,39,789
Karnataka,"19 - Forest Act, 1927",2014,83,0,83,153,0,153,24,0,24,1,0,1,261,0,261
Karnataka,"20 - Prohibition of Child Marriage Act, 2006",2014,16,0,16,35,5,40,5,3,8,2,0,2,58,8,66
Karnataka,"21 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"22 - Information Technology Act, 2000",2014,162,6,168,162,4,166,16,2,18,2,0,2,342,12,354
Karnataka,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"24 - Electricity Act, 2003",2014,3,0,3,4,0,4,3,0,3,0,0,0,10,0,10
Karnataka,"25 - Wildlife Protection Act, 1972",2014,34,0,34,80,1,81,16,0,16,1,0,1,131,1,132
Karnataka,"26 - Bonded Labour System (Abolition) Act, 1976",2014,4,0,4,22,0,22,3,0,3,0,0,0,29,0,29
Karnataka,26.1 - Against SCs,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Karnataka,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,26.3 - Against others,2014,4,0,4,21,0,21,3,0,3,0,0,0,28,0,28
Karnataka,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Karnataka,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"34 - Prevention of Damage to Public Property Act, 1984",2014,33,0,33,27,0,27,3,0,3,0,0,0,63,0,63
Karnataka,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"36 - Trade Marks Act, 1999",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"37 - Prevention of Insults to National Honour Act, 1971",2014,2,0,2,4,0,4,1,0,1,0,0,0,7,0,7
Karnataka,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"39 - Lotteries (Regulation) Act, 1998",2014,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
Karnataka,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"41 - Foreigners Act, 1946",2014,49,4,53,34,5,39,10,1,11,0,0,0,93,10,103
Karnataka,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"44 - Representation of People Act, 1951",2014,70,1,71,192,4,196,49,0,49,2,0,2,313,5,318
Karnataka,"45 - Emigration Act, 1983",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,5,5,10,43,3,46,12,3,15,2,0,2,62,11,73
Karnataka,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,56 - Other SLL crimes,2014,3177,29,3206,3846,57,3903,1806,14,1820,45,1,46,8874,101,8975
Karnataka,57 - Total Cognizable SLL crimes,2014,24932,420,25352,29532,858,30390,12500,554,13054,1097,82,1179,68061,1914,69975
Kerala,"1 - Arms Act, 1959",2014,118,0,118,187,0,187,83,0,83,9,0,9,397,0,397
Kerala,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,1233,2,1235,936,10,946,414,8,422,61,3,64,2644,23,2667
Kerala,"3 - Gambling Act, 1867",2014,3499,0,3499,7687,0,7687,4916,0,4916,532,0,532,16634,0,16634
Kerala,"4 - Excise Act, 1944",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,5 - Prohibition Act,2014,20007,10,20017,24892,49,24941,14477,22,14499,2597,0,2597,61973,81,62054
Kerala,6 - Explosives and Explosive Substances Act,2014,66,0,66,304,2,306,150,2,152,15,0,15,535,4,539
Kerala,"7 - Immoral Traffic (Prevention) Act, 1956",2014,38,41,79,92,91,183,44,19,63,2,0,2,176,151,327
Kerala,7.1 - Under Section 5,2014,13,10,23,23,14,37,7,1,8,0,0,0,43,25,68
Kerala,7.2 - Under Section 6,2014,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6
Kerala,7.3 - Under Section 7,2014,13,8,21,23,8,31,26,0,26,1,0,1,63,16,79
Kerala,7.4 - Under Section 8,2014,9,14,23,18,40,58,2,10,12,0,0,0,29,64,93
Kerala,7.5 - Other Sections under ITP Act,2014,3,9,12,28,29,57,6,5,11,1,0,1,38,43,81
Kerala,"8 - Indian Railways Act, 1989",2014,2,0,2,1,0,1,0,0,0,0,0,0,3,0,3
Kerala,"9 - Registration of Foreigners Act, 1939",2014,13,0,13,24,0,24,9,1,10,1,0,1,47,1,48
Kerala,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"11 - Passport Act, 1967",2014,43,0,43,149,7,156,111,2,113,2,0,2,305,9,314
Kerala,"12 - Essential Commodities Act, 1955",2014,46,0,46,201,2,203,84,0,84,9,0,9,340,2,342
Kerala,"13 - Antiquities & Art Treasures Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"14 - Dowry Prohibition Act, 1961",2014,1,0,1,4,2,6,0,1,1,0,0,0,5,3,8
Kerala,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,2,0,2,5,0,5,3,0,3,0,0,0,10,0,10
Kerala,"16 - Copyright Act, 1957",2014,42,0,42,71,0,71,20,0,20,0,0,0,133,0,133
Kerala,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,6,0,6,19,2,21,10,0,10,0,1,1,35,3,38
Kerala,18.1 - POA Act for crimes committed against SCs,2014,4,0,4,17,2,19,10,0,10,0,1,1,31,3,34
Kerala,18.2 - POA Act for crimes committed against STs,2014,2,0,2,2,0,2,0,0,0,0,0,0,4,0,4
Kerala,"19 - Forest Act, 1927",2014,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Kerala,"20 - Prohibition of Child Marriage Act, 2006",2014,15,0,15,16,7,23,3,0,3,0,0,0,34,7,41
Kerala,"21 - Protection of Women from Domestic Violence Act, 2005",2014,3,0,3,70,2,72,38,3,41,0,0,0,111,5,116
Kerala,"22 - Information Technology Act, 2000",2014,95,0,95,126,0,126,22,0,22,0,0,0,243,0,243
Kerala,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"24 - Electricity Act, 2003",2014,1,0,1,25,0,25,17,0,17,2,0,2,45,0,45
Kerala,"25 - Wildlife Protection Act, 1972",2014,0,0,0,2,0,2,0,0,0,1,0,1,3,0,3
Kerala,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,26.3 - Against others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Kerala,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,6,0,6,1,0,1,0,0,0,7,0,7
Kerala,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"34 - Prevention of Damage to Public Property Act, 1984",2014,147,0,147,148,0,148,39,0,39,0,0,0,334,0,334
Kerala,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"36 - Trade Marks Act, 1999",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"37 - Prevention of Insults to National Honour Act, 1971",2014,6,0,6,23,0,23,5,0,5,0,0,0,34,0,34
Kerala,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"39 - Lotteries (Regulation) Act, 1998",2014,2,0,2,29,0,29,11,0,11,0,0,0,42,0,42
Kerala,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"41 - Foreigners Act, 1946",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"44 - Representation of People Act, 1951",2014,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
Kerala,"45 - Emigration Act, 1983",2014,0,0,0,3,0,3,4,0,4,0,0,0,7,0,7
Kerala,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,25,1,26,127,17,144,69,8,77,2,0,2,223,26,249
Kerala,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,56 - Other SLL crimes,2014,133147,344,133491,143696,245,143941,74870,110,74980,9042,6,9048,360755,705,361460
Kerala,57 - Total Cognizable SLL crimes,2014,158558,398,158956,178847,436,179283,95401,176,95577,12275,10,12285,445081,1020,446101
Madhya Pradesh,"1 - Arms Act, 1959",2014,6860,0,6860,4245,1,4246,1344,0,1344,51,0,51,12500,1,12501
Madhya Pradesh,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,448,13,461,320,21,341,176,14,190,13,0,13,957,48,1005
Madhya Pradesh,"3 - Gambling Act, 1867",2014,26945,6,26951,24787,14,24801,10702,2,10704,811,2,813,63245,24,63269
Madhya Pradesh,"4 - Excise Act, 1944",2014,22818,913,23731,20187,1514,21701,7530,748,8278,515,63,578,51050,3238,54288
Madhya Pradesh,5 - Prohibition Act,2014,18,0,18,7,0,7,6,0,6,0,0,0,31,0,31
Madhya Pradesh,6 - Explosives and Explosive Substances Act,2014,132,1,133,109,3,112,25,0,25,0,0,0,266,4,270
Madhya Pradesh,"7 - Immoral Traffic (Prevention) Act, 1956",2014,44,26,70,29,1,30,5,1,6,0,0,0,78,28,106
Madhya Pradesh,7.1 - Under Section 5,2014,6,7,13,1,0,1,0,0,0,0,0,0,7,7,14
Madhya Pradesh,7.2 - Under Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,7.3 - Under Section 7,2014,11,8,19,1,0,1,0,1,1,0,0,0,12,9,21
Madhya Pradesh,7.4 - Under Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,7.5 - Other Sections under ITP Act,2014,27,11,38,27,1,28,5,0,5,0,0,0,59,12,71
Madhya Pradesh,"8 - Indian Railways Act, 1989",2014,2,0,2,2,0,2,0,0,0,0,0,0,4,0,4
Madhya Pradesh,"9 - Registration of Foreigners Act, 1939",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"11 - Passport Act, 1967",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Madhya Pradesh,"12 - Essential Commodities Act, 1955",2014,106,4,110,145,1,146,38,0,38,6,0,6,295,5,300
Madhya Pradesh,"13 - Antiquities & Art Treasures Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"14 - Dowry Prohibition Act, 1961",2014,107,21,128,74,38,112,40,43,83,9,5,14,230,107,337
Madhya Pradesh,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"16 - Copyright Act, 1957",2014,42,0,42,55,0,55,13,0,13,0,0,0,110,0,110
Madhya Pradesh,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,63,2,65,35,2,37,16,1,17,0,0,0,114,5,119
Madhya Pradesh,18.1 - POA Act for crimes committed against SCs,2014,49,2,51,22,0,22,14,1,15,0,0,0,85,3,88
Madhya Pradesh,18.2 - POA Act for crimes committed against STs,2014,14,0,14,13,2,15,2,0,2,0,0,0,29,2,31
Madhya Pradesh,"19 - Forest Act, 1927",2014,3,0,3,8,0,8,4,0,4,0,0,0,15,0,15
Madhya Pradesh,"20 - Prohibition of Child Marriage Act, 2006",2014,8,3,11,24,7,31,11,1,12,1,0,1,44,11,55
Madhya Pradesh,"21 - Protection of Women from Domestic Violence Act, 2005",2014,24,0,24,24,0,24,11,0,11,0,0,0,59,0,59
Madhya Pradesh,"22 - Information Technology Act, 2000",2014,105,5,110,45,3,48,3,0,3,0,0,0,153,8,161
Madhya Pradesh,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"24 - Electricity Act, 2003",2014,74,0,74,86,0,86,11,0,11,1,0,1,172,0,172
Madhya Pradesh,"25 - Wildlife Protection Act, 1972",2014,12,0,12,22,0,22,8,0,8,0,0,0,42,0,42
Madhya Pradesh,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,26.3 - Against others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"30 - National Security Act, 1980",2014,55,0,55,52,0,52,5,0,5,0,0,0,112,0,112
Madhya Pradesh,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"34 - Prevention of Damage to Public Property Act, 1984",2014,2,0,2,10,0,10,3,0,3,0,0,0,15,0,15
Madhya Pradesh,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"36 - Trade Marks Act, 1999",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"37 - Prevention of Insults to National Honour Act, 1971",2014,0,0,0,9,1,10,1,0,1,0,0,0,10,1,11
Madhya Pradesh,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"39 - Lotteries (Regulation) Act, 1998",2014,0,0,0,10,0,10,0,0,0,0,0,0,10,0,10
Madhya Pradesh,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"41 - Foreigners Act, 1946",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Madhya Pradesh,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"44 - Representation of People Act, 1951",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Madhya Pradesh,"45 - Emigration Act, 1983",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
Madhya Pradesh,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,56 - Other SLL crimes,2014,7429,696,8125,5434,250,5684,3110,8,3118,68,0,68,16041,954,16995
Madhya Pradesh,57 - Total Cognizable SLL crimes,2014,65299,1690,66989,55722,1856,57578,23062,818,23880,1475,70,1545,145558,4434,149992
Maharashtra,"1 - Arms Act, 1959",2014,1211,1,1212,544,1,545,106,0,106,10,0,10,1871,2,1873
Maharashtra,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,10468,14,10482,4674,33,4707,949,17,966,110,3,113,16201,67,16268
Maharashtra,"3 - Gambling Act, 1867",2014,17890,17,17907,17388,35,17423,7783,22,7805,1153,6,1159,44214,80,44294
Maharashtra,"4 - Excise Act, 1944",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,5 - Prohibition Act,2014,22148,1085,23233,25160,2424,27584,12075,1587,13662,1705,328,2033,61088,5424,66512
Maharashtra,6 - Explosives and Explosive Substances Act,2014,21,0,21,27,0,27,5,0,5,1,0,1,54,0,54
Maharashtra,"7 - Immoral Traffic (Prevention) Act, 1956",2014,208,80,288,188,91,279,48,13,61,4,1,5,448,185,633
Maharashtra,7.1 - Under Section 5,2014,62,26,88,86,34,120,20,3,23,3,0,3,171,63,234
Maharashtra,7.2 - Under Section 6,2014,14,2,16,2,1,3,1,0,1,0,0,0,17,3,20
Maharashtra,7.3 - Under Section 7,2014,26,7,33,27,15,42,1,7,8,0,0,0,54,29,83
Maharashtra,7.4 - Under Section 8,2014,4,20,24,2,21,23,0,1,1,0,1,1,6,43,49
Maharashtra,7.5 - Other Sections under ITP Act,2014,102,25,127,71,20,91,26,2,28,1,0,1,200,47,247
Maharashtra,"8 - Indian Railways Act, 1989",2014,4,0,4,1,0,1,0,0,0,0,0,0,5,0,5
Maharashtra,"9 - Registration of Foreigners Act, 1939",2014,5,1,6,3,0,3,0,1,1,0,0,0,8,2,10
Maharashtra,"10 - Protection of Civil Rights Act, 1955",2014,3,2,5,11,0,11,0,0,0,0,0,0,14,2,16
Maharashtra,10.1 - PCR Act for crimes committed against SCs,2014,2,2,4,11,0,11,0,0,0,0,0,0,13,2,15
Maharashtra,10.2 - PCR Act for crimes committed against STs,2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
