area_name,year,group_name,sub_group_name,police_injured_by_criminals,police_injured_by_riotous_mobs,police_injured_in_accidents,police_injured_in_dacoity_operationsother_raids,police_injured_in_terroristsextremists_operations,police_injured_on_border_duties,police_injured_total_policemen,police_killed_by_criminals,police_killed_by_riotous_mobs,police_killed_in_accidents,police_killed_in_dacoity_operationsother_raids,police_killed_in_terroristsextremists_operations,police_killed_on_border_duties,police_killed_total_policemen
Arunachal Pradesh,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,2,0,2,0,0,0,0,0,1,1
Bihar,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Chandigarh,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Chhattisgarh,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,1,0,0,0,0,1,0,0,0,0,2,0,2
Dadra & Nagar Haveli,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,2,4,1,0,0,0,7,0,0,0,0,0,0,0
Goa,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,2,33,2,1,1,0,39,0,0,15,0,0,0,15
Haryana,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,1,1,3,0,0,0,5,1,1,2,0,0,0,4
Himachal Pradesh,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,1,0,0,0,7,0,8,1,0,0,0,5,0,6
Jharkhand,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,19,4,1,0,0,24,1,0,0,0,0,0,1
Kerala,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,2,14,1,0,0,0,17,0,0,0,0,0,0,0
Lakshadweep,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,12,7,2,0,0,0,21,1,0,2,0,0,0,3
Maharashtra,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,2,20,4,0,0,0,26,1,0,5,0,0,0,6
Manipur,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Meghalaya,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,7,4,0,1,1,0,13,0,0,1,1,0,0,2
Puducherry,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Punjab,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,1,0,3,0,0,0,4,1,0,10,0,0,0,11
Rajasthan,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,2,10,5,0,0,0,17,0,1,1,1,0,0,3
Sikkim,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,2,4,1,0,0,0,7,0,0,2,0,0,0,2
Uttarakhand,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2002,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,4,13,15,6,1,0,39,0,0,1,0,0,0,1
Andaman & Nicobar Islands,2003,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,4,0,0,0,4,0,0,0,0,0,0,0
Arunachal Pradesh,2003,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2003,Police - Assistant Sub-Inspectors,3. Assistant Sub-Inspectos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
