state_ut,year,crime,boys_7_12_years,girls_7_12_years,boys_12_16_years,girls_12_16_years,boys_16_18_years,girls_16_18_years,total_for_boys_all_age_groups,total_for_girls_all_age_groups,grand_total
Punjab,2006,Total IPC Crimes,9,0,46,0,51,10,106,10,116
Punjab,2007,Murder,0,0,0,0,1,0,1,0,1
Punjab,2007,Attempt to Commit Murder,0,0,1,0,2,0,3,0,3
Punjab,2007,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Punjab,2007,Rape,0,0,1,0,3,0,4,0,4
Punjab,2007,Custodial Rape,0,0,0,0,0,0,0,0,0
Punjab,2007,Other Rape,0,0,1,0,3,0,4,0,4
Punjab,2007,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Punjab,2007,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Punjab,2007,K & A of others,0,0,0,0,0,0,0,0,0
Punjab,2007,Dacoity,0,0,0,0,0,0,0,0,0
Punjab,2007,Preparation & Assembly for Dacoity,0,0,1,0,0,0,1,0,1
Punjab,2007,Robbery,0,0,0,0,0,0,0,0,0
Punjab,2007,Burglary,11,0,18,0,8,0,37,0,37
Punjab,2007,Theft,1,2,7,0,10,0,18,2,20
Punjab,2007,Auto Theft,0,0,1,0,2,0,3,0,3
Punjab,2007,Other Theft,1,2,6,0,8,0,15,2,17
Punjab,2007,Riots,0,0,0,0,0,0,0,0,0
Punjab,2007,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Punjab,2007,Cheating,0,0,0,0,0,0,0,0,0
Punjab,2007,Counterfeiting,0,0,0,0,0,0,0,0,0
Punjab,2007,Arson,0,0,0,0,0,0,0,0,0
Punjab,2007,Hurt/Grevious Hurt,0,0,5,0,8,0,13,0,13
Punjab,2007,Dowry Deaths,0,0,0,0,0,0,0,0,0
Punjab,2007,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Punjab,2007,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Punjab,2007,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Punjab,2007,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Punjab,2007,Causing death by negligence,0,0,0,0,0,0,0,0,0
Punjab,2007,Other IPC Crimes,1,1,14,0,10,0,25,1,26
Punjab,2007,Total IPC Crimes,13,3,47,0,42,0,102,3,105
Punjab,2008,Murder,1,0,1,2,4,0,6,2,8
Punjab,2008,Attempt to Commit Murder,0,0,0,0,2,0,2,0,2
Punjab,2008,C H Not amounting to Murder,1,0,1,0,0,0,2,0,2
Punjab,2008,Rape,2,0,5,0,3,0,10,0,10
Punjab,2008,Custodial Rape,0,0,0,0,0,0,0,0,0
Punjab,2008,Other Rape,2,0,5,0,3,0,10,0,10
Punjab,2008,Kidnapping & Abduction,0,0,0,1,0,0,0,1,1
Punjab,2008,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Punjab,2008,K & A of others,0,0,0,1,0,0,0,1,1
Punjab,2008,Dacoity,0,0,0,0,0,0,0,0,0
Punjab,2008,Preparation & Assembly for Dacoity,0,0,1,0,2,0,3,0,3
Punjab,2008,Robbery,0,0,0,0,0,0,0,0,0
Punjab,2008,Burglary,1,0,8,0,1,0,10,0,10
Punjab,2008,Theft,2,0,12,0,9,0,23,0,23
Punjab,2008,Auto Theft,0,0,2,0,1,0,3,0,3
Punjab,2008,Other Theft,2,0,10,0,8,0,20,0,20
Punjab,2008,Riots,0,0,0,0,0,0,0,0,0
Punjab,2008,Criminal Breach of Trust,0,0,1,0,0,0,1,0,1
Punjab,2008,Cheating,0,0,0,0,1,0,1,0,1
Punjab,2008,Counterfeiting,0,0,0,0,0,0,0,0,0
Punjab,2008,Arson,0,0,0,0,0,0,0,0,0
Punjab,2008,Hurt/Grevious Hurt,0,0,5,1,14,1,19,2,21
Punjab,2008,Dowry Deaths,0,0,0,0,0,0,0,0,0
Punjab,2008,Assault on Women wih intent to outrage h,0,0,1,1,0,0,1,1,2
Punjab,2008,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Punjab,2008,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Punjab,2008,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Punjab,2008,Causing death by negligence,0,0,1,0,0,0,1,0,1
Punjab,2008,Other IPC Crimes,1,3,7,0,5,1,13,4,17
Punjab,2008,Total IPC Crimes,8,3,43,5,41,2,92,10,102
Punjab,2009,Murder,0,0,9,1,2,0,11,1,12
Punjab,2009,Attempt to Commit Murder,0,0,6,0,6,1,12,1,13
Punjab,2009,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Punjab,2009,Rape,0,0,2,0,6,0,8,0,8
Punjab,2009,Custodial Rape,0,0,0,0,0,0,0,0,0
Punjab,2009,Other Rape,0,0,2,0,6,0,8,0,8
Punjab,2009,Kidnapping & Abduction,0,0,5,0,2,0,7,0,7
Punjab,2009,K & A of Women and Girls,0,0,3,0,2,0,5,0,5
Punjab,2009,K & A of others,0,0,2,0,0,0,2,0,2
Punjab,2009,Dacoity,0,0,0,0,0,0,0,0,0
Punjab,2009,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Punjab,2009,Robbery,1,0,0,0,2,0,3,0,3
Punjab,2009,Burglary,2,0,14,0,9,0,25,0,25
Punjab,2009,Theft,6,0,10,0,15,0,31,0,31
Punjab,2009,Auto Theft,3,0,1,0,4,0,8,0,8
Punjab,2009,Other Theft,3,0,9,0,11,0,23,0,23
Punjab,2009,Riots,0,0,0,0,0,0,0,0,0
Punjab,2009,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Punjab,2009,Cheating,0,0,0,0,1,1,1,1,2
Punjab,2009,Counterfeiting,0,0,0,0,0,0,0,0,0
Punjab,2009,Arson,0,0,0,0,0,0,0,0,0
Punjab,2009,Hurt/Grevious Hurt,2,1,3,1,13,3,18,5,23
Punjab,2009,Dowry Deaths,0,0,0,0,1,1,1,1,2
Punjab,2009,Assault on Women wih intent to outrage h,0,0,0,0,3,0,3,0,3
Punjab,2009,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Punjab,2009,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Punjab,2009,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Punjab,2009,Causing death by negligence,0,0,2,0,4,0,6,0,6
Punjab,2009,Other IPC Crimes,6,1,15,2,39,2,60,5,65
Punjab,2009,Total IPC Crimes,17,2,66,4,103,8,186,14,200
Punjab,2010,Murder,0,0,5,0,8,0,13,0,13
Punjab,2010,Attempt to Commit Murder,0,0,2,0,7,0,9,0,9
Punjab,2010,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Punjab,2010,Rape,0,0,7,0,6,0,13,0,13
Punjab,2010,Custodial Rape,0,0,0,0,0,0,0,0,0
Punjab,2010,Other Rape,0,0,7,0,6,0,13,0,13
Punjab,2010,Kidnapping & Abduction,0,0,0,0,3,0,3,0,3
Punjab,2010,K & A of Women and Girls,0,0,0,0,2,0,2,0,2
Punjab,2010,K & A of others,0,0,0,0,1,0,1,0,1
Punjab,2010,Dacoity,0,0,0,0,1,0,1,0,1
Punjab,2010,Preparation & Assembly for Dacoity,0,0,2,0,9,0,11,0,11
Punjab,2010,Robbery,0,0,2,0,1,0,3,0,3
Punjab,2010,Burglary,7,0,5,0,5,0,17,0,17
Punjab,2010,Theft,10,0,14,1,24,0,48,1,49
Punjab,2010,Auto Theft,0,0,3,0,3,0,6,0,6
Punjab,2010,Other Theft,10,0,11,1,21,0,42,1,43
Punjab,2010,Riots,0,0,0,0,0,0,0,0,0
Punjab,2010,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Punjab,2010,Cheating,0,0,5,0,6,0,11,0,11
Punjab,2010,Counterfeiting,0,0,1,0,0,0,1,0,1
Punjab,2010,Arson,0,0,0,0,0,0,0,0,0
Punjab,2010,Hurt/Grevious Hurt,4,1,8,2,7,2,19,5,24
Punjab,2010,Dowry Deaths,0,0,0,0,2,0,2,0,2
Punjab,2010,Assault on Women wih intent to outrage h,0,0,0,0,2,0,2,0,2
Punjab,2010,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Punjab,2010,Cruelty by Husband or Relatives,0,0,0,0,0,1,0,1,1
Punjab,2010,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Punjab,2010,Causing death by negligence,0,0,2,0,4,0,6,0,6
Punjab,2010,Other IPC Crimes,7,1,17,2,32,1,56,4,60
Punjab,2010,Total IPC Crimes,28,2,70,5,117,4,215,11,226
Rajasthan,2001,Murder,4,0,15,0,27,4,46,4,50
Rajasthan,2001,Attempt to Commit Murder,0,0,25,1,68,0,93,1,94
Rajasthan,2001,C H Not amounting to Murder,0,0,0,0,1,0,1,0,1
Rajasthan,2001,Rape,0,0,8,1,16,0,24,1,25
Rajasthan,2001,Custodial Rape,0,0,0,0,0,0,0,0,0
Rajasthan,2001,Other Rape,0,0,8,1,16,0,24,1,25
Rajasthan,2001,Kidnapping & Abduction,0,0,6,0,16,0,22,0,22
Rajasthan,2001,K & A of Women and Girls,0,0,1,0,9,0,10,0,10
Rajasthan,2001,K & A of others,0,0,5,0,7,0,12,0,12
Rajasthan,2001,Dacoity,0,0,0,0,0,0,0,0,0
Rajasthan,2001,Preparation & Assembly for Dacoity,0,0,0,0,1,0,1,0,1
Rajasthan,2001,Robbery,0,0,4,0,3,0,7,0,7
Rajasthan,2001,Burglary,9,0,107,1,90,3,206,4,210
Rajasthan,2001,Theft,8,0,137,2,152,2,297,4,301
Rajasthan,2001,Auto Theft,0,0,28,0,41,0,69,0,69
Rajasthan,2001,Other Theft,8,0,109,2,111,2,228,4,232
Rajasthan,2001,Riots,0,0,91,2,419,100,510,102,612
Rajasthan,2001,Criminal Breach of Trust,0,0,1,0,0,0,1,0,1
Rajasthan,2001,Cheating,0,0,1,0,6,0,7,0,7
Rajasthan,2001,Counterfeiting,0,0,2,0,0,0,2,0,2
Rajasthan,2001,Arson,0,0,5,0,2,0,7,0,7
Rajasthan,2001,Hurt/Grevious Hurt,6,0,59,3,210,58,275,61,336
Rajasthan,2001,Dowry Deaths,1,0,1,0,1,3,3,3,6
Rajasthan,2001,Assault on Women wih intent to outrage h,1,0,19,0,71,0,91,0,91
Rajasthan,2001,Insult to Modesty of Women,0,0,3,0,0,0,3,0,3
Rajasthan,2001,Cruelty by Husband or Relatives,1,0,4,0,26,15,31,15,46
Rajasthan,2001,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Rajasthan,2001,Causing death by negligence,0,0,2,0,4,0,6,0,6
Rajasthan,2001,Other IPC Crimes,16,2,133,3,778,123,927,128,1055
Rajasthan,2001,Total IPC Crimes,46,2,623,13,1891,308,2560,323,2883
Rajasthan,2002,Murder,1,1,19,0,24,0,44,1,45
Rajasthan,2002,Attempt to Commit Murder,3,0,26,2,55,1,84,3,87
Rajasthan,2002,C H Not amounting to Murder,0,0,0,0,1,0,1,0,1
Rajasthan,2002,Rape,0,0,12,0,17,0,29,0,29
Rajasthan,2002,Custodial Rape,0,0,0,0,0,0,0,0,0
Rajasthan,2002,Other Rape,0,0,12,0,17,0,29,0,29
Rajasthan,2002,Kidnapping & Abduction,0,0,2,0,10,2,12,2,14
Rajasthan,2002,K & A of Women and Girls,0,0,2,0,7,2,9,2,11
Rajasthan,2002,K & A of others,0,0,0,0,3,0,3,0,3
Rajasthan,2002,Dacoity,0,0,0,0,0,0,0,0,0
Rajasthan,2002,Preparation & Assembly for Dacoity,0,0,2,0,0,0,2,0,2
Rajasthan,2002,Robbery,0,0,1,0,24,0,25,0,25
Rajasthan,2002,Burglary,11,0,93,0,93,0,197,0,197
Rajasthan,2002,Theft,2,0,76,2,145,2,223,4,227
Rajasthan,2002,Auto Theft,0,0,9,0,35,0,44,0,44
Rajasthan,2002,Other Theft,2,0,67,2,110,2,179,4,183
Rajasthan,2002,Riots,0,0,30,3,223,14,253,17,270
Rajasthan,2002,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Rajasthan,2002,Cheating,0,0,3,0,0,0,3,0,3
Rajasthan,2002,Counterfeiting,0,0,0,0,0,0,0,0,0
Rajasthan,2002,Arson,0,0,2,1,3,0,5,1,6
Rajasthan,2002,Hurt/Grevious Hurt,5,0,74,8,99,53,178,61,239
Rajasthan,2002,Dowry Deaths,0,0,0,0,4,0,4,0,4
Rajasthan,2002,Assault on Women wih intent to outrage h,1,0,8,1,12,0,21,1,22
Rajasthan,2002,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Rajasthan,2002,Cruelty by Husband or Relatives,0,0,0,4,14,1,14,5,19
Rajasthan,2002,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Rajasthan,2002,Causing death by negligence,0,0,0,0,10,1,10,1,11
Rajasthan,2002,Other IPC Crimes,3,1,109,4,348,99,460,104,564
Rajasthan,2002,Total IPC Crimes,26,2,457,25,1082,173,1565,200,1765
Rajasthan,2003,Murder,0,0,22,3,23,0,45,3,48
Rajasthan,2003,Attempt to Commit Murder,0,0,24,1,50,1,74,2,76
Rajasthan,2003,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Rajasthan,2003,Rape,0,0,17,1,17,0,34,1,35
Rajasthan,2003,Custodial Rape,0,0,0,0,0,0,0,0,0
Rajasthan,2003,Other Rape,0,0,17,1,17,0,34,1,35
Rajasthan,2003,Kidnapping & Abduction,0,0,6,0,19,0,25,0,25
Rajasthan,2003,K & A of Women and Girls,0,0,6,0,19,0,25,0,25
Rajasthan,2003,K & A of others,0,0,0,0,0,0,0,0,0
Rajasthan,2003,Dacoity,0,0,1,0,1,0,2,0,2
Rajasthan,2003,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Rajasthan,2003,Robbery,0,0,3,0,8,0,11,0,11
Rajasthan,2003,Burglary,13,0,86,1,115,1,214,2,216
Rajasthan,2003,Theft,3,0,125,5,134,3,262,8,270
Rajasthan,2003,Auto Theft,0,0,26,0,53,0,79,0,79
Rajasthan,2003,Other Theft,3,0,99,5,81,3,183,8,191
Rajasthan,2003,Riots,2,0,28,2,103,11,133,13,146
Rajasthan,2003,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Rajasthan,2003,Cheating,0,0,5,0,28,1,33,1,34
Rajasthan,2003,Counterfeiting,0,0,1,0,0,0,1,0,1
Rajasthan,2003,Arson,0,0,0,0,3,0,3,0,3
Rajasthan,2003,Hurt/Grevious Hurt,5,0,111,9,108,64,224,73,297
Rajasthan,2003,Dowry Deaths,0,0,0,0,2,1,2,1,3
Rajasthan,2003,Assault on Women wih intent to outrage h,0,0,12,0,24,0,36,0,36
Rajasthan,2003,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Rajasthan,2003,Cruelty by Husband or Relatives,0,0,8,2,11,7,19,9,28
Rajasthan,2003,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Rajasthan,2003,Causing death by negligence,0,0,1,0,2,0,3,0,3
Rajasthan,2003,Other IPC Crimes,13,0,119,0,231,43,363,43,406
Rajasthan,2003,Total IPC Crimes,36,0,569,24,879,132,1484,156,1640
Rajasthan,2004,Murder,1,0,20,1,27,0,48,1,49
Rajasthan,2004,Attempt to Commit Murder,1,0,26,0,64,0,91,0,91
Rajasthan,2004,C H Not amounting to Murder,0,0,1,0,0,0,1,0,1
Rajasthan,2004,Rape,0,0,16,0,16,0,32,0,32
Rajasthan,2004,Custodial Rape,0,0,0,0,0,0,0,0,0
Rajasthan,2004,Other Rape,0,0,16,0,16,0,32,0,32
Rajasthan,2004,Kidnapping & Abduction,0,0,3,0,16,0,19,0,19
Rajasthan,2004,K & A of Women and Girls,0,0,2,0,12,0,14,0,14
Rajasthan,2004,K & A of others,0,0,1,0,4,0,5,0,5
Rajasthan,2004,Dacoity,0,0,0,0,0,0,0,0,0
Rajasthan,2004,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Rajasthan,2004,Robbery,0,0,4,0,10,0,14,0,14
Rajasthan,2004,Burglary,24,0,119,0,81,1,224,1,225
Rajasthan,2004,Theft,11,6,157,0,157,13,325,19,344
Rajasthan,2004,Auto Theft,0,0,52,0,43,0,95,0,95
Rajasthan,2004,Other Theft,11,6,105,0,114,13,230,19,249
Rajasthan,2004,Riots,4,0,15,0,69,10,88,10,98
Rajasthan,2004,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Rajasthan,2004,Cheating,0,0,1,0,6,0,7,0,7
Rajasthan,2004,Counterfeiting,0,0,0,0,0,0,0,0,0
Rajasthan,2004,Arson,0,0,0,1,1,0,1,1,2
Rajasthan,2004,Hurt/Grevious Hurt,8,1,117,6,161,22,286,29,315
Rajasthan,2004,Dowry Deaths,0,0,0,0,1,2,1,2,3
Rajasthan,2004,Assault on Women wih intent to outrage h,0,0,8,0,14,0,22,0,22
Rajasthan,2004,Insult to Modesty of Women,0,0,1,0,0,0,1,0,1
Rajasthan,2004,Cruelty by Husband or Relatives,0,0,3,0,6,8,9,8,17
Rajasthan,2004,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Rajasthan,2004,Causing death by negligence,0,0,3,0,1,0,4,0,4
Rajasthan,2004,Other IPC Crimes,9,0,168,13,263,32,440,45,485
Rajasthan,2004,Total IPC Crimes,58,7,662,21,893,88,1613,116,1729
Rajasthan,2005,Murder,0,0,18,2,22,0,40,2,42
Rajasthan,2005,Attempt to Commit Murder,5,0,26,0,36,0,67,0,67
Rajasthan,2005,C H Not amounting to Murder,0,0,0,0,1,0,1,0,1
Rajasthan,2005,Rape,1,0,14,0,21,0,36,0,36
Rajasthan,2005,Custodial Rape,0,0,0,0,0,0,0,0,0
Rajasthan,2005,Other Rape,1,0,14,0,21,0,36,0,36
Rajasthan,2005,Kidnapping & Abduction,0,0,6,1,11,0,17,1,18
Rajasthan,2005,K & A of Women and Girls,0,0,1,1,7,0,8,1,9
Rajasthan,2005,K & A of others,0,0,5,0,4,0,9,0,9
Rajasthan,2005,Dacoity,0,0,1,0,1,0,2,0,2
Rajasthan,2005,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Rajasthan,2005,Robbery,1,0,8,0,14,0,23,0,23
Rajasthan,2005,Burglary,10,1,121,2,105,0,236,3,239
Rajasthan,2005,Theft,16,1,167,6,165,4,348,11,359
Rajasthan,2005,Auto Theft,1,0,32,0,52,0,85,0,85
Rajasthan,2005,Other Theft,15,1,135,6,113,4,263,11,274
Rajasthan,2005,Riots,0,0,26,2,39,4,65,6,71
Rajasthan,2005,Criminal Breach of Trust,0,0,0,0,1,0,1,0,1
Rajasthan,2005,Cheating,0,0,2,0,1,0,3,0,3
Rajasthan,2005,Counterfeiting,0,0,1,0,0,0,1,0,1
Rajasthan,2005,Arson,0,0,7,0,2,0,9,0,9
Rajasthan,2005,Hurt/Grevious Hurt,4,0,78,5,119,19,201,24,225
Rajasthan,2005,Dowry Deaths,0,0,0,0,1,3,1,3,4
Rajasthan,2005,Assault on Women wih intent to outrage h,0,0,16,0,19,2,35,2,37
Rajasthan,2005,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Rajasthan,2005,Cruelty by Husband or Relatives,0,0,1,0,1,7,2,7,9
Rajasthan,2005,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Rajasthan,2005,Causing death by negligence,0,0,1,0,1,0,2,0,2
Rajasthan,2005,Other IPC Crimes,15,0,213,10,319,36,547,46,593
Rajasthan,2005,Total IPC Crimes,52,2,706,28,879,75,1637,105,1742
Rajasthan,2006,Murder,0,0,18,0,42,0,60,0,60
Rajasthan,2006,Attempt to Commit Murder,0,0,29,1,37,1,66,2,68
Rajasthan,2006,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Rajasthan,2006,Rape,1,0,13,0,19,0,33,0,33
Rajasthan,2006,Custodial Rape,0,0,0,0,0,0,0,0,0
Rajasthan,2006,Other Rape,1,0,13,0,19,0,33,0,33
Rajasthan,2006,Kidnapping & Abduction,0,0,9,0,8,0,17,0,17
Rajasthan,2006,K & A of Women and Girls,0,0,7,0,7,0,14,0,14
Rajasthan,2006,K & A of others,0,0,2,0,1,0,3,0,3
Rajasthan,2006,Dacoity,0,0,0,0,8,0,8,0,8
Rajasthan,2006,Preparation & Assembly for Dacoity,0,0,0,0,2,0,2,0,2
Rajasthan,2006,Robbery,0,0,5,0,18,0,23,0,23
Rajasthan,2006,Burglary,17,3,136,1,139,0,292,4,296
Rajasthan,2006,Theft,11,1,187,2,205,5,403,8,411
Rajasthan,2006,Auto Theft,0,0,46,0,66,0,112,0,112
Rajasthan,2006,Other Theft,11,1,141,2,139,5,291,8,299
Rajasthan,2006,Riots,1,0,25,1,75,16,101,17,118
Rajasthan,2006,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Rajasthan,2006,Cheating,0,0,1,0,3,0,4,0,4
Rajasthan,2006,Counterfeiting,0,0,0,0,2,0,2,0,2
Rajasthan,2006,Arson,0,0,1,0,1,0,2,0,2
Rajasthan,2006,Hurt/Grevious Hurt,6,0,74,4,155,18,235,22,257
Rajasthan,2006,Dowry Deaths,0,0,0,0,2,4,2,4,6
Rajasthan,2006,Assault on Women wih intent to outrage h,0,0,11,0,12,0,23,0,23
Rajasthan,2006,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Rajasthan,2006,Cruelty by Husband or Relatives,0,0,0,0,4,10,4,10,14
Rajasthan,2006,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Rajasthan,2006,Causing death by negligence,0,0,0,0,3,0,3,0,3
Rajasthan,2006,Other IPC Crimes,12,1,161,21,342,24,515,46,561
Rajasthan,2006,Total IPC Crimes,48,5,670,30,1077,78,1795,113,1908
Rajasthan,2007,Murder,1,0,16,0,29,4,46,4,50
Rajasthan,2007,Attempt to Commit Murder,1,0,18,0,57,1,76,1,77
Rajasthan,2007,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Rajasthan,2007,Rape,1,0,21,0,30,0,52,0,52
Rajasthan,2007,Custodial Rape,0,0,0,0,0,0,0,0,0
Rajasthan,2007,Other Rape,1,0,21,0,30,0,52,0,52
Rajasthan,2007,Kidnapping & Abduction,0,0,4,1,13,1,17,2,19
Rajasthan,2007,K & A of Women and Girls,0,0,4,1,7,1,11,2,13
Rajasthan,2007,K & A of others,0,0,0,0,6,0,6,0,6
Rajasthan,2007,Dacoity,0,0,1,0,0,0,1,0,1
Rajasthan,2007,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Rajasthan,2007,Robbery,0,0,15,0,22,3,37,3,40
Rajasthan,2007,Burglary,12,0,174,0,136,1,322,1,323
Rajasthan,2007,Theft,17,3,274,7,243,1,534,11,545
Rajasthan,2007,Auto Theft,1,0,64,0,63,0,128,0,128
Rajasthan,2007,Other Theft,16,3,210,7,180,1,406,11,417
Rajasthan,2007,Riots,0,0,20,2,14,1,34,3,37
Rajasthan,2007,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Rajasthan,2007,Cheating,0,0,2,0,4,0,6,0,6
Rajasthan,2007,Counterfeiting,0,0,0,0,0,0,0,0,0
Rajasthan,2007,Arson,0,0,4,0,4,0,8,0,8
Rajasthan,2007,Hurt/Grevious Hurt,7,0,96,4,136,7,239,11,250
Rajasthan,2007,Dowry Deaths,0,0,2,0,3,1,5,1,6
Rajasthan,2007,Assault on Women wih intent to outrage h,0,0,15,0,15,0,30,0,30
Rajasthan,2007,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Rajasthan,2007,Cruelty by Husband or Relatives,0,0,0,0,6,12,6,12,18
Rajasthan,2007,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Rajasthan,2007,Causing death by negligence,0,0,1,0,1,0,2,0,2
Rajasthan,2007,Other IPC Crimes,12,0,202,6,275,10,489,16,505
Rajasthan,2007,Total IPC Crimes,51,3,865,20,988,42,1904,65,1969
Rajasthan,2008,Murder,1,0,17,1,44,1,62,2,64
Rajasthan,2008,Attempt to Commit Murder,0,0,30,0,54,0,84,0,84
Rajasthan,2008,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Rajasthan,2008,Rape,0,0,17,0,34,0,51,0,51
Rajasthan,2008,Custodial Rape,0,0,0,0,0,0,0,0,0
Rajasthan,2008,Other Rape,0,0,17,0,34,0,51,0,51
Rajasthan,2008,Kidnapping & Abduction,1,0,12,3,42,0,55,3,58
Rajasthan,2008,K & A of Women and Girls,0,0,11,3,34,0,45,3,48
Rajasthan,2008,K & A of others,1,0,1,0,8,0,10,0,10
Rajasthan,2008,Dacoity,0,0,0,0,2,0,2,0,2
Rajasthan,2008,Preparation & Assembly for Dacoity,0,0,0,0,1,0,1,0,1
Rajasthan,2008,Robbery,0,0,24,0,48,1,72,1,73
Rajasthan,2008,Burglary,14,0,155,0,112,0,281,0,281
Rajasthan,2008,Theft,16,1,209,6,285,2,510,9,519
Rajasthan,2008,Auto Theft,1,0,39,0,96,0,136,0,136
Rajasthan,2008,Other Theft,15,1,170,6,189,2,374,9,383
Rajasthan,2008,Riots,5,1,27,6,35,1,67,8,75
Rajasthan,2008,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Rajasthan,2008,Cheating,0,0,3,1,4,3,7,4,11
Rajasthan,2008,Counterfeiting,0,0,0,0,0,0,0,0,0
Rajasthan,2008,Arson,0,0,1,0,6,0,7,0,7
Rajasthan,2008,Hurt/Grevious Hurt,0,0,83,4,133,11,216,15,231
Rajasthan,2008,Dowry Deaths,0,0,1,0,6,4,7,4,11
Rajasthan,2008,Assault on Women wih intent to outrage h,1,1,7,1,22,0,30,2,32
Rajasthan,2008,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Rajasthan,2008,Cruelty by Husband or Relatives,0,0,2,0,4,1,6,1,7
Rajasthan,2008,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Rajasthan,2008,Causing death by negligence,0,0,1,0,12,0,13,0,13
Rajasthan,2008,Other IPC Crimes,10,2,218,17,417,30,645,49,694
Rajasthan,2008,Total IPC Crimes,48,5,807,39,1261,54,2116,98,2214
Rajasthan,2009,Murder,1,0,24,2,48,2,73,4,77
Rajasthan,2009,Attempt to Commit Murder,0,0,23,2,69,1,92,3,95
Rajasthan,2009,C H Not amounting to Murder,0,0,2,0,2,0,4,0,4
Rajasthan,2009,Rape,2,0,19,1,34,1,55,2,57
Rajasthan,2009,Custodial Rape,0,0,0,0,0,0,0,0,0
Rajasthan,2009,Other Rape,2,0,19,1,34,1,55,2,57
Rajasthan,2009,Kidnapping & Abduction,0,0,14,1,46,0,60,1,61
Rajasthan,2009,K & A of Women and Girls,0,0,9,1,38,0,47,1,48
Rajasthan,2009,K & A of others,0,0,5,0,8,0,13,0,13
Rajasthan,2009,Dacoity,0,0,0,0,0,0,0,0,0
Rajasthan,2009,Preparation & Assembly for Dacoity,0,0,0,0,5,0,5,0,5
Rajasthan,2009,Robbery,0,0,12,0,22,0,34,0,34
Rajasthan,2009,Burglary,10,1,127,5,174,1,311,7,318
Rajasthan,2009,Theft,14,1,144,10,271,4,429,15,444
Rajasthan,2009,Auto Theft,0,0,49,0,126,0,175,0,175
Rajasthan,2009,Other Theft,14,1,95,10,145,4,254,15,269
Rajasthan,2009,Riots,3,0,10,2,21,3,34,5,39
Rajasthan,2009,Criminal Breach of Trust,0,0,0,0,2,0,2,0,2
Rajasthan,2009,Cheating,0,0,0,0,6,0,6,0,6
Rajasthan,2009,Counterfeiting,0,0,0,0,0,0,0,0,0
Rajasthan,2009,Arson,0,0,3,0,7,0,10,0,10
Rajasthan,2009,Hurt/Grevious Hurt,12,0,100,4,150,9,262,13,275
